Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
106,2022-08-03,NYY,,SEA,2:47,D,,NYY
107,2022-08-05,NYY,@,STL,3:19,N,,STL
108,2022-08-06,NYY,@,STL,3:06,N,,STL
109,2022-08-07,NYY,@,STL,4:25,D,,STL
110,2022-08-08,NYY,@,SEA,3:24,N,,SEA
111,2022-08-09,NYY,@,SEA,4:07,N,,SEA
112,2022-08-10,NYY,@,SEA,2:44,D,,SEA
113,2022-08-12,NYY,@,BOS,3:24,N,,BOS
114,2022-08-13,NYY,@,BOS,3:14,N,,BOS
115,2022-08-14,NYY,@,BOS,2:15,N,,BOS
116,2022-08-15,NYY,,TBR,3:21,N,,NYY
117,2022-08-16,NYY,,TBR,2:51,N,,NYY
118,2022-08-17,NYY,,TBR,3:48,N,,NYY
119,2022-08-18,NYY,,TOR,3:09,N,,NYY
120,2022-08-19,NYY,,TOR,2:52,N,,NYY
121,2022-08-20,NYY,,TOR,3:11,D,,NYY
122,2022-08-21,NYY,,TOR,2:59,D,,NYY
123,2022-08-22,NYY,,NYM,2:48,N,,NYY
124,2022-08-23,NYY,,NYM,3:23,N,,NYY
125,2022-08-25,NYY,@,OAK,3:34,N,,OAK
126,2022-08-26,NYY,@,OAK,2:50,N,,OAK
127,2022-08-27,NYY,@,OAK,3:07,N,,OAK
128,2022-08-28,NYY,@,OAK,3:19,D,,OAK
129,2022-08-29,NYY,@,LAA,3:00,N,,LAA
130,2022-08-30,NYY,@,LAA,2:59,N,,LAA
131,2022-08-31,NYY,@,LAA,2:43,N,,LAA
132,2022-09-02,NYY,@,TBR,3:24,N,,TBR
133,2022-09-03,NYY,@,TBR,2:39,N,,TBR
134,2022-09-04,NYY,@,TBR,3:37,D,,TBR
135,2022-09-05,NYY,,MIN,2:58,D,,NYY
136,2022-09-07,NYY,,MIN,4:03,D,2022-09-06 (Rain),NYY
137,2022-09-07,NYY,,MIN,3:17,D,,NYY
138,2022-09-08,NYY,,MIN,3:21,N,,NYY
139,2022-09-09,NYY,,TBR,3:32,N,,NYY
140,2022-09-10,NYY,,TBR,2:47,D,,NYY
141,2022-09-11,NYY,,TBR,3:11,D,,NYY
142,2022-09-13,NYY,@,BOS,3:37,N,,BOS
143,2022-09-14,NYY,@,BOS,3:07,N,,BOS
144,2022-09-16,NYY,@,MIL,4:09,N,,MIL
145,2022-09-17,NYY,@,MIL,2:56,N,,MIL
146,2022-09-18,NYY,@,MIL,3:46,D,,MIL
147,2022-09-20,NYY,,PIT,3:33,N,,NYY
148,2022-09-21,NYY,,PIT,2:51,N,,NYY
149,2022-09-22,NYY,,BOS,3:34,N,,NYY
150,2022-09-23,NYY,,BOS,3:00,N,,NYY
151,2022-09-24,NYY,,BOS,3:25,D,,NYY
152,2022-09-25,NYY,,BOS,2:07,N,,NYY
153,2022-09-26,NYY,@,TOR,3:29,N,,TOR
154,2022-09-27,NYY,@,TOR,2:55,N,,TOR
155,2022-09-28,NYY,@,TOR,3:20,N,,TOR
156,2022-09-30,NYY,,BAL,3:12,N,,NYY
157,2022-10-01,NYY,,BAL,2:38,D,,NYY
158,2022-10-02,NYY,,BAL,3:35,D,,NYY
159,2022-10-03,NYY,@,TEX,2:29,N,,TEX
160,2022-10-04,NYY,@,TEX,2:45,D,,TEX
161,2022-10-04,NYY,@,TEX,2:36,N,,TEX
162,2022-10-05,NYY,@,TEX,2:48,D,,TEX
