Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
1,2022-04-07,ARI,,SDP,3:18,N,,ARI
2,2022-04-08,ARI,,SDP,2:44,N,,ARI
3,2022-04-09,ARI,,SDP,2:52,N,,ARI
4,2022-04-10,ARI,,SDP,3:15,D,,ARI
5,2022-04-12,ARI,,HOU,3:20,N,,ARI
6,2022-04-13,ARI,,HOU,3:50,D,,ARI
7,2022-04-15,ARI,@,NYM,3:24,D,,NYM
8,2022-04-16,ARI,@,NYM,3:12,D,,NYM
9,2022-04-17,ARI,@,NYM,2:59,D,,NYM
10,2022-04-19,ARI,@,WSN,3:08,D,2022-04-18 (Rain),WSN
11,2022-04-19,ARI,@,WSN,2:31,N,,WSN
12,2022-04-20,ARI,@,WSN,3:12,N,,WSN
13,2022-04-21,ARI,@,WSN,3:00,D,,WSN
14,2022-04-22,ARI,,NYM,3:29,N,,ARI
15,2022-04-23,ARI,,NYM,3:19,N,,ARI
16,2022-04-24,ARI,,NYM,2:56,D,,ARI
17,2022-04-25,ARI,,LAD,2:33,N,,ARI
18,2022-04-26,ARI,,LAD,2:53,N,,ARI
19,2022-04-27,ARI,,LAD,2:36,D,,ARI
20,2022-04-28,ARI,@,STL,3:01,N,,STL
21,2022-04-29,ARI,@,STL,3:24,N,,STL
22,2022-04-30,ARI,@,STL,2:38,D,,STL
23,2022-05-01,ARI,@,STL,3:14,D,,STL
24,2022-05-02,ARI,@,MIA,3:27,N,,MIA
25,2022-05-03,ARI,@,MIA,3:24,N,,MIA
26,2022-05-04,ARI,@,MIA,3:25,D,,MIA
27,2022-05-06,ARI,,COL,2:47,N,,ARI
28,2022-05-07,ARI,,COL,3:19,N,,ARI
29,2022-05-08,ARI,,COL,2:44,D,,ARI
30,2022-05-09,ARI,,MIA,2:50,N,,ARI
31,2022-05-10,ARI,,MIA,3:17,N,,ARI
32,2022-05-11,ARI,,MIA,2:58,D,,ARI
33,2022-05-13,ARI,,CHC,2:56,N,,ARI
34,2022-05-14,ARI,,CHC,3:22,N,,ARI
35,2022-05-15,ARI,,CHC,3:05,D,,ARI
36,2022-05-16,ARI,@,LAD,2:56,N,,LAD
37,2022-05-17,ARI,@,LAD,3:10,D,,LAD
38,2022-05-17,ARI,@,LAD,2:45,N,,LAD
39,2022-05-18,ARI,@,LAD,3:01,D,,LAD
40,2022-05-19,ARI,@,CHC,3:10,N,,CHC
41,2022-05-20,ARI,@,CHC,3:06,D,,CHC
42,2022-05-21,ARI,@,CHC,3:42,D,,CHC
43,2022-05-22,ARI,@,CHC,2:43,D,,CHC
44,2022-05-23,ARI,,KCR,3:36,N,,ARI
45,2022-05-24,ARI,,KCR,3:09,N,,ARI
46,2022-05-26,ARI,,LAD,3:21,N,,ARI
47,2022-05-27,ARI,,LAD,3:11,N,,ARI
48,2022-05-28,ARI,,LAD,3:12,D,,ARI
49,2022-05-29,ARI,,LAD,2:47,D,,ARI
50,2022-05-30,ARI,,ATL,2:53,N,,ARI
51,2022-05-31,ARI,,ATL,3:35,N,,ARI
52,2022-06-01,ARI,,ATL,2:59,D,,ARI
53,2022-06-03,ARI,@,PIT,3:15,N,,PIT
54,2022-06-04,ARI,@,PIT,2:46,D,,PIT
55,2022-06-05,ARI,@,PIT,2:56,D,,PIT
56,2022-06-06,ARI,@,CIN,2:13,N,,CIN
57,2022-06-07,ARI,@,CIN,3:12,N,,CIN
58,2022-06-08,ARI,@,CIN,3:18,N,,CIN
59,2022-06-09,ARI,@,CIN,3:29,D,,CIN
60,2022-06-10,ARI,@,PHI,3:24,N,,PHI
61,2022-06-11,ARI,@,PHI,2:56,D,,PHI
62,2022-06-12,ARI,@,PHI,3:50,D,,PHI
63,2022-06-13,ARI,,CIN,3:20,N,,ARI
64,2022-06-14,ARI,,CIN,3:41,N,,ARI
65,2022-06-15,ARI,,CIN,2:50,D,,ARI
66,2022-06-17,ARI,,MIN,2:40,N,,ARI
67,2022-06-18,ARI,,MIN,2:40,N,,ARI
68,2022-06-19,ARI,,MIN,2:51,D,,ARI
69,2022-06-20,ARI,@,SDP,2:36,N,,SDP
70,2022-06-21,ARI,@,SDP,3:55,N,,SDP
71,2022-06-22,ARI,@,SDP,3:33,D,,SDP
72,2022-06-24,ARI,,DET,2:46,N,,ARI
73,2022-06-25,ARI,,DET,2:54,N,,ARI
74,2022-06-26,ARI,,DET,3:36,D,,ARI
75,2022-06-28,ARI,,SDP,3:38,N,,ARI
76,2022-06-29,ARI,,SDP,3:12,D,,ARI
77,2022-07-01,ARI,@,COL,2:42,N,,COL
78,2022-07-02,ARI,@,COL,2:47,N,,COL
79,2022-07-03,ARI,@,COL,3:09,D,,COL
80,2022-07-04,ARI,,SFG,3:13,D,,ARI
81,2022-07-05,ARI,,SFG,3:07,N,,ARI
82,2022-07-06,ARI,,SFG,3:23,N,,ARI
83,2022-07-07,ARI,,COL,2:57,N,,ARI
84,2022-07-08,ARI,,COL,3:28,N,,ARI
85,2022-07-09,ARI,,COL,3:03,D,,ARI
86,2022-07-10,ARI,,COL,2:43,D,,ARI
87,2022-07-11,ARI,@,SFG,3:46,N,,SFG
88,2022-07-12,ARI,@,SFG,2:45,N,,SFG
89,2022-07-13,ARI,@,SFG,3:05,D,,SFG
90,2022-07-15,ARI,@,SDP,3:04,N,,SDP
91,2022-07-16,ARI,@,SDP,3:02,N,,SDP
92,2022-07-17,ARI,@,SDP,3:20,D,,SDP
93,2022-07-22,ARI,,WSN,2:46,N,,ARI
94,2022-07-23,ARI,,WSN,2:44,N,,ARI
95,2022-07-24,ARI,,WSN,3:44,D,,ARI
96,2022-07-25,ARI,,SFG,2:43,N,,ARI
97,2022-07-26,ARI,,SFG,3:10,N,,ARI
98,2022-07-27,ARI,,SFG,3:03,D,,ARI
99,2022-07-29,ARI,@,ATL,2:40,N,,ATL
100,2022-07-30,ARI,@,ATL,2:51,N,,ATL
101,2022-07-31,ARI,@,ATL,2:52,D,,ATL
102,2022-08-01,ARI,@,CLE,3:42,N,,CLE
103,2022-08-02,ARI,@,CLE,2:50,N,,CLE
104,2022-08-03,ARI,@,CLE,3:03,D,,CLE
105,2022-08-05,ARI,,COL,3:02,N,,ARI
106,2022-08-06,ARI,,COL,2:33,N,,ARI
107,2022-08-07,ARI,,COL,3:17,D,,ARI
108,2022-08-08,ARI,,PIT,2:36,N,,ARI
109,2022-08-09,ARI,,PIT,3:00,N,,ARI
110,2022-08-10,ARI,,PIT,3:12,N,,ARI
111,2022-08-11,ARI,,PIT,3:20,D,,ARI
112,2022-08-12,ARI,@,COL,2:33,N,,COL
113,2022-08-13,ARI,@,COL,2:47,N,,COL
114,2022-08-14,ARI,@,COL,3:08,D,,COL
115,2022-08-15,ARI,@,SFG,3:00,N,,SFG
