Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
116,2022-08-16,ARI,@,SFG,2:46,N,,SFG
117,2022-08-17,ARI,@,SFG,3:07,N,,SFG
118,2022-08-18,ARI,@,SFG,2:55,D,,SFG
119,2022-08-19,ARI,,STL,2:52,N,,ARI
120,2022-08-20,ARI,,STL,3:43,N,,ARI
121,2022-08-21,ARI,,STL,3:35,D,,ARI
122,2022-08-23,ARI,@,KCR,3:29,N,,KCR
123,2022-08-24,ARI,@,KCR,2:59,N,,KCR
124,2022-08-26,ARI,@,CHW,2:40,N,,CHW
125,2022-08-27,ARI,@,CHW,3:32,N,,CHW
126,2022-08-28,ARI,@,CHW,2:50,D,,CHW
127,2022-08-29,ARI,,PHI,3:35,N,,ARI
128,2022-08-30,ARI,,PHI,2:59,N,,ARI
129,2022-08-31,ARI,,PHI,3:26,N,,ARI
130,2022-09-01,ARI,,MIL,2:28,N,,ARI
131,2022-09-02,ARI,,MIL,2:51,N,,ARI
132,2022-09-03,ARI,,MIL,4:12,N,,ARI
133,2022-09-04,ARI,,MIL,2:39,D,,ARI
134,2022-09-05,ARI,@,SDP,2:51,D,,SDP
135,2022-09-06,ARI,@,SDP,3:13,N,,SDP
136,2022-09-07,ARI,@,SDP,3:03,N,,SDP
137,2022-09-09,ARI,@,COL,3:05,N,,COL
138,2022-09-10,ARI,@,COL,3:01,N,,COL
139,2022-09-11,ARI,@,COL,3:46,D,,COL
140,2022-09-12,ARI,,LAD,2:37,N,,ARI
141,2022-09-13,ARI,,LAD,2:54,N,,ARI
142,2022-09-14,ARI,,LAD,3:18,N,,ARI
143,2022-09-15,ARI,,SDP,2:38,N,,ARI
144,2022-09-16,ARI,,SDP,2:58,N,,ARI
145,2022-09-17,ARI,,SDP,2:51,N,,ARI
146,2022-09-18,ARI,,SDP,3:03,D,,ARI
147,2022-09-19,ARI,@,LAD,2:46,N,,LAD
148,2022-09-20,ARI,@,LAD,3:30,D,,LAD
149,2022-09-20,ARI,@,LAD,2:49,N,,LAD
150,2022-09-21,ARI,@,LAD,2:53,N,,LAD
151,2022-09-22,ARI,@,LAD,3:05,N,,LAD
152,2022-09-23,ARI,,SFG,3:37,N,,ARI
153,2022-09-24,ARI,,SFG,2:37,N,,ARI
154,2022-09-25,ARI,,SFG,3:19,D,,ARI
155,2022-09-27,ARI,@,HOU,3:28,N,,HOU
156,2022-09-28,ARI,@,HOU,3:29,N,,HOU
157,2022-09-30,ARI,@,SFG,2:59,N,,SFG
158,2022-10-01,ARI,@,SFG,3:10,D,,SFG
159,2022-10-02,ARI,@,SFG,3:36,D,,SFG
160,2022-10-03,ARI,@,MIL,3:19,N,,MIL
161,2022-10-04,ARI,@,MIL,3:02,N,,MIL
162,2022-10-05,ARI,@,MIL,2:43,D,,MIL
