Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
1,2024-03-28,NYY,@,HOU,2:41,D,,HOU
2,2024-03-29,NYY,@,HOU,3:17,N,,HOU
3,2024-03-30,NYY,@,HOU,2:54,N,,HOU
4,2024-03-31,NYY,@,HOU,2:56,D,,HOU
5,2024-04-01,NYY,@,ARI,2:59,N,,ARI
6,2024-04-02,NYY,@,ARI,2:27,N,,ARI
7,2024-04-03,NYY,@,ARI,3:04,D,,ARI
8,2024-04-05,NYY,,TOR,2:54,D,,NYY
9,2024-04-06,NYY,,TOR,3:20,N,,NYY
10,2024-04-07,NYY,,TOR,3:10,D,,NYY
11,2024-04-08,NYY,,MIA,2:01,N,,NYY
12,2024-04-09,NYY,,MIA,2:35,N,,NYY
13,2024-04-10,NYY,,MIA,2:50,N,,NYY
14,2024-04-13,NYY,@,CLE,2:57,D,,CLE
15,2024-04-13,NYY,@,CLE,2:28,N,,CLE
16,2024-04-14,NYY,@,CLE,3:08,D,,CLE
17,2024-04-15,NYY,@,TOR,2:23,N,,TOR
18,2024-04-16,NYY,@,TOR,2:56,N,,TOR
19,2024-04-17,NYY,@,TOR,3:10,D,,TOR
20,2024-04-19,NYY,,TBR,2:40,N,,NYY
21,2024-04-20,NYY,,TBR,2:25,D,,NYY
22,2024-04-21,NYY,,TBR,2:42,D,,NYY
23,2024-04-22,NYY,,OAK,2:32,D,,NYY
24,2024-04-23,NYY,,OAK,2:29,N,,NYY
25,2024-04-24,NYY,,OAK,2:33,N,,NYY
26,2024-04-25,NYY,,OAK,2:24,N,,NYY
27,2024-04-26,NYY,@,MIL,3:11,N,,MIL
28,2024-04-27,NYY,@,MIL,2:45,N,,MIL
29,2024-04-28,NYY,@,MIL,3:21,D,,MIL
30,2024-04-29,NYY,@,BAL,2:30,N,,BAL
31,2024-04-30,NYY,@,BAL,2:19,N,,BAL
32,2024-05-01,NYY,@,BAL,2:29,N,,BAL
33,2024-05-02,NYY,@,BAL,2:39,D,,BAL
34,2024-05-03,NYY,,DET,2:44,N,,NYY
35,2024-05-04,NYY,,DET,2:34,D,,NYY
36,2024-05-05,NYY,,DET,2:40,D,,NYY
37,2024-05-07,NYY,,HOU,2:46,N,,NYY
38,2024-05-08,NYY,,HOU,2:35,N,,NYY
39,2024-05-09,NYY,,HOU,2:55,N,,NYY
40,2024-05-10,NYY,@,TBR,2:39,N,,TBR
41,2024-05-11,NYY,@,TBR,2:27,D,,TBR
42,2024-05-12,NYY,@,TBR,2:56,D,,TBR
43,2024-05-14,NYY,@,MIN,2:38,N,,MIN
44,2024-05-15,NYY,@,MIN,2:38,N,,MIN
45,2024-05-16,NYY,@,MIN,2:15,D,,MIN
46,2024-05-17,NYY,,CHW,2:32,N,,NYY
47,2024-05-18,NYY,,CHW,2:29,D,,NYY
48,2024-05-19,NYY,,CHW,2:33,D,,NYY
49,2024-05-20,NYY,,SEA,2:34,N,,NYY
50,2024-05-21,NYY,,SEA,2:58,N,,NYY
51,2024-05-22,NYY,,SEA,2:43,N,,NYY
52,2024-05-23,NYY,,SEA,2:43,D,,NYY
53,2024-05-24,NYY,@,SDP,2:31,N,,SDP
54,2024-05-25,NYY,@,SDP,2:35,N,,SDP
55,2024-05-26,NYY,@,SDP,2:56,D,,SDP
56,2024-05-28,NYY,@,LAA,2:25,N,,LAA
57,2024-05-29,NYY,@,LAA,2:23,N,,LAA
58,2024-05-30,NYY,@,LAA,2:41,N,,LAA
59,2024-05-31,NYY,@,SFG,2:24,N,,SFG
60,2024-06-01,NYY,@,SFG,2:22,N,,SFG
61,2024-06-02,NYY,@,SFG,2:55,D,,SFG
62,2024-06-04,NYY,,MIN,2:22,N,,NYY
63,2024-06-05,NYY,,MIN,2:36,N,,NYY
64,2024-06-06,NYY,,MIN,3:08,N,,NYY
65,2024-06-07,NYY,,LAD,3:21,N,,NYY
66,2024-06-08,NYY,,LAD,3:17,N,,NYY
67,2024-06-09,NYY,,LAD,2:44,N,,NYY
68,2024-06-10,NYY,@,KCR,2:22,N,,KCR
69,2024-06-11,NYY,@,KCR,2:38,N,,KCR
70,2024-06-12,NYY,@,KCR,2:46,N,,KCR
71,2024-06-13,NYY,@,KCR,2:33,D,,KCR
72,2024-06-14,NYY,@,BOS,3:02,N,,BOS
73,2024-06-15,NYY,@,BOS,3:08,N,,BOS
74,2024-06-16,NYY,@,BOS,3:06,N,,BOS
75,2024-06-18,NYY,,BAL,2:53,N,,NYY
76,2024-06-19,NYY,,BAL,3:40,N,,NYY
77,2024-06-20,NYY,,BAL,3:00,D,,NYY
78,2024-06-21,NYY,,ATL,2:57,N,,NYY
79,2024-06-22,NYY,,ATL,2:36,N,,NYY
80,2024-06-23,NYY,,ATL,2:14,D,,NYY
81,2024-06-25,NYY,@,NYM,3:05,N,,NYM
82,2024-06-26,NYY,@,NYM,3:05,N,,NYM
83,2024-06-27,NYY,@,TOR,2:32,N,,TOR
84,2024-06-28,NYY,@,TOR,3:08,N,,TOR
85,2024-06-29,NYY,@,TOR,2:51,D,,TOR
86,2024-06-30,NYY,@,TOR,2:54,D,,TOR
87,2024-07-02,NYY,,CIN,2:43,N,,NYY
88,2024-07-03,NYY,,CIN,2:37,N,,NYY
89,2024-07-04,NYY,,CIN,2:56,D,,NYY
90,2024-07-05,NYY,,BOS,2:49,N,,NYY
91,2024-07-06,NYY,,BOS,2:57,D,,NYY
92,2024-07-07,NYY,,BOS,2:23,N,,NYY
93,2024-07-09,NYY,@,TBR,2:34,N,,TBR
94,2024-07-10,NYY,@,TBR,2:49,N,,TBR
95,2024-07-11,NYY,@,TBR,2:57,N,,TBR
96,2024-07-12,NYY,@,BAL,3:02,N,,BAL
97,2024-07-13,NYY,@,BAL,2:35,D,,BAL
98,2024-07-14,NYY,@,BAL,3:21,D,,BAL
99,2024-07-19,NYY,,TBR,2:39,N,,NYY
100,2024-07-20,NYY,,TBR,2:40,D,,NYY
101,2024-07-21,NYY,,TBR,3:01,D,,NYY
102,2024-07-22,NYY,,TBR,2:41,D,,NYY
103,2024-07-23,NYY,,NYM,3:13,N,,NYY
104,2024-07-24,NYY,,NYM,3:18,N,,NYY
105,2024-07-26,NYY,@,BOS,3:08,N,,BOS
106,2024-07-27,NYY,@,BOS,3:38,N,,BOS
107,2024-07-28,NYY,@,BOS,2:59,N,,BOS
108,2024-07-29,NYY,@,PHI,2:52,N,,PHI
109,2024-07-30,NYY,@,PHI,3:51,N,,PHI
110,2024-07-31,NYY,@,PHI,2:45,D,,PHI
111,2024-08-02,NYY,,TOR,3:04,N,,NYY
112,2024-08-03,NYY,,TOR,2:51,D,,NYY
113,2024-08-04,NYY,,TOR,3:36,D,,NYY
114,2024-08-07,NYY,,LAA,2:50,N,,NYY
115,2024-08-07,NYY,,LAA,2:44,N,,NYY
116,2024-08-08,NYY,,LAA,2:58,N,,NYY
117,2024-08-10,NYY,,TEX,2:57,D,,NYY
118,2024-08-10,NYY,,TEX,2:47,D,,NYY
119,2024-08-11,NYY,,TEX,3:15,D,,NYY
120,2024-08-12,NYY,@,CHW,3:00,N,,CHW
121,2024-08-13,NYY,@,CHW,2:40,N,,CHW
122,2024-08-14,NYY,@,CHW,2:59,N,,CHW
123,2024-08-16,NYY,@,DET,2:27,N,,DET
124,2024-08-17,NYY,@,DET,2:39,D,,DET
125,2024-08-18,NYY,@,DET,2:42,N,,DET
126,2024-08-20,NYY,,CLE,4:05,N,,NYY
127,2024-08-21,NYY,,CLE,2:20,N,,NYY
128,2024-08-22,NYY,,CLE,2:52,D,,NYY
129,2024-08-23,NYY,,COL,2:23,N,,NYY
130,2024-08-24,NYY,,COL,3:00,D,,NYY
131,2024-08-25,NYY,,COL,2:55,D,,NYY
132,2024-08-26,NYY,@,WSN,2:46,N,,WSN
133,2024-08-27,NYY,@,WSN,2:31,N,,WSN
134,2024-08-28,NYY,@,WSN,2:47,N,,WSN
135,2024-08-30,NYY,,STL,2:25,N,,NYY
136,2024-08-31,NYY,,STL,2:37,D,,NYY
137,2024-09-01,NYY,,STL,3:21,D,,NYY
138,2024-09-02,NYY,@,TEX,2:47,N,,TEX
139,2024-09-03,NYY,@,TEX,3:03,N,,TEX
140,2024-09-04,NYY,@,TEX,3:11,N,,TEX
141,2024-09-06,NYY,@,CHC,2:42,D,,CHC
142,2024-09-07,NYY,@,CHC,2:34,D,,CHC
143,2024-09-08,NYY,@,CHC,2:18,D,,CHC
