Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
1,2022-04-07,LAA,,HOU,3:15,N,,LAA
2,2022-04-08,LAA,,HOU,3:44,N,,LAA
3,2022-04-09,LAA,,HOU,3:02,N,,LAA
4,2022-04-10,LAA,,HOU,3:15,D,,LAA
5,2022-04-11,LAA,,MIA,2:42,N,,LAA
6,2022-04-12,LAA,,MIA,2:59,D,,LAA
7,2022-04-14,LAA,@,TEX,3:30,N,,TEX
8,2022-04-15,LAA,@,TEX,3:32,N,,TEX
9,2022-04-16,LAA,@,TEX,3:10,N,,TEX
10,2022-04-17,LAA,@,TEX,3:25,D,,TEX
11,2022-04-18,LAA,@,HOU,3:22,N,,HOU
12,2022-04-19,LAA,@,HOU,3:36,N,,HOU
13,2022-04-20,LAA,@,HOU,3:08,N,,HOU
14,2022-04-22,LAA,,BAL,2:55,N,,LAA
15,2022-04-23,LAA,,BAL,3:11,N,,LAA
16,2022-04-24,LAA,,BAL,3:42,D,,LAA
17,2022-04-25,LAA,,CLE,2:22,N,,LAA
18,2022-04-26,LAA,,CLE,2:34,N,,LAA
19,2022-04-27,LAA,,CLE,3:12,N,,LAA
20,2022-04-28,LAA,,CLE,2:35,D,,LAA
21,2022-04-29,LAA,@,CHW,3:19,N,,CHW
22,2022-04-30,LAA,@,CHW,2:55,D,,CHW
23,2022-05-01,LAA,@,CHW,3:15,D,,CHW
24,2022-05-02,LAA,@,CHW,2:39,D,,CHW
25,2022-05-03,LAA,@,BOS,2:23,N,,BOS
26,2022-05-04,LAA,@,BOS,3:42,N,,BOS
27,2022-05-05,LAA,@,BOS,2:55,D,,BOS
28,2022-05-06,LAA,,WSN,2:28,N,,LAA
29,2022-05-07,LAA,,WSN,3:02,N,,LAA
30,2022-05-08,LAA,,WSN,3:26,D,,LAA
31,2022-05-09,LAA,,TBR,3:02,N,,LAA
32,2022-05-10,LAA,,TBR,2:19,N,,LAA
33,2022-05-11,LAA,,TBR,3:17,D,,LAA
34,2022-05-13,LAA,@,OAK,2:30,N,,OAK
35,2022-05-14,LAA,@,OAK,3:18,D,,OAK
36,2022-05-14,LAA,@,OAK,2:47,N,,OAK
37,2022-05-15,LAA,@,OAK,3:29,D,,OAK
38,2022-05-16,LAA,@,TEX,2:51,N,,TEX
39,2022-05-17,LAA,@,TEX,3:58,N,,TEX
40,2022-05-18,LAA,@,TEX,3:23,N,,TEX
41,2022-05-20,LAA,,OAK,3:24,N,,LAA
42,2022-05-21,LAA,,OAK,3:12,N,,LAA
43,2022-05-22,LAA,,OAK,2:49,D,,LAA
44,2022-05-24,LAA,,TEX,2:30,N,,LAA
45,2022-05-25,LAA,,TEX,2:49,N,,LAA
46,2022-05-26,LAA,,TOR,2:56,N,,LAA
47,2022-05-27,LAA,,TOR,3:05,N,,LAA
48,2022-05-28,LAA,,TOR,3:45,N,,LAA
49,2022-05-29,LAA,,TOR,4:13,D,,LAA
50,2022-05-31,LAA,@,NYY,2:54,N,,NYY
51,2022-06-02,LAA,@,NYY,3:07,D,2022-06-01 (Rain),NYY
52,2022-06-02,LAA,@,NYY,3:08,N,,NYY
53,2022-06-03,LAA,@,PHI,2:41,N,,PHI
54,2022-06-04,LAA,@,PHI,3:05,N,,PHI
55,2022-06-05,LAA,@,PHI,3:57,D,,PHI
56,2022-06-06,LAA,,BOS,2:32,N,,LAA
57,2022-06-07,LAA,,BOS,3:56,N,,LAA
58,2022-06-08,LAA,,BOS,3:09,N,,LAA
59,2022-06-09,LAA,,BOS,3:09,N,,LAA
60,2022-06-10,LAA,,NYM,3:21,N,,LAA
61,2022-06-11,LAA,,NYM,3:21,N,,LAA
62,2022-06-12,LAA,,NYM,3:11,D,,LAA
63,2022-06-14,LAA,@,LAD,2:58,N,,LAD
64,2022-06-15,LAA,@,LAD,2:50,N,,LAD
65,2022-06-16,LAA,@,SEA,2:53,N,,SEA
66,2022-06-17,LAA,@,SEA,2:37,N,,SEA
67,2022-06-18,LAA,@,SEA,3:24,D,,SEA
68,2022-06-18,LAA,@,SEA,2:57,N,,SEA
69,2022-06-19,LAA,@,SEA,2:44,D,,SEA
70,2022-06-20,LAA,,KCR,2:58,N,,LAA
71,2022-06-21,LAA,,KCR,4:14,N,,LAA
72,2022-06-22,LAA,,KCR,3:04,N,,LAA
73,2022-06-24,LAA,,SEA,3:41,N,,LAA
74,2022-06-25,LAA,,SEA,3:22,N,,LAA
75,2022-06-26,LAA,,SEA,3:04,D,,LAA
76,2022-06-27,LAA,,CHW,2:42,N,,LAA
77,2022-06-28,LAA,,CHW,3:16,N,,LAA
78,2022-06-29,LAA,,CHW,3:21,N,,LAA
79,2022-07-01,LAA,@,HOU,2:45,N,,HOU
80,2022-07-02,LAA,@,HOU,2:51,D,,HOU
81,2022-07-03,LAA,@,HOU,3:23,D,,HOU
