Gm#,Date,Tm,@,Opp,away,lag,seg_start,seg
1,2024-03-20,LAD,@,SDP,1,,True,1.0
2,2024-03-21,LAD,,SDP,0,1.0,True,2.0
3,2024-03-28,LAD,,STL,0,0.0,False,2.0
4,2024-03-29,LAD,,STL,0,0.0,False,2.0
5,2024-03-30,LAD,,STL,0,0.0,False,2.0
6,2024-03-31,LAD,,STL,0,0.0,False,2.0
7,2024-04-01,LAD,,SFG,0,0.0,False,2.0
8,2024-04-02,LAD,,SFG,0,0.0,False,2.0
9,2024-04-03,LAD,,SFG,0,0.0,False,2.0
10,2024-04-05,LAD,@,CHC,1,0.0,True,3.0
11,2024-04-06,LAD,@,CHC,1,1.0,False,3.0
12,2024-04-07,LAD,@,CHC,1,1.0,False,3.0
13,2024-04-08,LAD,@,MIN,1,1.0,False,3.0
14,2024-04-09,LAD,@,MIN,1,1.0,False,3.0
15,2024-04-10,LAD,@,MIN,1,1.0,False,3.0
16,2024-04-12,LAD,,SDP,0,1.0,True,4.0
17,2024-04-13,LAD,,SDP,0,0.0,False,4.0
18,2024-04-14,LAD,,SDP,0,0.0,False,4.0
19,2024-04-15,LAD,,WSN,0,0.0,False,4.0
20,2024-04-16,LAD,,WSN,0,0.0,False,4.0
21,2024-04-17,LAD,,WSN,0,0.0,False,4.0
22,2024-04-19,LAD,,NYM,0,0.0,False,4.0
23,2024-04-20,LAD,,NYM,0,0.0,False,4.0
24,2024-04-21,LAD,,NYM,0,0.0,False,4.0
25,2024-04-23,LAD,@,WSN,1,0.0,True,5.0
26,2024-04-24,LAD,@,WSN,1,1.0,False,5.0
27,2024-04-25,LAD,@,WSN,1,1.0,False,5.0
28,2024-04-26,LAD,@,TOR,1,1.0,False,5.0
29,2024-04-27,LAD,@,TOR,1,1.0,False,5.0
30,2024-04-28,LAD,@,TOR,1,1.0,False,5.0
31,2024-04-29,LAD,@,ARI,1,1.0,False,5.0
32,2024-04-30,LAD,@,ARI,1,1.0,False,5.0
33,2024-05-01,LAD,@,ARI,1,1.0,False,5.0
34,2024-05-03,LAD,,ATL,0,1.0,True,6.0
35,2024-05-04,LAD,,ATL,0,0.0,False,6.0
