Gm#,Date,Tm,@,Opp,away,lag,seg_start,seg
1,2024-03-29,PHI,,ATL,0,,True,1.0
2,2024-03-30,PHI,,ATL,0,0.0,False,1.0
3,2024-03-31,PHI,,ATL,0,0.0,False,1.0
4,2024-04-01,PHI,,CIN,0,0.0,False,1.0
5,2024-04-02,PHI,,CIN,0,0.0,False,1.0
6,2024-04-03,PHI,,CIN,0,0.0,False,1.0
7,2024-04-05,PHI,@,WSN,1,0.0,True,2.0
8,2024-04-06,PHI,@,WSN,1,1.0,False,2.0
9,2024-04-07,PHI,@,WSN,1,1.0,False,2.0
10,2024-04-08,PHI,@,STL,1,1.0,False,2.0
11,2024-04-09,PHI,@,STL,1,1.0,False,2.0
12,2024-04-10,PHI,@,STL,1,1.0,False,2.0
13,2024-04-11,PHI,,PIT,0,1.0,True,3.0
14,2024-04-12,PHI,,PIT,0,0.0,False,3.0
15,2024-04-13,PHI,,PIT,0,0.0,False,3.0
16,2024-04-14,PHI,,PIT,0,0.0,False,3.0
17,2024-04-15,PHI,,COL,0,0.0,False,3.0
18,2024-04-16,PHI,,COL,0,0.0,False,3.0
19,2024-04-17,PHI,,COL,0,0.0,False,3.0
20,2024-04-19,PHI,,CHW,0,0.0,False,3.0
21,2024-04-20,PHI,,CHW,0,0.0,False,3.0
22,2024-04-21,PHI,,CHW,0,0.0,False,3.0
23,2024-04-22,PHI,@,CIN,1,0.0,True,4.0
24,2024-04-23,PHI,@,CIN,1,1.0,False,4.0
25,2024-04-24,PHI,@,CIN,1,1.0,False,4.0
26,2024-04-25,PHI,@,CIN,1,1.0,False,4.0
27,2024-04-26,PHI,@,SDP,1,1.0,False,4.0
28,2024-04-27,PHI,@,SDP,1,1.0,False,4.0
29,2024-04-28,PHI,@,SDP,1,1.0,False,4.0
30,2024-04-29,PHI,@,LAA,1,1.0,False,4.0
31,2024-04-30,PHI,@,LAA,1,1.0,False,4.0
32,2024-05-01,PHI,@,LAA,1,1.0,False,4.0
33,2024-05-03,PHI,,SFG,0,1.0,True,5.0
34,2024-05-04,PHI,,SFG,0,0.0,False,5.0
