Gm#,Date,Tm,@,Opp,last_opp,new_series,series
1,2024-03-28,ARI,,COL,,True,1.0
2,2024-03-29,ARI,,COL,COL,False,1.0
3,2024-03-30,ARI,,COL,COL,False,1.0
4,2024-03-31,ARI,,COL,COL,False,1.0
5,2024-04-01,ARI,,NYY,COL,True,2.0
6,2024-04-02,ARI,,NYY,NYY,False,2.0
7,2024-04-03,ARI,,NYY,NYY,False,2.0
8,2024-04-05,ARI,@,ATL,NYY,True,3.0
9,2024-04-06,ARI,@,ATL,ATL,False,3.0
10,2024-04-07,ARI,@,ATL,ATL,False,3.0
11,2024-04-08,ARI,@,COL,ATL,True,4.0
12,2024-04-09,ARI,@,COL,COL,False,4.0
13,2024-04-10,ARI,@,COL,COL,False,4.0
14,2024-04-12,ARI,,STL,COL,True,5.0
15,2024-04-13,ARI,,STL,STL,False,5.0
16,2024-04-14,ARI,,STL,STL,False,5.0
17,2024-04-15,ARI,,CHC,STL,True,6.0
18,2024-04-16,ARI,,CHC,CHC,False,6.0
19,2024-04-17,ARI,,CHC,CHC,False,6.0
20,2024-04-18,ARI,@,SFG,CHC,True,7.0
21,2024-04-19,ARI,@,SFG,SFG,False,7.0
22,2024-04-20,ARI,@,SFG,SFG,False,7.0
23,2024-04-21,ARI,@,SFG,SFG,False,7.0
24,2024-04-22,ARI,@,STL,SFG,True,8.0
25,2024-04-23,ARI,@,STL,STL,False,8.0
26,2024-04-24,ARI,@,STL,STL,False,8.0
27,2024-04-26,ARI,@,SEA,STL,True,9.0
28,2024-04-27,ARI,@,SEA,SEA,False,9.0
29,2024-04-28,ARI,@,SEA,SEA,False,9.0
30,2024-04-29,ARI,,LAD,SEA,True,10.0
31,2024-04-30,ARI,,LAD,LAD,False,10.0
32,2024-05-01,ARI,,LAD,LAD,False,10.0
33,2024-05-03,ARI,,SDP,LAD,True,11.0
34,2024-05-04,ARI,,SDP,SDP,False,11.0
35,2024-05-05,ARI,,SDP,SDP,False,11.0
36,2024-05-07,ARI,@,CIN,SDP,True,12.0
37,2024-05-08,ARI,@,CIN,CIN,False,12.0
38,2024-05-09,ARI,@,CIN,CIN,False,12.0
39,2024-05-10,ARI,@,BAL,CIN,True,13.0
40,2024-05-11,ARI,@,BAL,BAL,False,13.0
41,2024-05-12,ARI,@,BAL,BAL,False,13.0
42,2024-05-13,ARI,,CIN,BAL,True,14.0
43,2024-05-14,ARI,,CIN,CIN,False,14.0
44,2024-05-15,ARI,,CIN,CIN,False,14.0
45,2024-05-17,ARI,,DET,CIN,True,15.0
46,2024-05-18,ARI,,DET,DET,False,15.0
47,2024-05-19,ARI,,DET,DET,False,15.0
48,2024-05-20,ARI,@,LAD,DET,True,16.0
49,2024-05-21,ARI,@,LAD,LAD,False,16.0
50,2024-05-22,ARI,@,LAD,LAD,False,16.0
51,2024-05-24,ARI,,MIA,LAD,True,17.0
52,2024-05-25,ARI,,MIA,MIA,False,17.0
53,2024-05-26,ARI,,MIA,MIA,False,17.0
54,2024-05-28,ARI,@,TEX,MIA,True,18.0
55,2024-05-29,ARI,@,TEX,TEX,False,18.0
56,2024-05-30,ARI,@,NYM,TEX,True,19.0
57,2024-05-31,ARI,@,NYM,NYM,False,19.0
58,2024-06-01,ARI,@,NYM,NYM,False,19.0
59,2024-06-02,ARI,@,NYM,NYM,False,19.0
60,2024-06-03,ARI,,SFG,NYM,True,20.0
61,2024-06-04,ARI,,SFG,SFG,False,20.0
62,2024-06-05,ARI,,SFG,SFG,False,20.0
63,2024-06-06,ARI,@,SDP,SFG,True,21.0
64,2024-06-07,ARI,@,SDP,SDP,False,21.0
65,2024-06-08,ARI,@,SDP,SDP,False,21.0
66,2024-06-09,ARI,@,SDP,SDP,False,21.0
67,2024-06-11,ARI,,LAA,SDP,True,22.0
68,2024-06-12,ARI,,LAA,LAA,False,22.0
69,2024-06-13,ARI,,LAA,LAA,False,22.0
70,2024-06-14,ARI,,CHW,LAA,True,23.0
71,2024-06-15,ARI,,CHW,CHW,False,23.0
72,2024-06-16,ARI,,CHW,CHW,False,23.0
73,2024-06-18,ARI,@,WSN,CHW,True,24.0
74,2024-06-19,ARI,@,WSN,WSN,False,24.0
75,2024-06-20,ARI,@,WSN,WSN,False,24.0
76,2024-06-21,ARI,@,PHI,WSN,True,25.0
77,2024-06-22,ARI,@,PHI,PHI,False,25.0
78,2024-06-23,ARI,@,PHI,PHI,False,25.0
79,2024-06-25,ARI,,MIN,PHI,True,26.0
80,2024-06-26,ARI,,MIN,MIN,False,26.0
81,2024-06-27,ARI,,MIN,MIN,False,26.0
82,2024-06-28,ARI,,OAK,MIN,True,27.0
83,2024-06-29,ARI,,OAK,OAK,False,27.0
84,2024-06-30,ARI,,OAK,OAK,False,27.0
85,2024-07-02,ARI,@,LAD,OAK,True,28.0
86,2024-07-03,ARI,@,LAD,LAD,False,28.0
87,2024-07-04,ARI,@,LAD,LAD,False,28.0
88,2024-07-05,ARI,@,SDP,LAD,True,29.0
89,2024-07-06,ARI,@,SDP,SDP,False,29.0
90,2024-07-07,ARI,@,SDP,SDP,False,29.0
91,2024-07-08,ARI,,ATL,SDP,True,30.0
92,2024-07-09,ARI,,ATL,ATL,False,30.0
93,2024-07-10,ARI,,ATL,ATL,False,30.0
94,2024-07-11,ARI,,ATL,ATL,False,30.0
95,2024-07-12,ARI,,TOR,ATL,True,31.0
96,2024-07-13,ARI,,TOR,TOR,False,31.0
97,2024-07-14,ARI,,TOR,TOR,False,31.0
98,2024-07-19,ARI,@,CHC,TOR,True,32.0
99,2024-07-20,ARI,@,CHC,CHC,False,32.0
100,2024-07-21,ARI,@,CHC,CHC,False,32.0
101,2024-07-22,ARI,@,KCR,CHC,True,33.0
102,2024-07-23,ARI,@,KCR,KCR,False,33.0
103,2024-07-24,ARI,@,KCR,KCR,False,33.0
104,2024-07-26,ARI,,PIT,KCR,True,34.0
105,2024-07-27,ARI,,PIT,PIT,False,34.0
106,2024-07-28,ARI,,PIT,PIT,False,34.0
107,2024-07-29,ARI,,WSN,PIT,True,35.0
108,2024-07-30,ARI,,WSN,WSN,False,35.0
109,2024-07-31,ARI,,WSN,WSN,False,35.0
110,2024-08-02,ARI,@,PIT,WSN,True,36.0
111,2024-08-03,ARI,@,PIT,PIT,False,36.0
112,2024-08-04,ARI,@,PIT,PIT,False,36.0
113,2024-08-05,ARI,@,CLE,PIT,True,37.0
114,2024-08-07,ARI,@,CLE,CLE,False,37.0
115,2024-08-07,ARI,@,CLE,CLE,False,37.0
116,2024-08-08,ARI,,PHI,CLE,True,38.0
117,2024-08-09,ARI,,PHI,PHI,False,38.0
118,2024-08-10,ARI,,PHI,PHI,False,38.0
119,2024-08-11,ARI,,PHI,PHI,False,38.0
120,2024-08-12,ARI,,COL,PHI,True,39.0
121,2024-08-13,ARI,,COL,COL,False,39.0
122,2024-08-14,ARI,,COL,COL,False,39.0
123,2024-08-16,ARI,@,TBR,COL,True,40.0
124,2024-08-17,ARI,@,TBR,TBR,False,40.0
125,2024-08-18,ARI,@,TBR,TBR,False,40.0
126,2024-08-19,ARI,@,MIA,TBR,True,41.0
127,2024-08-20,ARI,@,MIA,MIA,False,41.0
128,2024-08-21,ARI,@,MIA,MIA,False,41.0
129,2024-08-23,ARI,@,BOS,MIA,True,42.0
130,2024-08-24,ARI,@,BOS,BOS,False,42.0
131,2024-08-25,ARI,@,BOS,BOS,False,42.0
132,2024-08-27,ARI,,NYM,BOS,True,43.0
133,2024-08-28,ARI,,NYM,NYM,False,43.0
134,2024-08-29,ARI,,NYM,NYM,False,43.0
135,2024-08-30,ARI,,LAD,NYM,True,44.0
136,2024-08-31,ARI,,LAD,LAD,False,44.0
137,2024-09-01,ARI,,LAD,LAD,False,44.0
138,2024-09-02,ARI,,LAD,LAD,False,44.0
139,2024-09-03,ARI,@,SFG,LAD,True,45.0
140,2024-09-04,ARI,@,SFG,SFG,False,45.0
141,2024-09-05,ARI,@,SFG,SFG,False,45.0
142,2024-09-06,ARI,@,HOU,SFG,True,46.0
143,2024-09-07,ARI,@,HOU,HOU,False,46.0
144,2024-09-08,ARI,@,HOU,HOU,False,46.0
145,2024-09-10,ARI,,TEX,HOU,True,47.0
146,2024-09-11,ARI,,TEX,TEX,False,47.0
147,2024-09-13,ARI,,MIL,TEX,True,48.0
148,2024-09-14,ARI,,MIL,MIL,False,48.0
149,2024-09-15,ARI,,MIL,MIL,False,48.0
150,2024-09-16,ARI,@,COL,MIL,True,49.0
151,2024-09-17,ARI,@,COL,COL,False,49.0
152,2024-09-18,ARI,@,COL,COL,False,49.0
153,2024-09-19,ARI,@,MIL,COL,True,50.0
154,2024-09-20,ARI,@,MIL,MIL,False,50.0
155,2024-09-21,ARI,@,MIL,MIL,False,50.0
156,2024-09-22,ARI,@,MIL,MIL,False,50.0
157,2024-09-23,ARI,,SFG,MIL,True,51.0
158,2024-09-24,ARI,,SFG,SFG,False,51.0
159,2024-09-25,ARI,,SFG,SFG,False,51.0
160,2024-09-27,ARI,,SDP,SFG,True,52.0
161,2024-09-28,ARI,,SDP,SDP,False,52.0
162,2024-09-29,ARI,,SDP,SDP,False,52.0
