Gm#,Date,Tm,@,Opp,away,lag,seg_start,seg
1,2024-03-28,TEX,,CHC,0,,True,1.0
2,2024-03-30,TEX,,CHC,0,0.0,False,1.0
3,2024-03-31,TEX,,CHC,0,0.0,False,1.0
4,2024-04-01,TEX,@,TBR,1,0.0,True,2.0
5,2024-04-02,TEX,@,TBR,1,1.0,False,2.0
6,2024-04-03,TEX,@,TBR,1,1.0,False,2.0
7,2024-04-05,TEX,,HOU,0,1.0,True,3.0
8,2024-04-06,TEX,,HOU,0,0.0,False,3.0
9,2024-04-07,TEX,,HOU,0,0.0,False,3.0
10,2024-04-08,TEX,,HOU,0,0.0,False,3.0
11,2024-04-09,TEX,,OAK,0,0.0,False,3.0
12,2024-04-10,TEX,,OAK,0,0.0,False,3.0
13,2024-04-11,TEX,,OAK,0,0.0,False,3.0
14,2024-04-12,TEX,@,HOU,1,0.0,True,4.0
15,2024-04-13,TEX,@,HOU,1,1.0,False,4.0
16,2024-04-14,TEX,@,HOU,1,1.0,False,4.0
17,2024-04-15,TEX,@,DET,1,1.0,False,4.0
18,2024-04-16,TEX,@,DET,1,1.0,False,4.0
19,2024-04-17,TEX,@,DET,1,1.0,False,4.0
20,2024-04-18,TEX,@,DET,1,1.0,False,4.0
21,2024-04-19,TEX,@,ATL,1,1.0,False,4.0
22,2024-04-20,TEX,@,ATL,1,1.0,False,4.0
23,2024-04-21,TEX,@,ATL,1,1.0,False,4.0
24,2024-04-23,TEX,,SEA,0,1.0,True,5.0
25,2024-04-24,TEX,,SEA,0,0.0,False,5.0
26,2024-04-25,TEX,,SEA,0,0.0,False,5.0
27,2024-04-26,TEX,,CIN,0,0.0,False,5.0
28,2024-04-27,TEX,,CIN,0,0.0,False,5.0
29,2024-04-28,TEX,,CIN,0,0.0,False,5.0
30,2024-04-30,TEX,,WSN,0,0.0,False,5.0
31,2024-05-01,TEX,,WSN,0,0.0,False,5.0
32,2024-05-02,TEX,,WSN,0,0.0,False,5.0
33,2024-05-03,TEX,@,KCR,1,0.0,True,6.0
34,2024-05-04,TEX,@,KCR,1,1.0,False,6.0
35,2024-05-05,TEX,@,KCR,1,1.0,False,6.0
36,2024-05-06,TEX,@,OAK,1,1.0,False,6.0
37,2024-05-07,TEX,@,OAK,1,1.0,False,6.0
38,2024-05-08,TEX,@,OAK,1,1.0,False,6.0
39,2024-05-08,TEX,@,OAK,1,1.0,False,6.0
40,2024-05-10,TEX,@,COL,1,1.0,False,6.0
41,2024-05-11,TEX,@,COL,1,1.0,False,6.0
42,2024-05-12,TEX,@,COL,1,1.0,False,6.0
43,2024-05-13,TEX,,CLE,0,1.0,True,7.0
44,2024-05-14,TEX,,CLE,0,0.0,False,7.0
45,2024-05-15,TEX,,CLE,0,0.0,False,7.0
46,2024-05-17,TEX,,LAA,0,0.0,False,7.0
47,2024-05-18,TEX,,LAA,0,0.0,False,7.0
48,2024-05-19,TEX,,LAA,0,0.0,False,7.0
49,2024-05-21,TEX,@,PHI,1,0.0,True,8.0
50,2024-05-22,TEX,@,PHI,1,1.0,False,8.0
51,2024-05-23,TEX,@,PHI,1,1.0,False,8.0
52,2024-05-24,TEX,@,MIN,1,1.0,False,8.0
53,2024-05-25,TEX,@,MIN,1,1.0,False,8.0
54,2024-05-26,TEX,@,MIN,1,1.0,False,8.0
55,2024-05-28,TEX,,ARI,0,1.0,True,9.0
56,2024-05-29,TEX,,ARI,0,0.0,False,9.0
57,2024-05-31,TEX,@,MIA,1,0.0,True,10.0
58,2024-06-01,TEX,@,MIA,1,1.0,False,10.0
59,2024-06-02,TEX,@,MIA,1,1.0,False,10.0
60,2024-06-03,TEX,,DET,0,1.0,True,11.0
61,2024-06-04,TEX,,DET,0,0.0,False,11.0
62,2024-06-05,TEX,,DET,0,0.0,False,11.0
63,2024-06-07,TEX,,SFG,0,0.0,False,11.0
64,2024-06-08,TEX,,SFG,0,0.0,False,11.0
65,2024-06-09,TEX,,SFG,0,0.0,False,11.0
66,2024-06-11,TEX,@,LAD,1,0.0,True,12.0
67,2024-06-12,TEX,@,LAD,1,1.0,False,12.0
68,2024-06-13,TEX,@,LAD,1,1.0,False,12.0
69,2024-06-14,TEX,@,SEA,1,1.0,False,12.0
70,2024-06-15,TEX,@,SEA,1,1.0,False,12.0
71,2024-06-16,TEX,@,SEA,1,1.0,False,12.0
72,2024-06-17,TEX,,NYM,0,1.0,True,13.0
73,2024-06-18,TEX,,NYM,0,0.0,False,13.0
74,2024-06-19,TEX,,NYM,0,0.0,False,13.0
75,2024-06-21,TEX,,KCR,0,0.0,False,13.0
76,2024-06-22,TEX,,KCR,0,0.0,False,13.0
77,2024-06-23,TEX,,KCR,0,0.0,False,13.0
78,2024-06-24,TEX,@,MIL,1,0.0,True,14.0
79,2024-06-25,TEX,@,MIL,1,1.0,False,14.0
80,2024-06-26,TEX,@,MIL,1,1.0,False,14.0
81,2024-06-27,TEX,@,BAL,1,1.0,False,14.0
82,2024-06-28,TEX,@,BAL,1,1.0,False,14.0
83,2024-06-29,TEX,@,BAL,1,1.0,False,14.0
84,2024-06-30,TEX,@,BAL,1,1.0,False,14.0
85,2024-07-02,TEX,,SDP,0,1.0,True,15.0
86,2024-07-03,TEX,,SDP,0,0.0,False,15.0
87,2024-07-04,TEX,,SDP,0,0.0,False,15.0
88,2024-07-05,TEX,,TBR,0,0.0,False,15.0
89,2024-07-06,TEX,,TBR,0,0.0,False,15.0
90,2024-07-07,TEX,,TBR,0,0.0,False,15.0
91,2024-07-08,TEX,@,LAA,1,0.0,True,16.0
92,2024-07-09,TEX,@,LAA,1,1.0,False,16.0
93,2024-07-10,TEX,@,LAA,1,1.0,False,16.0
94,2024-07-12,TEX,@,HOU,1,1.0,False,16.0
95,2024-07-13,TEX,@,HOU,1,1.0,False,16.0
96,2024-07-14,TEX,@,HOU,1,1.0,False,16.0
97,2024-07-19,TEX,,BAL,0,1.0,True,17.0
98,2024-07-20,TEX,,BAL,0,0.0,False,17.0
99,2024-07-21,TEX,,BAL,0,0.0,False,17.0
100,2024-07-22,TEX,,CHW,0,0.0,False,17.0
101,2024-07-23,TEX,,CHW,0,0.0,False,17.0
102,2024-07-24,TEX,,CHW,0,0.0,False,17.0
103,2024-07-25,TEX,,CHW,0,0.0,False,17.0
104,2024-07-26,TEX,@,TOR,1,0.0,True,18.0
105,2024-07-27,TEX,@,TOR,1,1.0,False,18.0
106,2024-07-28,TEX,@,TOR,1,1.0,False,18.0
107,2024-07-29,TEX,@,STL,1,1.0,False,18.0
108,2024-07-30,TEX,@,STL,1,1.0,False,18.0
109,2024-07-31,TEX,@,STL,1,1.0,False,18.0
110,2024-08-02,TEX,,BOS,0,1.0,True,19.0
111,2024-08-03,TEX,,BOS,0,0.0,False,19.0
112,2024-08-04,TEX,,BOS,0,0.0,False,19.0
113,2024-08-05,TEX,,HOU,0,0.0,False,19.0
114,2024-08-06,TEX,,HOU,0,0.0,False,19.0
115,2024-08-07,TEX,,HOU,0,0.0,False,19.0
116,2024-08-10,TEX,@,NYY,1,0.0,True,20.0
117,2024-08-10,TEX,@,NYY,1,1.0,False,20.0
118,2024-08-11,TEX,@,NYY,1,1.0,False,20.0
119,2024-08-12,TEX,@,BOS,1,1.0,False,20.0
120,2024-08-13,TEX,@,BOS,1,1.0,False,20.0
121,2024-08-14,TEX,@,BOS,1,1.0,False,20.0
122,2024-08-15,TEX,,MIN,0,1.0,True,21.0
123,2024-08-16,TEX,,MIN,0,0.0,False,21.0
124,2024-08-17,TEX,,MIN,0,0.0,False,21.0
125,2024-08-18,TEX,,MIN,0,0.0,False,21.0
126,2024-08-19,TEX,,PIT,0,0.0,False,21.0
127,2024-08-20,TEX,,PIT,0,0.0,False,21.0
128,2024-08-21,TEX,,PIT,0,0.0,False,21.0
129,2024-08-23,TEX,@,CLE,1,0.0,True,22.0
130,2024-08-24,TEX,@,CLE,1,1.0,False,22.0
131,2024-08-25,TEX,@,CLE,1,1.0,False,22.0
132,2024-08-27,TEX,@,CHW,1,1.0,False,22.0
133,2024-08-28,TEX,@,CHW,1,1.0,False,22.0
134,2024-08-29,TEX,@,CHW,1,1.0,False,22.0
135,2024-08-30,TEX,,OAK,0,1.0,True,23.0
136,2024-08-31,TEX,,OAK,0,0.0,False,23.0
137,2024-09-01,TEX,,OAK,0,0.0,False,23.0
138,2024-09-02,TEX,,NYY,0,0.0,False,23.0
139,2024-09-03,TEX,,NYY,0,0.0,False,23.0
140,2024-09-04,TEX,,NYY,0,0.0,False,23.0
141,2024-09-05,TEX,,LAA,0,0.0,False,23.0
142,2024-09-06,TEX,,LAA,0,0.0,False,23.0
143,2024-09-07,TEX,,LAA,0,0.0,False,23.0
144,2024-09-08,TEX,,LAA,0,0.0,False,23.0
145,2024-09-10,TEX,@,ARI,1,0.0,True,24.0
146,2024-09-11,TEX,@,ARI,1,1.0,False,24.0
147,2024-09-12,TEX,@,SEA,1,1.0,False,24.0
148,2024-09-13,TEX,@,SEA,1,1.0,False,24.0
149,2024-09-14,TEX,@,SEA,1,1.0,False,24.0
150,2024-09-15,TEX,@,SEA,1,1.0,False,24.0
151,2024-09-17,TEX,,TOR,0,1.0,True,25.0
152,2024-09-18,TEX,,TOR,0,0.0,False,25.0
153,2024-09-19,TEX,,TOR,0,0.0,False,25.0
154,2024-09-20,TEX,,SEA,0,0.0,False,25.0
155,2024-09-21,TEX,,SEA,0,0.0,False,25.0
156,2024-09-22,TEX,,SEA,0,0.0,False,25.0
157,2024-09-24,TEX,@,OAK,1,0.0,True,26.0
158,2024-09-25,TEX,@,OAK,1,1.0,False,26.0
159,2024-09-26,TEX,@,OAK,1,1.0,False,26.0
160,2024-09-27,TEX,@,LAA,1,1.0,False,26.0
161,2024-09-28,TEX,@,LAA,1,1.0,False,26.0
162,2024-09-29,TEX,@,LAA,1,1.0,False,26.0
