Gm#,Date,Tm,@,Opp,last_opp,new_series,series
1,2024-03-28,BOS,@,SEA,,True,1.0
2,2024-03-29,BOS,@,SEA,SEA,False,1.0
3,2024-03-30,BOS,@,SEA,SEA,False,1.0
4,2024-03-31,BOS,@,SEA,SEA,False,1.0
5,2024-04-01,BOS,@,OAK,SEA,True,2.0
6,2024-04-02,BOS,@,OAK,OAK,False,2.0
7,2024-04-03,BOS,@,OAK,OAK,False,2.0
8,2024-04-05,BOS,@,LAA,OAK,True,3.0
9,2024-04-06,BOS,@,LAA,LAA,False,3.0
10,2024-04-07,BOS,@,LAA,LAA,False,3.0
11,2024-04-09,BOS,,BAL,LAA,True,4.0
12,2024-04-10,BOS,,BAL,BAL,False,4.0
13,2024-04-11,BOS,,BAL,BAL,False,4.0
14,2024-04-12,BOS,,LAA,BAL,True,5.0
15,2024-04-13,BOS,,LAA,LAA,False,5.0
16,2024-04-14,BOS,,LAA,LAA,False,5.0
17,2024-04-15,BOS,,CLE,LAA,True,6.0
18,2024-04-16,BOS,,CLE,CLE,False,6.0
19,2024-04-17,BOS,,CLE,CLE,False,6.0
20,2024-04-18,BOS,,CLE,CLE,False,6.0
21,2024-04-19,BOS,@,PIT,CLE,True,7.0
22,2024-04-20,BOS,@,PIT,PIT,False,7.0
23,2024-04-21,BOS,@,PIT,PIT,False,7.0
24,2024-04-23,BOS,@,CLE,PIT,True,8.0
25,2024-04-24,BOS,@,CLE,CLE,False,8.0
26,2024-04-25,BOS,@,CLE,CLE,False,8.0
27,2024-04-26,BOS,,CHC,CLE,True,9.0
28,2024-04-27,BOS,,CHC,CHC,False,9.0
29,2024-04-28,BOS,,CHC,CHC,False,9.0
30,2024-04-30,BOS,,SFG,CHC,True,10.0
31,2024-05-01,BOS,,SFG,SFG,False,10.0
32,2024-05-02,BOS,,SFG,SFG,False,10.0
33,2024-05-03,BOS,@,MIN,SFG,True,11.0
34,2024-05-04,BOS,@,MIN,MIN,False,11.0
35,2024-05-05,BOS,@,MIN,MIN,False,11.0
36,2024-05-07,BOS,@,ATL,MIN,True,12.0
37,2024-05-08,BOS,@,ATL,ATL,False,12.0
38,2024-05-10,BOS,,WSN,ATL,True,13.0
39,2024-05-11,BOS,,WSN,WSN,False,13.0
40,2024-05-12,BOS,,WSN,WSN,False,13.0
41,2024-05-13,BOS,,TBR,WSN,True,14.0
42,2024-05-14,BOS,,TBR,TBR,False,14.0
43,2024-05-15,BOS,,TBR,TBR,False,14.0
44,2024-05-16,BOS,,TBR,TBR,False,14.0
45,2024-05-17,BOS,@,STL,TBR,True,15.0
46,2024-05-18,BOS,@,STL,STL,False,15.0
47,2024-05-19,BOS,@,STL,STL,False,15.0
48,2024-05-20,BOS,@,TBR,STL,True,16.0
49,2024-05-21,BOS,@,TBR,TBR,False,16.0
50,2024-05-22,BOS,@,TBR,TBR,False,16.0
51,2024-05-24,BOS,,MIL,TBR,True,17.0
52,2024-05-25,BOS,,MIL,MIL,False,17.0
53,2024-05-26,BOS,,MIL,MIL,False,17.0
54,2024-05-27,BOS,@,BAL,MIL,True,18.0
55,2024-05-28,BOS,@,BAL,BAL,False,18.0
56,2024-05-29,BOS,@,BAL,BAL,False,18.0
57,2024-05-30,BOS,,DET,BAL,True,19.0
58,2024-05-31,BOS,,DET,DET,False,19.0
59,2024-06-01,BOS,,DET,DET,False,19.0
60,2024-06-02,BOS,,DET,DET,False,19.0
61,2024-06-04,BOS,,ATL,DET,True,20.0
62,2024-06-05,BOS,,ATL,ATL,False,20.0
63,2024-06-06,BOS,@,CHW,ATL,True,21.0
64,2024-06-07,BOS,@,CHW,CHW,False,21.0
65,2024-06-08,BOS,@,CHW,CHW,False,21.0
66,2024-06-09,BOS,@,CHW,CHW,False,21.0
67,2024-06-11,BOS,,PHI,CHW,True,22.0
68,2024-06-12,BOS,,PHI,PHI,False,22.0
69,2024-06-13,BOS,,PHI,PHI,False,22.0
70,2024-06-14,BOS,,NYY,PHI,True,23.0
71,2024-06-15,BOS,,NYY,NYY,False,23.0
72,2024-06-16,BOS,,NYY,NYY,False,23.0
73,2024-06-17,BOS,@,TOR,NYY,True,24.0
74,2024-06-18,BOS,@,TOR,TOR,False,24.0
75,2024-06-19,BOS,@,TOR,TOR,False,24.0
76,2024-06-21,BOS,@,CIN,TOR,True,25.0
77,2024-06-22,BOS,@,CIN,CIN,False,25.0
78,2024-06-23,BOS,@,CIN,CIN,False,25.0
79,2024-06-24,BOS,,TOR,CIN,True,26.0
80,2024-06-25,BOS,,TOR,TOR,False,26.0
81,2024-06-26,BOS,,TOR,TOR,False,26.0
82,2024-06-28,BOS,,SDP,TOR,True,27.0
83,2024-06-29,BOS,,SDP,SDP,False,27.0
84,2024-06-30,BOS,,SDP,SDP,False,27.0
85,2024-07-02,BOS,@,MIA,SDP,True,28.0
86,2024-07-03,BOS,@,MIA,MIA,False,28.0
87,2024-07-04,BOS,@,MIA,MIA,False,28.0
88,2024-07-05,BOS,@,NYY,MIA,True,29.0
89,2024-07-06,BOS,@,NYY,NYY,False,29.0
90,2024-07-07,BOS,@,NYY,NYY,False,29.0
91,2024-07-09,BOS,,OAK,NYY,True,30.0
92,2024-07-10,BOS,,OAK,OAK,False,30.0
93,2024-07-11,BOS,,OAK,OAK,False,30.0
94,2024-07-12,BOS,,KCR,OAK,True,31.0
95,2024-07-13,BOS,,KCR,KCR,False,31.0
96,2024-07-14,BOS,,KCR,KCR,False,31.0
97,2024-07-19,BOS,@,LAD,KCR,True,32.0
98,2024-07-20,BOS,@,LAD,LAD,False,32.0
99,2024-07-21,BOS,@,LAD,LAD,False,32.0
100,2024-07-22,BOS,@,COL,LAD,True,33.0
101,2024-07-23,BOS,@,COL,COL,False,33.0
102,2024-07-24,BOS,@,COL,COL,False,33.0
103,2024-07-26,BOS,,NYY,COL,True,34.0
104,2024-07-27,BOS,,NYY,NYY,False,34.0
105,2024-07-28,BOS,,NYY,NYY,False,34.0
106,2024-07-29,BOS,,SEA,NYY,True,35.0
107,2024-07-30,BOS,,SEA,SEA,False,35.0
108,2024-07-31,BOS,,SEA,SEA,False,35.0
109,2024-08-02,BOS,@,TEX,SEA,True,36.0
110,2024-08-03,BOS,@,TEX,TEX,False,36.0
111,2024-08-04,BOS,@,TEX,TEX,False,36.0
112,2024-08-05,BOS,@,KCR,TEX,True,37.0
113,2024-08-06,BOS,@,KCR,KCR,False,37.0
114,2024-08-07,BOS,@,KCR,KCR,False,37.0
115,2024-08-09,BOS,,HOU,KCR,True,38.0
116,2024-08-10,BOS,,HOU,HOU,False,38.0
117,2024-08-11,BOS,,HOU,HOU,False,38.0
118,2024-08-12,BOS,,TEX,HOU,True,39.0
119,2024-08-13,BOS,,TEX,TEX,False,39.0
120,2024-08-14,BOS,,TEX,TEX,False,39.0
121,2024-08-15,BOS,@,BAL,TEX,True,40.0
122,2024-08-16,BOS,@,BAL,BAL,False,40.0
123,2024-08-17,BOS,@,BAL,BAL,False,40.0
124,2024-08-18,BOS,@,BAL,BAL,False,40.0
125,2024-08-19,BOS,@,HOU,BAL,True,41.0
126,2024-08-20,BOS,@,HOU,HOU,False,41.0
127,2024-08-21,BOS,@,HOU,HOU,False,41.0
128,2024-08-23,BOS,,ARI,HOU,True,42.0
129,2024-08-24,BOS,,ARI,ARI,False,42.0
130,2024-08-25,BOS,,ARI,ARI,False,42.0
131,2024-08-26,BOS,,TOR,ARI,True,43.0
132,2024-08-27,BOS,,TOR,TOR,False,43.0
133,2024-08-28,BOS,,TOR,TOR,False,43.0
134,2024-08-29,BOS,,TOR,TOR,False,43.0
135,2024-08-30,BOS,@,DET,TOR,True,44.0
136,2024-08-31,BOS,@,DET,DET,False,44.0
137,2024-09-01,BOS,@,DET,DET,False,44.0
138,2024-09-02,BOS,@,NYM,DET,True,45.0
139,2024-09-03,BOS,@,NYM,NYM,False,45.0
140,2024-09-04,BOS,@,NYM,NYM,False,45.0
141,2024-09-06,BOS,,CHW,NYM,True,46.0
142,2024-09-07,BOS,,CHW,CHW,False,46.0
143,2024-09-08,BOS,,CHW,CHW,False,46.0
144,2024-09-09,BOS,,BAL,CHW,True,47.0
145,2024-09-10,BOS,,BAL,BAL,False,47.0
146,2024-09-11,BOS,,BAL,BAL,False,47.0
147,2024-09-12,BOS,@,NYY,BAL,True,48.0
148,2024-09-13,BOS,@,NYY,NYY,False,48.0
149,2024-09-14,BOS,@,NYY,NYY,False,48.0
150,2024-09-15,BOS,@,NYY,NYY,False,48.0
151,2024-09-17,BOS,@,TBR,NYY,True,49.0
152,2024-09-18,BOS,@,TBR,TBR,False,49.0
153,2024-09-19,BOS,@,TBR,TBR,False,49.0
154,2024-09-20,BOS,,MIN,TBR,True,50.0
155,2024-09-22,BOS,,MIN,MIN,False,50.0
156,2024-09-22,BOS,,MIN,MIN,False,50.0
157,2024-09-23,BOS,@,TOR,MIN,True,51.0
158,2024-09-24,BOS,@,TOR,TOR,False,51.0
159,2024-09-25,BOS,@,TOR,TOR,False,51.0
160,2024-09-27,BOS,,TBR,TOR,True,52.0
161,2024-09-28,BOS,,TBR,TBR,False,52.0
162,2024-09-29,BOS,,TBR,TBR,False,52.0
