Gm#,Date,Tm,@,Opp,away,lag,seg_start,seg
1,2024-03-28,WSN,@,CIN,1,,True,1.0
2,2024-03-30,WSN,@,CIN,1,1.0,False,1.0
3,2024-03-31,WSN,@,CIN,1,1.0,False,1.0
4,2024-04-01,WSN,,PIT,0,1.0,True,2.0
5,2024-04-03,WSN,,PIT,0,0.0,False,2.0
6,2024-04-04,WSN,,PIT,0,0.0,False,2.0
7,2024-04-05,WSN,,PHI,0,0.0,False,2.0
8,2024-04-06,WSN,,PHI,0,0.0,False,2.0
9,2024-04-07,WSN,,PHI,0,0.0,False,2.0
10,2024-04-08,WSN,@,SFG,1,0.0,True,3.0
11,2024-04-09,WSN,@,SFG,1,1.0,False,3.0
12,2024-04-10,WSN,@,SFG,1,1.0,False,3.0
13,2024-04-12,WSN,@,OAK,1,1.0,False,3.0
14,2024-04-13,WSN,@,OAK,1,1.0,False,3.0
15,2024-04-14,WSN,@,OAK,1,1.0,False,3.0
16,2024-04-15,WSN,@,LAD,1,1.0,False,3.0
17,2024-04-16,WSN,@,LAD,1,1.0,False,3.0
18,2024-04-17,WSN,@,LAD,1,1.0,False,3.0
19,2024-04-19,WSN,,HOU,0,1.0,True,4.0
20,2024-04-20,WSN,,HOU,0,0.0,False,4.0
21,2024-04-21,WSN,,HOU,0,0.0,False,4.0
22,2024-04-23,WSN,,LAD,0,0.0,False,4.0
23,2024-04-24,WSN,,LAD,0,0.0,False,4.0
24,2024-04-25,WSN,,LAD,0,0.0,False,4.0
25,2024-04-26,WSN,@,MIA,1,0.0,True,5.0
26,2024-04-27,WSN,@,MIA,1,1.0,False,5.0
27,2024-04-28,WSN,@,MIA,1,1.0,False,5.0
28,2024-04-29,WSN,@,MIA,1,1.0,False,5.0
29,2024-04-30,WSN,@,TEX,1,1.0,False,5.0
30,2024-05-01,WSN,@,TEX,1,1.0,False,5.0
31,2024-05-02,WSN,@,TEX,1,1.0,False,5.0
32,2024-05-03,WSN,,TOR,0,1.0,True,6.0
33,2024-05-04,WSN,,TOR,0,0.0,False,6.0
34,2024-05-05,WSN,,TOR,0,0.0,False,6.0
35,2024-05-07,WSN,,BAL,0,0.0,False,6.0
