Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
1,2022-04-07,NYM,@,WSN,3:31,N,,WSN
2,2022-04-08,NYM,@,WSN,3:43,N,,WSN
3,2022-04-09,NYM,@,WSN,3:14,N,,WSN
4,2022-04-10,NYM,@,WSN,3:01,D,,WSN
5,2022-04-11,NYM,@,PHI,3:05,N,,PHI
6,2022-04-12,NYM,@,PHI,3:12,N,,PHI
7,2022-04-13,NYM,@,PHI,4:04,D,,PHI
8,2022-04-15,NYM,,ARI,3:24,D,,NYM
9,2022-04-16,NYM,,ARI,3:12,D,,NYM
10,2022-04-17,NYM,,ARI,2:59,D,,NYM
11,2022-04-19,NYM,,SFG,3:33,D,2022-04-18 (Rain),NYM
12,2022-04-19,NYM,,SFG,2:41,D,,NYM
13,2022-04-20,NYM,,SFG,3:20,N,,NYM
14,2022-04-21,NYM,,SFG,2:35,D,,NYM
15,2022-04-22,NYM,@,ARI,3:29,N,,ARI
16,2022-04-23,NYM,@,ARI,3:19,N,,ARI
17,2022-04-24,NYM,@,ARI,2:56,D,,ARI
18,2022-04-25,NYM,@,STL,3:00,N,,STL
19,2022-04-26,NYM,@,STL,3:32,N,,STL
20,2022-04-27,NYM,@,STL,3:29,D,,STL
21,2022-04-29,NYM,,PHI,3:18,N,,NYM
22,2022-04-30,NYM,,PHI,3:48,N,,NYM
23,2022-05-01,NYM,,PHI,3:20,N,,NYM
24,2022-05-02,NYM,,ATL,3:18,N,,NYM
25,2022-05-03,NYM,,ATL,2:49,D,,NYM
26,2022-05-03,NYM,,ATL,2:18,D,,NYM
27,2022-05-04,NYM,,ATL,3:28,D,,NYM
28,2022-05-05,NYM,@,PHI,3:15,N,,PHI
29,2022-05-08,NYM,@,PHI,2:58,D,2022-05-07 (Rain),PHI
30,2022-05-08,NYM,@,PHI,3:15,D,,PHI
31,2022-05-10,NYM,@,WSN,3:08,N,,WSN
32,2022-05-11,NYM,@,WSN,3:05,N,,WSN
33,2022-05-12,NYM,@,WSN,2:45,D,,WSN
34,2022-05-13,NYM,,SEA,2:56,N,,NYM
35,2022-05-14,NYM,,SEA,3:30,N,,NYM
36,2022-05-15,NYM,,SEA,3:22,D,,NYM
37,2022-05-17,NYM,,STL,2:54,D,2022-05-16 (Rain),NYM
38,2022-05-17,NYM,,STL,3:42,D,,NYM
39,2022-05-18,NYM,,STL,3:29,N,,NYM
40,2022-05-19,NYM,,STL,3:41,D,,NYM
41,2022-05-21,NYM,@,COL,2:55,D,2022-05-20 (Rain),COL
42,2022-05-21,NYM,@,COL,2:58,N,,COL
43,2022-05-22,NYM,@,COL,2:34,D,,COL
44,2022-05-23,NYM,@,SFG,2:51,N,,SFG
45,2022-05-24,NYM,@,SFG,3:50,N,,SFG
46,2022-05-25,NYM,@,SFG,2:44,D,,SFG
47,2022-05-27,NYM,,PHI,3:41,N,,NYM
48,2022-05-28,NYM,,PHI,3:09,N,,NYM
49,2022-05-29,NYM,,PHI,3:51,N,,NYM
50,2022-05-30,NYM,,WSN,3:29,N,,NYM
51,2022-05-31,NYM,,WSN,3:31,N,,NYM
52,2022-06-01,NYM,,WSN,3:02,D,,NYM
53,2022-06-02,NYM,@,LAD,2:54,N,,LAD
54,2022-06-03,NYM,@,LAD,2:55,N,,LAD
55,2022-06-04,NYM,@,LAD,3:33,N,,LAD
56,2022-06-05,NYM,@,LAD,3:59,D,,LAD
57,2022-06-06,NYM,@,SDP,3:43,N,,SDP
58,2022-06-07,NYM,@,SDP,2:48,N,,SDP
59,2022-06-08,NYM,@,SDP,2:58,N,,SDP
60,2022-06-10,NYM,@,LAA,3:21,N,,LAA
61,2022-06-11,NYM,@,LAA,3:21,N,,LAA
62,2022-06-12,NYM,@,LAA,3:11,D,,LAA
63,2022-06-14,NYM,,MIL,2:39,N,,NYM
64,2022-06-15,NYM,,MIL,3:11,N,,NYM
65,2022-06-16,NYM,,MIL,3:26,N,,NYM
66,2022-06-17,NYM,,MIA,3:23,N,,NYM
67,2022-06-18,NYM,,MIA,2:51,D,,NYM
68,2022-06-19,NYM,,MIA,3:02,D,,NYM
69,2022-06-20,NYM,,MIA,3:20,D,,NYM
70,2022-06-21,NYM,@,HOU,3:02,N,,HOU
71,2022-06-22,NYM,@,HOU,3:15,D,,HOU
72,2022-06-24,NYM,@,MIA,3:03,N,,MIA
73,2022-06-25,NYM,@,MIA,3:00,D,,MIA
74,2022-06-26,NYM,@,MIA,2:44,D,,MIA
75,2022-06-28,NYM,,HOU,3:17,N,,NYM
76,2022-06-29,NYM,,HOU,2:43,D,,NYM
77,2022-07-01,NYM,,TEX,2:38,N,,NYM
78,2022-07-02,NYM,,TEX,2:57,D,,NYM
79,2022-07-03,NYM,,TEX,2:58,D,,NYM
80,2022-07-04,NYM,@,CIN,3:14,N,,CIN
81,2022-07-05,NYM,@,CIN,3:01,N,,CIN
82,2022-07-06,NYM,@,CIN,3:46,N,,CIN
83,2022-07-07,NYM,,MIA,2:51,N,,NYM
84,2022-07-08,NYM,,MIA,3:37,N,,NYM
85,2022-07-09,NYM,,MIA,3:41,D,,NYM
86,2022-07-10,NYM,,MIA,2:57,D,,NYM
87,2022-07-11,NYM,@,ATL,3:03,N,,ATL
88,2022-07-12,NYM,@,ATL,3:04,N,,ATL
89,2022-07-13,NYM,@,ATL,3:05,D,,ATL
90,2022-07-14,NYM,@,CHC,3:01,N,,CHC
91,2022-07-16,NYM,@,CHC,3:46,D,2022-07-15 (Rain),CHC
92,2022-07-16,NYM,@,CHC,3:33,N,,CHC
93,2022-07-17,NYM,@,CHC,3:09,D,,CHC
94,2022-07-22,NYM,,SDP,3:01,N,,NYM
95,2022-07-23,NYM,,SDP,3:10,N,,NYM
96,2022-07-24,NYM,,SDP,3:39,N,,NYM
97,2022-07-26,NYM,,NYY,3:27,N,,NYM
98,2022-07-27,NYM,,NYY,3:09,N,,NYM
99,2022-07-29,NYM,@,MIA,3:16,N,,MIA
100,2022-07-30,NYM,@,MIA,2:35,N,,MIA
101,2022-07-31,NYM,@,MIA,3:23,D,,MIA
102,2022-08-01,NYM,@,WSN,3:20,N,,WSN
103,2022-08-02,NYM,@,WSN,2:48,N,,WSN
104,2022-08-03,NYM,@,WSN,3:18,D,,WSN
105,2022-08-04,NYM,,ATL,2:49,N,,NYM
106,2022-08-05,NYM,,ATL,3:38,N,,NYM
107,2022-08-06,NYM,,ATL,3:53,D,,NYM
108,2022-08-06,NYM,,ATL,3:02,N,,NYM
109,2022-08-07,NYM,,ATL,2:58,D,,NYM
110,2022-08-08,NYM,,CIN,2:56,N,,NYM
111,2022-08-09,NYM,,CIN,2:59,N,,NYM
112,2022-08-10,NYM,,CIN,3:01,D,,NYM
113,2022-08-12,NYM,,PHI,2:54,N,,NYM
114,2022-08-13,NYM,,PHI,2:24,N,,NYM
115,2022-08-14,NYM,,PHI,3:22,D,,NYM
116,2022-08-15,NYM,@,ATL,3:18,N,,ATL
117,2022-08-16,NYM,@,ATL,2:51,N,,ATL
118,2022-08-17,NYM,@,ATL,3:22,N,,ATL
119,2022-08-18,NYM,@,ATL,2:41,N,,ATL
120,2022-08-19,NYM,@,PHI,3:28,N,,PHI
121,2022-08-20,NYM,@,PHI,3:42,D,2022-05-06 (Rain),PHI
122,2022-08-20,NYM,@,PHI,3:23,N,,PHI
123,2022-08-21,NYM,@,PHI,4:26,D,,PHI
124,2022-08-22,NYM,@,NYY,2:48,N,,NYY
125,2022-08-23,NYM,@,NYY,3:23,N,,NYY
126,2022-08-25,NYM,,COL,2:58,N,,NYM
127,2022-08-26,NYM,,COL,3:09,N,,NYM
128,2022-08-27,NYM,,COL,2:54,N,,NYM
129,2022-08-28,NYM,,COL,2:50,D,,NYM
130,2022-08-30,NYM,,LAD,3:12,N,,NYM
131,2022-08-31,NYM,,LAD,2:19,N,,NYM
132,2022-09-01,NYM,,LAD,3:14,D,,NYM
133,2022-09-02,NYM,,WSN,3:09,N,,NYM
134,2022-09-03,NYM,,WSN,2:52,N,,NYM
135,2022-09-04,NYM,,WSN,2:54,D,,NYM
136,2022-09-06,NYM,@,PIT,3:10,N,,PIT
137,2022-09-07,NYM,@,PIT,2:36,D,2022-09-05 (Rain),PIT
138,2022-09-07,NYM,@,PIT,3:17,N,,PIT
139,2022-09-09,NYM,@,MIA,3:05,N,,MIA
140,2022-09-10,NYM,@,MIA,3:13,N,,MIA
141,2022-09-11,NYM,@,MIA,3:01,D,,MIA
142,2022-09-12,NYM,,CHC,3:09,N,,NYM
143,2022-09-13,NYM,,CHC,2:55,N,,NYM
144,2022-09-14,NYM,,CHC,3:14,N,,NYM
145,2022-09-15,NYM,,PIT,2:53,N,,NYM
146,2022-09-16,NYM,,PIT,2:39,N,,NYM
147,2022-09-17,NYM,,PIT,3:06,N,,NYM
148,2022-09-18,NYM,,PIT,3:29,D,,NYM
149,2022-09-19,NYM,@,MIL,2:49,N,,MIL
150,2022-09-20,NYM,@,MIL,3:19,N,,MIL
151,2022-09-21,NYM,@,MIL,2:47,D,,MIL
152,2022-09-23,NYM,@,OAK,2:31,N,,OAK
153,2022-09-24,NYM,@,OAK,2:55,D,,OAK
154,2022-09-25,NYM,@,OAK,3:07,D,,OAK
155,2022-09-27,NYM,,MIA,3:17,N,,NYM
156,2022-09-28,NYM,,MIA,3:26,N,,NYM
157,2022-09-30,NYM,@,ATL,2:54,N,,ATL
158,2022-10-01,NYM,@,ATL,2:54,N,,ATL
159,2022-10-02,NYM,@,ATL,3:21,N,,ATL
160,2022-10-04,NYM,,WSN,3:12,N,2022-10-03 (),NYM
161,2022-10-04,NYM,,WSN,3:09,N,,NYM
162,2022-10-05,NYM,,WSN,2:44,D,,NYM
