Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
1,2024-03-29,PHI,,ATL,2:54,D,,PHI
2,2024-03-30,PHI,,ATL,2:58,D,,PHI
3,2024-03-31,PHI,,ATL,2:39,D,,PHI
4,2024-04-01,PHI,,CIN,3:04,N,,PHI
5,2024-04-02,PHI,,CIN,2:44,N,,PHI
6,2024-04-03,PHI,,CIN,2:34,D,,PHI
7,2024-04-05,PHI,@,WSN,2:51,N,,WSN
8,2024-04-06,PHI,@,WSN,2:28,D,,WSN
9,2024-04-07,PHI,@,WSN,2:31,D,,WSN
10,2024-04-08,PHI,@,STL,2:50,N,,STL
11,2024-04-09,PHI,@,STL,2:39,N,,STL
12,2024-04-10,PHI,@,STL,3:10,D,,STL
13,2024-04-11,PHI,,PIT,2:15,N,,PHI
14,2024-04-12,PHI,,PIT,2:48,N,,PHI
15,2024-04-13,PHI,,PIT,2:57,D,,PHI
16,2024-04-14,PHI,,PIT,2:33,D,,PHI
17,2024-04-15,PHI,,COL,2:40,N,,PHI
18,2024-04-16,PHI,,COL,2:07,N,,PHI
19,2024-04-17,PHI,,COL,2:51,N,,PHI
20,2024-04-19,PHI,,CHW,2:18,N,,PHI
21,2024-04-20,PHI,,CHW,3:03,N,,PHI
22,2024-04-21,PHI,,CHW,2:37,D,,PHI
23,2024-04-22,PHI,@,CIN,2:02,N,,CIN
24,2024-04-23,PHI,@,CIN,2:35,N,,CIN
25,2024-04-24,PHI,@,CIN,3:04,N,,CIN
26,2024-04-25,PHI,@,CIN,2:35,D,,CIN
27,2024-04-26,PHI,@,SDP,2:42,N,,SDP
28,2024-04-27,PHI,@,SDP,2:09,N,,SDP
29,2024-04-28,PHI,@,SDP,2:36,D,,SDP
30,2024-04-29,PHI,@,LAA,2:43,N,,LAA
31,2024-04-30,PHI,@,LAA,2:48,N,,LAA
32,2024-05-01,PHI,@,LAA,2:53,D,,LAA
33,2024-05-03,PHI,,SFG,3:00,N,,PHI
34,2024-05-04,PHI,,SFG,3:01,N,,PHI
35,2024-05-05,PHI,,SFG,2:45,N,,PHI
36,2024-05-06,PHI,,SFG,2:23,D,,PHI
37,2024-05-07,PHI,,TOR,2:35,N,,PHI
38,2024-05-08,PHI,,TOR,3:01,D,,PHI
39,2024-05-10,PHI,@,MIA,2:45,N,,MIA
40,2024-05-11,PHI,@,MIA,2:36,D,,MIA
41,2024-05-12,PHI,@,MIA,2:59,D,,MIA
42,2024-05-13,PHI,@,NYM,3:10,N,,NYM
43,2024-05-14,PHI,@,NYM,2:48,D,,NYM
44,2024-05-15,PHI,,NYM,2:43,N,,PHI
45,2024-05-16,PHI,,NYM,3:29,N,,PHI
46,2024-05-17,PHI,,WSN,2:15,N,,PHI
47,2024-05-18,PHI,,WSN,2:52,N,,PHI
48,2024-05-19,PHI,,WSN,2:53,D,,PHI
49,2024-05-21,PHI,,TEX,2:36,N,,PHI
50,2024-05-22,PHI,,TEX,2:49,N,,PHI
51,2024-05-23,PHI,,TEX,2:28,D,,PHI
52,2024-05-24,PHI,@,COL,2:47,N,,COL
53,2024-05-25,PHI,@,COL,2:59,N,,COL
54,2024-05-26,PHI,@,COL,2:22,D,,COL
55,2024-05-27,PHI,@,SFG,2:44,D,,SFG
56,2024-05-28,PHI,@,SFG,2:32,N,,SFG
57,2024-05-29,PHI,@,SFG,2:38,D,,SFG
58,2024-05-31,PHI,,STL,2:14,N,,PHI
59,2024-06-01,PHI,,STL,2:28,N,,PHI
60,2024-06-02,PHI,,STL,3:04,N,,PHI
61,2024-06-03,PHI,,MIL,2:10,N,,PHI
62,2024-06-04,PHI,,MIL,2:58,N,,PHI
63,2024-06-05,PHI,,MIL,2:14,D,,PHI
64,2024-06-08,PHI,@,NYM,2:52,N,,NYM
65,2024-06-09,PHI,,NYM,3:27,D,,PHI
66,2024-06-11,PHI,@,BOS,2:25,N,,BOS
67,2024-06-12,PHI,@,BOS,3:04,N,,BOS
68,2024-06-13,PHI,@,BOS,2:43,N,,BOS
69,2024-06-14,PHI,@,BAL,2:59,N,,BAL
70,2024-06-15,PHI,@,BAL,2:23,D,,BAL
71,2024-06-16,PHI,@,BAL,2:50,D,,BAL
72,2024-06-17,PHI,,SDP,2:31,N,,PHI
73,2024-06-18,PHI,,SDP,2:51,N,,PHI
74,2024-06-19,PHI,,SDP,2:37,D,,PHI
75,2024-06-21,PHI,,ARI,2:57,N,,PHI
76,2024-06-22,PHI,,ARI,2:23,D,,PHI
77,2024-06-23,PHI,,ARI,2:36,D,,PHI
78,2024-06-24,PHI,@,DET,2:55,N,,DET
79,2024-06-25,PHI,@,DET,2:04,N,,DET
80,2024-06-26,PHI,@,DET,2:30,D,,DET
81,2024-06-27,PHI,,MIA,2:50,N,,PHI
82,2024-06-28,PHI,,MIA,2:15,N,,PHI
83,2024-06-29,PHI,,MIA,2:39,D,,PHI
84,2024-06-30,PHI,,MIA,2:59,D,,PHI
85,2024-07-02,PHI,@,CHC,2:27,N,,CHC
86,2024-07-03,PHI,@,CHC,2:43,N,,CHC
87,2024-07-04,PHI,@,CHC,2:23,D,,CHC
88,2024-07-05,PHI,@,ATL,3:01,N,,ATL
89,2024-07-06,PHI,@,ATL,2:16,N,,ATL
90,2024-07-07,PHI,@,ATL,2:26,D,,ATL
91,2024-07-09,PHI,,LAD,2:49,N,,PHI
92,2024-07-10,PHI,,LAD,2:30,N,,PHI
93,2024-07-11,PHI,,LAD,2:43,N,,PHI
94,2024-07-12,PHI,,OAK,2:37,N,,PHI
95,2024-07-13,PHI,,OAK,2:55,D,,PHI
96,2024-07-14,PHI,,OAK,2:35,D,,PHI
97,2024-07-19,PHI,@,PIT,3:03,N,,PIT
98,2024-07-20,PHI,@,PIT,2:15,N,,PIT
99,2024-07-21,PHI,@,PIT,2:41,D,,PIT
100,2024-07-22,PHI,@,MIN,2:36,N,,MIN
101,2024-07-23,PHI,@,MIN,2:50,N,,MIN
102,2024-07-24,PHI,@,MIN,2:59,D,,MIN
103,2024-07-26,PHI,,CLE,2:32,N,,PHI
104,2024-07-27,PHI,,CLE,2:20,N,,PHI
105,2024-07-28,PHI,,CLE,2:33,D,,PHI
106,2024-07-29,PHI,,NYY,2:52,N,,PHI
107,2024-07-30,PHI,,NYY,3:51,N,,PHI
108,2024-07-31,PHI,,NYY,2:45,D,,PHI
109,2024-08-02,PHI,@,SEA,2:31,N,,SEA
110,2024-08-03,PHI,@,SEA,3:17,N,,SEA
111,2024-08-04,PHI,@,SEA,2:35,D,,SEA
112,2024-08-05,PHI,@,LAD,2:25,N,,LAD
113,2024-08-06,PHI,@,LAD,2:52,N,,LAD
114,2024-08-07,PHI,@,LAD,2:49,N,,LAD
115,2024-08-08,PHI,@,ARI,2:47,N,,ARI
116,2024-08-09,PHI,@,ARI,2:12,N,,ARI
117,2024-08-10,PHI,@,ARI,2:54,N,,ARI
118,2024-08-11,PHI,@,ARI,2:44,D,,ARI
119,2024-08-13,PHI,,MIA,2:22,N,,PHI
120,2024-08-14,PHI,,MIA,2:50,N,,PHI
121,2024-08-15,PHI,,WSN,2:37,N,,PHI
122,2024-08-16,PHI,,WSN,3:01,N,,PHI
123,2024-08-17,PHI,,WSN,2:06,N,,PHI
124,2024-08-18,PHI,,WSN,2:59,D,,PHI
125,2024-08-20,PHI,@,ATL,2:34,N,,ATL
126,2024-08-21,PHI,@,ATL,2:33,N,,ATL
127,2024-08-22,PHI,@,ATL,2:20,N,,ATL
128,2024-08-23,PHI,@,KCR,2:44,N,,KCR
129,2024-08-24,PHI,@,KCR,2:44,N,,KCR
130,2024-08-25,PHI,@,KCR,2:41,D,,KCR
131,2024-08-26,PHI,,HOU,2:49,N,,PHI
132,2024-08-27,PHI,,HOU,2:29,N,,PHI
133,2024-08-28,PHI,,HOU,2:28,D,,PHI
134,2024-08-29,PHI,,ATL,2:42,N,,PHI
135,2024-08-30,PHI,,ATL,2:39,N,,PHI
136,2024-08-31,PHI,,ATL,2:16,N,,PHI
137,2024-09-01,PHI,,ATL,3:14,N,,PHI
