Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
138,2024-09-03,PHI,@,TOR,3:23,N,,TOR
139,2024-09-04,PHI,@,TOR,2:30,D,,TOR
140,2024-09-05,PHI,@,MIA,2:33,N,,MIA
141,2024-09-06,PHI,@,MIA,2:57,N,,MIA
142,2024-09-07,PHI,@,MIA,2:53,D,,MIA
143,2024-09-08,PHI,@,MIA,2:19,D,,MIA
144,2024-09-09,PHI,,TBR,2:40,N,,PHI
145,2024-09-10,PHI,,TBR,2:45,N,,PHI
146,2024-09-11,PHI,,TBR,2:23,N,,PHI
147,2024-09-13,PHI,,NYM,2:50,N,,PHI
148,2024-09-14,PHI,,NYM,2:27,D,,PHI
149,2024-09-15,PHI,,NYM,2:13,D,,PHI
150,2024-09-16,PHI,@,MIL,2:48,N,,MIL
151,2024-09-17,PHI,@,MIL,2:40,N,,MIL
152,2024-09-18,PHI,@,MIL,2:41,N,,MIL
153,2024-09-19,PHI,@,NYM,2:36,N,,NYM
154,2024-09-20,PHI,@,NYM,2:57,N,,NYM
155,2024-09-21,PHI,@,NYM,2:23,D,,NYM
156,2024-09-22,PHI,@,NYM,2:30,N,,NYM
157,2024-09-23,PHI,,CHC,2:34,N,,PHI
158,2024-09-24,PHI,,CHC,2:44,N,,PHI
159,2024-09-25,PHI,,CHC,2:44,N,,PHI
160,2024-09-27,PHI,@,WSN,2:32,N,,WSN
161,2024-09-28,PHI,@,WSN,2:35,D,,WSN
162,2024-09-29,PHI,@,WSN,2:40,D,,WSN
