Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
1,2024-03-28,WSN,@,CIN,2:18,D,,CIN
2,2024-03-30,WSN,@,CIN,2:55,D,,CIN
3,2024-03-31,WSN,@,CIN,2:50,D,,CIN
4,2024-04-01,WSN,,PIT,3:11,D,,WSN
5,2024-04-03,WSN,,PIT,2:30,N,,WSN
6,2024-04-04,WSN,,PIT,2:52,D,,WSN
7,2024-04-05,WSN,,PHI,2:51,N,,WSN
8,2024-04-06,WSN,,PHI,2:28,D,,WSN
9,2024-04-07,WSN,,PHI,2:31,D,,WSN
10,2024-04-08,WSN,@,SFG,2:48,N,,SFG
11,2024-04-09,WSN,@,SFG,2:41,N,,SFG
12,2024-04-10,WSN,@,SFG,2:07,D,,SFG
13,2024-04-12,WSN,@,OAK,2:36,N,,OAK
14,2024-04-13,WSN,@,OAK,2:35,D,,OAK
15,2024-04-14,WSN,@,OAK,2:45,D,,OAK
16,2024-04-15,WSN,@,LAD,2:36,N,,LAD
17,2024-04-16,WSN,@,LAD,2:26,N,,LAD
18,2024-04-17,WSN,@,LAD,2:16,D,,LAD
19,2024-04-19,WSN,,HOU,2:52,N,,WSN
20,2024-04-20,WSN,,HOU,2:45,D,,WSN
21,2024-04-21,WSN,,HOU,2:20,D,,WSN
22,2024-04-23,WSN,,LAD,3:10,N,,WSN
23,2024-04-24,WSN,,LAD,2:40,N,,WSN
24,2024-04-25,WSN,,LAD,2:36,D,,WSN
25,2024-04-26,WSN,@,MIA,2:15,N,,MIA
26,2024-04-27,WSN,@,MIA,2:48,D,,MIA
27,2024-04-28,WSN,@,MIA,3:17,D,,MIA
28,2024-04-29,WSN,@,MIA,2:21,N,,MIA
29,2024-04-30,WSN,@,TEX,2:19,N,,TEX
30,2024-05-01,WSN,@,TEX,2:11,N,,TEX
31,2024-05-02,WSN,@,TEX,2:30,D,,TEX
32,2024-05-03,WSN,,TOR,2:49,N,,WSN
33,2024-05-04,WSN,,TOR,2:59,D,,WSN
34,2024-05-05,WSN,,TOR,3:01,D,,WSN
35,2024-05-07,WSN,,BAL,2:19,N,,WSN
36,2024-05-08,WSN,,BAL,3:35,N,,WSN
37,2024-05-10,WSN,@,BOS,2:26,N,,BOS
38,2024-05-11,WSN,@,BOS,2:13,D,,BOS
39,2024-05-12,WSN,@,BOS,2:31,D,,BOS
40,2024-05-14,WSN,@,CHW,2:42,D,,CHW
41,2024-05-14,WSN,@,CHW,2:15,D,,CHW
42,2024-05-15,WSN,@,CHW,2:16,D,,CHW
43,2024-05-17,WSN,@,PHI,2:15,N,,PHI
44,2024-05-18,WSN,@,PHI,2:52,N,,PHI
45,2024-05-19,WSN,@,PHI,2:53,D,,PHI
46,2024-05-20,WSN,,MIN,2:22,N,,WSN
47,2024-05-21,WSN,,MIN,2:20,N,,WSN
48,2024-05-22,WSN,,MIN,2:34,D,,WSN
49,2024-05-24,WSN,,SEA,2:07,N,,WSN
50,2024-05-25,WSN,,SEA,2:21,D,,WSN
51,2024-05-26,WSN,,SEA,2:35,D,,WSN
52,2024-05-27,WSN,@,ATL,2:39,D,,ATL
53,2024-05-28,WSN,@,ATL,2:04,N,,ATL
54,2024-05-29,WSN,@,ATL,2:52,N,,ATL
55,2024-05-30,WSN,@,ATL,2:35,N,,ATL
56,2024-05-31,WSN,@,CLE,2:21,N,,CLE
57,2024-06-01,WSN,@,CLE,2:26,D,,CLE
58,2024-06-02,WSN,@,CLE,2:18,D,,CLE
59,2024-06-03,WSN,,NYM,3:18,N,,WSN
60,2024-06-04,WSN,,NYM,2:34,N,,WSN
61,2024-06-05,WSN,,NYM,2:06,D,,WSN
62,2024-06-06,WSN,,ATL,2:07,N,,WSN
63,2024-06-07,WSN,,ATL,2:10,N,,WSN
64,2024-06-08,WSN,,ATL,2:29,D,,WSN
