Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
65,2024-06-09,WSN,,ATL,2:38,D,,WSN
66,2024-06-11,WSN,@,DET,2:51,N,,DET
67,2024-06-12,WSN,@,DET,2:50,N,,DET
68,2024-06-13,WSN,@,DET,2:34,D,,DET
69,2024-06-14,WSN,,MIA,2:22,N,,WSN
70,2024-06-15,WSN,,MIA,2:08,D,,WSN
71,2024-06-16,WSN,,MIA,2:23,D,,WSN
72,2024-06-18,WSN,,ARI,2:19,N,,WSN
73,2024-06-19,WSN,,ARI,2:15,D,,WSN
74,2024-06-20,WSN,,ARI,2:17,D,,WSN
75,2024-06-21,WSN,@,COL,2:59,N,,COL
76,2024-06-22,WSN,@,COL,2:49,N,,COL
77,2024-06-23,WSN,@,COL,2:16,D,,COL
78,2024-06-24,WSN,@,SDP,2:59,N,,SDP
79,2024-06-25,WSN,@,SDP,2:46,N,,SDP
80,2024-06-26,WSN,@,SDP,2:28,D,,SDP
81,2024-06-28,WSN,@,TBR,2:33,N,,TBR
82,2024-06-29,WSN,@,TBR,2:34,D,,TBR
83,2024-06-30,WSN,@,TBR,2:20,D,,TBR
84,2024-07-01,WSN,,NYM,3:19,N,,WSN
85,2024-07-02,WSN,,NYM,2:46,N,,WSN
86,2024-07-03,WSN,,NYM,2:40,N,,WSN
87,2024-07-04,WSN,,NYM,1:58,D,,WSN
88,2024-07-05,WSN,,STL,3:26,N,,WSN
89,2024-07-06,WSN,,STL,3:10,D,,WSN
90,2024-07-07,WSN,,STL,2:59,D,,WSN
91,2024-07-08,WSN,,STL,2:24,D,,WSN
92,2024-07-09,WSN,@,NYM,2:41,N,,NYM
93,2024-07-10,WSN,@,NYM,2:24,N,,NYM
94,2024-07-11,WSN,@,NYM,2:49,D,,NYM
95,2024-07-12,WSN,@,MIL,2:41,N,,MIL
96,2024-07-13,WSN,@,MIL,3:00,D,,MIL
97,2024-07-14,WSN,@,MIL,2:34,D,,MIL
98,2024-07-19,WSN,,CIN,2:55,N,,WSN
99,2024-07-20,WSN,,CIN,2:49,N,,WSN
100,2024-07-21,WSN,,CIN,2:22,D,,WSN
101,2024-07-23,WSN,,SDP,2:15,N,,WSN
102,2024-07-24,WSN,,SDP,2:47,N,,WSN
103,2024-07-25,WSN,,SDP,2:06,D,,WSN
104,2024-07-26,WSN,@,STL,3:05,N,,STL
105,2024-07-27,WSN,@,STL,3:11,N,,STL
106,2024-07-28,WSN,@,STL,2:17,D,,STL
107,2024-07-29,WSN,@,ARI,3:00,N,,ARI
108,2024-07-30,WSN,@,ARI,2:35,N,,ARI
109,2024-07-31,WSN,@,ARI,2:53,D,,ARI
110,2024-08-02,WSN,,MIL,3:01,N,,WSN
111,2024-08-03,WSN,,MIL,2:10,D,,WSN
112,2024-08-04,WSN,,MIL,2:19,D,,WSN
113,2024-08-05,WSN,,SFG,2:22,N,,WSN
114,2024-08-06,WSN,,SFG,3:02,N,,WSN
115,2024-08-07,WSN,,SFG,2:36,N,,WSN
116,2024-08-08,WSN,,SFG,3:26,D,,WSN
117,2024-08-09,WSN,,LAA,2:55,N,,WSN
118,2024-08-10,WSN,,LAA,2:50,N,,WSN
119,2024-08-11,WSN,,LAA,3:09,D,,WSN
120,2024-08-13,WSN,@,BAL,2:37,N,,BAL
121,2024-08-14,WSN,@,BAL,2:23,N,,BAL
122,2024-08-15,WSN,@,PHI,2:37,N,,PHI
123,2024-08-16,WSN,@,PHI,3:01,N,,PHI
124,2024-08-17,WSN,@,PHI,2:06,N,,PHI
125,2024-08-18,WSN,@,PHI,2:59,D,,PHI
126,2024-08-20,WSN,,COL,2:21,N,,WSN
127,2024-08-21,WSN,,COL,2:16,N,,WSN
128,2024-08-22,WSN,,COL,2:39,D,,WSN
129,2024-08-23,WSN,@,ATL,2:40,N,,ATL
130,2024-08-24,WSN,@,ATL,2:32,N,,ATL
131,2024-08-25,WSN,@,ATL,2:41,D,,ATL
132,2024-08-26,WSN,,NYY,2:46,N,,WSN
133,2024-08-27,WSN,,NYY,2:31,N,,WSN
134,2024-08-28,WSN,,NYY,2:47,N,,WSN
135,2024-08-30,WSN,,CHC,2:39,N,,WSN
136,2024-08-31,WSN,,CHC,2:38,D,,WSN
137,2024-09-01,WSN,,CHC,2:42,D,,WSN
138,2024-09-03,WSN,@,MIA,2:36,N,,MIA
139,2024-09-04,WSN,@,MIA,2:54,N,,MIA
140,2024-09-05,WSN,@,PIT,2:47,N,,PIT
141,2024-09-07,WSN,@,PIT,2:36,D,,PIT
142,2024-09-07,WSN,@,PIT,3:20,N,,PIT
143,2024-09-08,WSN,@,PIT,2:09,D,,PIT
144,2024-09-10,WSN,,ATL,2:35,N,,WSN
145,2024-09-11,WSN,,ATL,2:20,N,,WSN
146,2024-09-12,WSN,,MIA,2:25,N,,WSN
147,2024-09-13,WSN,,MIA,2:16,N,,WSN
148,2024-09-14,WSN,,MIA,2:22,D,,WSN
149,2024-09-15,WSN,,MIA,2:21,D,,WSN
150,2024-09-16,WSN,@,NYM,2:28,N,,NYM
151,2024-09-17,WSN,@,NYM,2:43,N,,NYM
152,2024-09-18,WSN,@,NYM,2:26,N,,NYM
153,2024-09-19,WSN,@,CHC,2:51,N,,CHC
154,2024-09-20,WSN,@,CHC,2:19,D,,CHC
155,2024-09-21,WSN,@,CHC,2:23,D,,CHC
156,2024-09-22,WSN,@,CHC,2:34,D,,CHC
157,2024-09-24,WSN,,KCR,2:47,N,,WSN
158,2024-09-25,WSN,,KCR,2:24,N,,WSN
159,2024-09-26,WSN,,KCR,2:27,D,,WSN
160,2024-09-27,WSN,,PHI,2:32,N,,WSN
161,2024-09-28,WSN,,PHI,2:35,D,,WSN
162,2024-09-29,WSN,,PHI,2:40,D,,WSN
