Gm#,Date,Tm,@,Opp,last_opp,new_series,series
1,2024-03-28,NYY,@,HOU,,True,1.0
2,2024-03-29,NYY,@,HOU,HOU,False,1.0
3,2024-03-30,NYY,@,HOU,HOU,False,1.0
4,2024-03-31,NYY,@,HOU,HOU,False,1.0
5,2024-04-01,NYY,@,ARI,HOU,True,2.0
6,2024-04-02,NYY,@,ARI,ARI,False,2.0
7,2024-04-03,NYY,@,ARI,ARI,False,2.0
8,2024-04-05,NYY,,TOR,ARI,True,3.0
9,2024-04-06,NYY,,TOR,TOR,False,3.0
10,2024-04-07,NYY,,TOR,TOR,False,3.0
11,2024-04-08,NYY,,MIA,TOR,True,4.0
12,2024-04-09,NYY,,MIA,MIA,False,4.0
13,2024-04-10,NYY,,MIA,MIA,False,4.0
14,2024-04-13,NYY,@,CLE,MIA,True,5.0
15,2024-04-13,NYY,@,CLE,CLE,False,5.0
16,2024-04-14,NYY,@,CLE,CLE,False,5.0
17,2024-04-15,NYY,@,TOR,CLE,True,6.0
18,2024-04-16,NYY,@,TOR,TOR,False,6.0
19,2024-04-17,NYY,@,TOR,TOR,False,6.0
20,2024-04-19,NYY,,TBR,TOR,True,7.0
21,2024-04-20,NYY,,TBR,TBR,False,7.0
22,2024-04-21,NYY,,TBR,TBR,False,7.0
23,2024-04-22,NYY,,OAK,TBR,True,8.0
24,2024-04-23,NYY,,OAK,OAK,False,8.0
25,2024-04-24,NYY,,OAK,OAK,False,8.0
26,2024-04-25,NYY,,OAK,OAK,False,8.0
27,2024-04-26,NYY,@,MIL,OAK,True,9.0
28,2024-04-27,NYY,@,MIL,MIL,False,9.0
29,2024-04-28,NYY,@,MIL,MIL,False,9.0
30,2024-04-29,NYY,@,BAL,MIL,True,10.0
31,2024-04-30,NYY,@,BAL,BAL,False,10.0
32,2024-05-01,NYY,@,BAL,BAL,False,10.0
33,2024-05-02,NYY,@,BAL,BAL,False,10.0
34,2024-05-03,NYY,,DET,BAL,True,11.0
35,2024-05-04,NYY,,DET,DET,False,11.0
36,2024-05-05,NYY,,DET,DET,False,11.0
37,2024-05-07,NYY,,HOU,DET,True,12.0
38,2024-05-08,NYY,,HOU,HOU,False,12.0
39,2024-05-09,NYY,,HOU,HOU,False,12.0
40,2024-05-10,NYY,@,TBR,HOU,True,13.0
41,2024-05-11,NYY,@,TBR,TBR,False,13.0
42,2024-05-12,NYY,@,TBR,TBR,False,13.0
43,2024-05-14,NYY,@,MIN,TBR,True,14.0
44,2024-05-15,NYY,@,MIN,MIN,False,14.0
45,2024-05-16,NYY,@,MIN,MIN,False,14.0
46,2024-05-17,NYY,,CHW,MIN,True,15.0
47,2024-05-18,NYY,,CHW,CHW,False,15.0
48,2024-05-19,NYY,,CHW,CHW,False,15.0
49,2024-05-20,NYY,,SEA,CHW,True,16.0
50,2024-05-21,NYY,,SEA,SEA,False,16.0
51,2024-05-22,NYY,,SEA,SEA,False,16.0
52,2024-05-23,NYY,,SEA,SEA,False,16.0
53,2024-05-24,NYY,@,SDP,SEA,True,17.0
54,2024-05-25,NYY,@,SDP,SDP,False,17.0
55,2024-05-26,NYY,@,SDP,SDP,False,17.0
56,2024-05-28,NYY,@,LAA,SDP,True,18.0
57,2024-05-29,NYY,@,LAA,LAA,False,18.0
58,2024-05-30,NYY,@,LAA,LAA,False,18.0
59,2024-05-31,NYY,@,SFG,LAA,True,19.0
60,2024-06-01,NYY,@,SFG,SFG,False,19.0
61,2024-06-02,NYY,@,SFG,SFG,False,19.0
62,2024-06-04,NYY,,MIN,SFG,True,20.0
63,2024-06-05,NYY,,MIN,MIN,False,20.0
64,2024-06-06,NYY,,MIN,MIN,False,20.0
65,2024-06-07,NYY,,LAD,MIN,True,21.0
66,2024-06-08,NYY,,LAD,LAD,False,21.0
67,2024-06-09,NYY,,LAD,LAD,False,21.0
68,2024-06-10,NYY,@,KCR,LAD,True,22.0
69,2024-06-11,NYY,@,KCR,KCR,False,22.0
70,2024-06-12,NYY,@,KCR,KCR,False,22.0
71,2024-06-13,NYY,@,KCR,KCR,False,22.0
72,2024-06-14,NYY,@,BOS,KCR,True,23.0
73,2024-06-15,NYY,@,BOS,BOS,False,23.0
74,2024-06-16,NYY,@,BOS,BOS,False,23.0
75,2024-06-18,NYY,,BAL,BOS,True,24.0
76,2024-06-19,NYY,,BAL,BAL,False,24.0
77,2024-06-20,NYY,,BAL,BAL,False,24.0
78,2024-06-21,NYY,,ATL,BAL,True,25.0
79,2024-06-22,NYY,,ATL,ATL,False,25.0
80,2024-06-23,NYY,,ATL,ATL,False,25.0
81,2024-06-25,NYY,@,NYM,ATL,True,26.0
82,2024-06-26,NYY,@,NYM,NYM,False,26.0
83,2024-06-27,NYY,@,TOR,NYM,True,27.0
84,2024-06-28,NYY,@,TOR,TOR,False,27.0
85,2024-06-29,NYY,@,TOR,TOR,False,27.0
86,2024-06-30,NYY,@,TOR,TOR,False,27.0
87,2024-07-02,NYY,,CIN,TOR,True,28.0
88,2024-07-03,NYY,,CIN,CIN,False,28.0
89,2024-07-04,NYY,,CIN,CIN,False,28.0
90,2024-07-05,NYY,,BOS,CIN,True,29.0
91,2024-07-06,NYY,,BOS,BOS,False,29.0
92,2024-07-07,NYY,,BOS,BOS,False,29.0
93,2024-07-09,NYY,@,TBR,BOS,True,30.0
94,2024-07-10,NYY,@,TBR,TBR,False,30.0
95,2024-07-11,NYY,@,TBR,TBR,False,30.0
96,2024-07-12,NYY,@,BAL,TBR,True,31.0
97,2024-07-13,NYY,@,BAL,BAL,False,31.0
98,2024-07-14,NYY,@,BAL,BAL,False,31.0
99,2024-07-19,NYY,,TBR,BAL,True,32.0
100,2024-07-20,NYY,,TBR,TBR,False,32.0
101,2024-07-21,NYY,,TBR,TBR,False,32.0
102,2024-07-22,NYY,,TBR,TBR,False,32.0
103,2024-07-23,NYY,,NYM,TBR,True,33.0
104,2024-07-24,NYY,,NYM,NYM,False,33.0
105,2024-07-26,NYY,@,BOS,NYM,True,34.0
106,2024-07-27,NYY,@,BOS,BOS,False,34.0
107,2024-07-28,NYY,@,BOS,BOS,False,34.0
108,2024-07-29,NYY,@,PHI,BOS,True,35.0
109,2024-07-30,NYY,@,PHI,PHI,False,35.0
110,2024-07-31,NYY,@,PHI,PHI,False,35.0
