Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
1,2022-04-08,BOS,@,NYY,3:56,D,,NYY
2,2022-04-09,BOS,@,NYY,2:58,D,,NYY
3,2022-04-10,BOS,@,NYY,3:40,N,,NYY
4,2022-04-11,BOS,@,DET,2:50,N,,DET
5,2022-04-12,BOS,@,DET,2:49,D,,DET
6,2022-04-13,BOS,@,DET,3:51,D,,DET
7,2022-04-15,BOS,,MIN,3:33,D,,BOS
8,2022-04-16,BOS,,MIN,2:45,D,,BOS
9,2022-04-17,BOS,,MIN,2:51,D,,BOS
10,2022-04-18,BOS,,MIN,3:28,D,,BOS
11,2022-04-19,BOS,,TOR,3:10,N,,BOS
12,2022-04-20,BOS,,TOR,3:07,N,,BOS
13,2022-04-21,BOS,,TOR,2:59,D,,BOS
14,2022-04-22,BOS,@,TBR,3:21,N,,TBR
15,2022-04-23,BOS,@,TBR,3:05,N,,TBR
16,2022-04-24,BOS,@,TBR,2:38,D,,TBR
17,2022-04-25,BOS,@,TOR,2:16,N,,TOR
18,2022-04-26,BOS,@,TOR,3:47,N,,TOR
19,2022-04-27,BOS,@,TOR,3:05,N,,TOR
20,2022-04-28,BOS,@,TOR,2:42,D,,TOR
21,2022-04-29,BOS,@,BAL,2:57,N,,BAL
22,2022-04-30,BOS,@,BAL,3:09,N,,BAL
23,2022-05-01,BOS,@,BAL,3:19,D,,BAL
24,2022-05-03,BOS,,LAA,2:23,N,,BOS
25,2022-05-04,BOS,,LAA,3:42,N,,BOS
26,2022-05-05,BOS,,LAA,2:55,D,,BOS
27,2022-05-06,BOS,,CHW,3:29,N,,BOS
28,2022-05-07,BOS,,CHW,3:42,D,,BOS
29,2022-05-08,BOS,,CHW,3:21,D,,BOS
30,2022-05-10,BOS,@,ATL,3:47,N,,ATL
31,2022-05-11,BOS,@,ATL,3:11,N,,ATL
32,2022-05-13,BOS,@,TEX,2:46,N,,TEX
33,2022-05-14,BOS,@,TEX,3:23,N,,TEX
34,2022-05-15,BOS,@,TEX,2:57,D,,TEX
35,2022-05-16,BOS,,HOU,3:07,N,,BOS
36,2022-05-17,BOS,,HOU,3:12,N,,BOS
37,2022-05-18,BOS,,HOU,2:38,N,,BOS
38,2022-05-19,BOS,,SEA,3:38,N,,BOS
39,2022-05-20,BOS,,SEA,2:54,N,,BOS
40,2022-05-21,BOS,,SEA,2:59,D,,BOS
41,2022-05-22,BOS,,SEA,3:18,D,,BOS
42,2022-05-24,BOS,@,CHW,3:41,N,,CHW
43,2022-05-25,BOS,@,CHW,2:58,N,,CHW
44,2022-05-26,BOS,@,CHW,4:02,N,,CHW
45,2022-05-27,BOS,,BAL,3:38,N,,BOS
46,2022-05-28,BOS,,BAL,2:58,D,,BOS
47,2022-05-28,BOS,,BAL,3:09,N,,BOS
48,2022-05-29,BOS,,BAL,3:27,D,,BOS
