Gm#,Date,Tm,@,Opp,Time,D/N,Orig. Scheduled,location
1,2024-03-28,TOR,@,TBR,2:33,D,,TBR
2,2024-03-29,TOR,@,TBR,2:28,N,,TBR
3,2024-03-30,TOR,@,TBR,2:44,D,,TBR
4,2024-03-31,TOR,@,TBR,2:47,D,,TBR
5,2024-04-01,TOR,@,HOU,2:01,N,,HOU
6,2024-04-02,TOR,@,HOU,2:28,N,,HOU
7,2024-04-03,TOR,@,HOU,2:45,N,,HOU
8,2024-04-05,TOR,@,NYY,2:54,D,,NYY
9,2024-04-06,TOR,@,NYY,3:20,N,,NYY
10,2024-04-07,TOR,@,NYY,3:10,D,,NYY
11,2024-04-08,TOR,,SEA,2:33,N,,TOR
12,2024-04-09,TOR,,SEA,2:53,N,,TOR
13,2024-04-10,TOR,,SEA,2:40,D,,TOR
14,2024-04-12,TOR,,COL,2:53,N,,TOR
15,2024-04-13,TOR,,COL,2:32,D,,TOR
16,2024-04-14,TOR,,COL,2:32,D,,TOR
17,2024-04-15,TOR,,NYY,2:23,N,,TOR
18,2024-04-16,TOR,,NYY,2:56,N,,TOR
19,2024-04-17,TOR,,NYY,3:10,D,,TOR
20,2024-04-19,TOR,@,SDP,2:57,N,,SDP
21,2024-04-20,TOR,@,SDP,2:36,N,,SDP
22,2024-04-21,TOR,@,SDP,2:31,D,,SDP
23,2024-04-22,TOR,@,KCR,2:23,N,,KCR
24,2024-04-23,TOR,@,KCR,2:33,N,,KCR
25,2024-04-24,TOR,@,KCR,2:38,N,,KCR
26,2024-04-25,TOR,@,KCR,1:33,D,,KCR
27,2024-04-26,TOR,,LAD,2:39,N,,TOR
28,2024-04-27,TOR,,LAD,2:49,D,,TOR
29,2024-04-28,TOR,,LAD,2:20,D,,TOR
30,2024-04-29,TOR,,KCR,2:56,N,,TOR
31,2024-04-30,TOR,,KCR,2:19,N,,TOR
32,2024-05-01,TOR,,KCR,2:19,D,,TOR
33,2024-05-03,TOR,@,WSN,2:49,N,,WSN
34,2024-05-04,TOR,@,WSN,2:59,D,,WSN
35,2024-05-05,TOR,@,WSN,3:01,D,,WSN
36,2024-05-07,TOR,@,PHI,2:35,N,,PHI
37,2024-05-08,TOR,@,PHI,3:01,D,,PHI
38,2024-05-10,TOR,,MIN,2:24,N,,TOR
39,2024-05-11,TOR,,MIN,3:08,D,,TOR
40,2024-05-12,TOR,,MIN,2:20,D,,TOR
41,2024-05-13,TOR,@,BAL,2:42,N,,BAL
42,2024-05-15,TOR,@,BAL,3:05,D,,BAL
43,2024-05-17,TOR,,TBR,2:40,N,,TOR
44,2024-05-18,TOR,,TBR,2:42,D,,TOR
45,2024-05-19,TOR,,TBR,2:27,D,,TOR
46,2024-05-20,TOR,,CHW,2:35,D,,TOR
47,2024-05-21,TOR,,CHW,2:21,N,,TOR
48,2024-05-22,TOR,,CHW,2:43,N,,TOR
49,2024-05-23,TOR,@,DET,2:30,N,,DET
50,2024-05-24,TOR,@,DET,2:37,N,,DET
51,2024-05-25,TOR,@,DET,2:04,D,,DET
52,2024-05-26,TOR,@,DET,3:19,D,,DET
53,2024-05-27,TOR,@,CHW,2:40,D,,CHW
54,2024-05-28,TOR,@,CHW,2:48,N,,CHW
55,2024-05-29,TOR,@,CHW,2:31,N,,CHW
56,2024-05-31,TOR,,PIT,3:46,N,,TOR
57,2024-06-01,TOR,,PIT,2:28,D,,TOR
58,2024-06-02,TOR,,PIT,2:57,D,,TOR
59,2024-06-03,TOR,,BAL,2:30,N,,TOR
60,2024-06-04,TOR,,BAL,2:39,N,,TOR
61,2024-06-05,TOR,,BAL,2:32,N,,TOR
62,2024-06-06,TOR,,BAL,2:26,D,,TOR
63,2024-06-07,TOR,@,OAK,2:07,N,,OAK
64,2024-06-08,TOR,@,OAK,2:27,D,,OAK
65,2024-06-09,TOR,@,OAK,2:32,D,,OAK
66,2024-06-10,TOR,@,MIL,2:13,N,,MIL
67,2024-06-11,TOR,@,MIL,2:37,N,,MIL
68,2024-06-12,TOR,@,MIL,2:37,D,,MIL
69,2024-06-14,TOR,,CLE,2:22,N,,TOR
70,2024-06-15,TOR,,CLE,2:23,D,,TOR
71,2024-06-16,TOR,,CLE,2:48,D,,TOR
72,2024-06-17,TOR,,BOS,2:43,N,,TOR
73,2024-06-18,TOR,,BOS,2:56,N,,TOR
74,2024-06-19,TOR,,BOS,2:54,N,,TOR
75,2024-06-21,TOR,@,CLE,2:33,N,,CLE
76,2024-06-22,TOR,@,CLE,2:22,D,,CLE
77,2024-06-23,TOR,@,CLE,3:01,D,,CLE
78,2024-06-24,TOR,@,BOS,2:37,N,,BOS
79,2024-06-25,TOR,@,BOS,2:45,N,,BOS
80,2024-06-26,TOR,@,BOS,2:36,D,,BOS
81,2024-06-27,TOR,,NYY,2:32,N,,TOR
82,2024-06-28,TOR,,NYY,3:08,N,,TOR
83,2024-06-29,TOR,,NYY,2:51,D,,TOR
84,2024-06-30,TOR,,NYY,2:54,D,,TOR
85,2024-07-01,TOR,,HOU,2:16,D,,TOR
86,2024-07-02,TOR,,HOU,2:24,N,,TOR
87,2024-07-03,TOR,,HOU,2:48,N,,TOR
88,2024-07-04,TOR,,HOU,2:37,D,,TOR
89,2024-07-05,TOR,@,SEA,2:27,N,,SEA
90,2024-07-06,TOR,@,SEA,2:53,D,,SEA
91,2024-07-07,TOR,@,SEA,3:22,D,,SEA
92,2024-07-09,TOR,@,SFG,2:27,N,,SFG
93,2024-07-10,TOR,@,SFG,2:41,N,,SFG
94,2024-07-11,TOR,@,SFG,2:32,D,,SFG
95,2024-07-12,TOR,@,ARI,2:39,N,,ARI
96,2024-07-13,TOR,@,ARI,2:45,N,,ARI
97,2024-07-14,TOR,@,ARI,2:51,D,,ARI
