Gm#,Date,Tm,@,Opp,last_opp,new_series,series
1,2024-03-28,TOR,@,TBR,,True,1.0
2,2024-03-29,TOR,@,TBR,TBR,False,1.0
3,2024-03-30,TOR,@,TBR,TBR,False,1.0
4,2024-03-31,TOR,@,TBR,TBR,False,1.0
5,2024-04-01,TOR,@,HOU,TBR,True,2.0
6,2024-04-02,TOR,@,HOU,HOU,False,2.0
7,2024-04-03,TOR,@,HOU,HOU,False,2.0
8,2024-04-05,TOR,@,NYY,HOU,True,3.0
9,2024-04-06,TOR,@,NYY,NYY,False,3.0
10,2024-04-07,TOR,@,NYY,NYY,False,3.0
11,2024-04-08,TOR,,SEA,NYY,True,4.0
12,2024-04-09,TOR,,SEA,SEA,False,4.0
13,2024-04-10,TOR,,SEA,SEA,False,4.0
14,2024-04-12,TOR,,COL,SEA,True,5.0
15,2024-04-13,TOR,,COL,COL,False,5.0
16,2024-04-14,TOR,,COL,COL,False,5.0
17,2024-04-15,TOR,,NYY,COL,True,6.0
18,2024-04-16,TOR,,NYY,NYY,False,6.0
19,2024-04-17,TOR,,NYY,NYY,False,6.0
20,2024-04-19,TOR,@,SDP,NYY,True,7.0
21,2024-04-20,TOR,@,SDP,SDP,False,7.0
22,2024-04-21,TOR,@,SDP,SDP,False,7.0
23,2024-04-22,TOR,@,KCR,SDP,True,8.0
24,2024-04-23,TOR,@,KCR,KCR,False,8.0
25,2024-04-24,TOR,@,KCR,KCR,False,8.0
26,2024-04-25,TOR,@,KCR,KCR,False,8.0
27,2024-04-26,TOR,,LAD,KCR,True,9.0
28,2024-04-27,TOR,,LAD,LAD,False,9.0
29,2024-04-28,TOR,,LAD,LAD,False,9.0
30,2024-04-29,TOR,,KCR,LAD,True,10.0
31,2024-04-30,TOR,,KCR,KCR,False,10.0
32,2024-05-01,TOR,,KCR,KCR,False,10.0
33,2024-05-03,TOR,@,WSN,KCR,True,11.0
34,2024-05-04,TOR,@,WSN,WSN,False,11.0
35,2024-05-05,TOR,@,WSN,WSN,False,11.0
36,2024-05-07,TOR,@,PHI,WSN,True,12.0
37,2024-05-08,TOR,@,PHI,PHI,False,12.0
38,2024-05-10,TOR,,MIN,PHI,True,13.0
39,2024-05-11,TOR,,MIN,MIN,False,13.0
40,2024-05-12,TOR,,MIN,MIN,False,13.0
41,2024-05-13,TOR,@,BAL,MIN,True,14.0
42,2024-05-15,TOR,@,BAL,BAL,False,14.0
43,2024-05-17,TOR,,TBR,BAL,True,15.0
44,2024-05-18,TOR,,TBR,TBR,False,15.0
45,2024-05-19,TOR,,TBR,TBR,False,15.0
46,2024-05-20,TOR,,CHW,TBR,True,16.0
47,2024-05-21,TOR,,CHW,CHW,False,16.0
48,2024-05-22,TOR,,CHW,CHW,False,16.0
49,2024-05-23,TOR,@,DET,CHW,True,17.0
50,2024-05-24,TOR,@,DET,DET,False,17.0
51,2024-05-25,TOR,@,DET,DET,False,17.0
52,2024-05-26,TOR,@,DET,DET,False,17.0
53,2024-05-27,TOR,@,CHW,DET,True,18.0
54,2024-05-28,TOR,@,CHW,CHW,False,18.0
55,2024-05-29,TOR,@,CHW,CHW,False,18.0
56,2024-05-31,TOR,,PIT,CHW,True,19.0
57,2024-06-01,TOR,,PIT,PIT,False,19.0
58,2024-06-02,TOR,,PIT,PIT,False,19.0
59,2024-06-03,TOR,,BAL,PIT,True,20.0
60,2024-06-04,TOR,,BAL,BAL,False,20.0
61,2024-06-05,TOR,,BAL,BAL,False,20.0
62,2024-06-06,TOR,,BAL,BAL,False,20.0
63,2024-06-07,TOR,@,OAK,BAL,True,21.0
64,2024-06-08,TOR,@,OAK,OAK,False,21.0
65,2024-06-09,TOR,@,OAK,OAK,False,21.0
66,2024-06-10,TOR,@,MIL,OAK,True,22.0
67,2024-06-11,TOR,@,MIL,MIL,False,22.0
68,2024-06-12,TOR,@,MIL,MIL,False,22.0
69,2024-06-14,TOR,,CLE,MIL,True,23.0
70,2024-06-15,TOR,,CLE,CLE,False,23.0
71,2024-06-16,TOR,,CLE,CLE,False,23.0
72,2024-06-17,TOR,,BOS,CLE,True,24.0
73,2024-06-18,TOR,,BOS,BOS,False,24.0
74,2024-06-19,TOR,,BOS,BOS,False,24.0
75,2024-06-21,TOR,@,CLE,BOS,True,25.0
76,2024-06-22,TOR,@,CLE,CLE,False,25.0
77,2024-06-23,TOR,@,CLE,CLE,False,25.0
78,2024-06-24,TOR,@,BOS,CLE,True,26.0
79,2024-06-25,TOR,@,BOS,BOS,False,26.0
80,2024-06-26,TOR,@,BOS,BOS,False,26.0
81,2024-06-27,TOR,,NYY,BOS,True,27.0
82,2024-06-28,TOR,,NYY,NYY,False,27.0
83,2024-06-29,TOR,,NYY,NYY,False,27.0
84,2024-06-30,TOR,,NYY,NYY,False,27.0
85,2024-07-01,TOR,,HOU,NYY,True,28.0
86,2024-07-02,TOR,,HOU,HOU,False,28.0
87,2024-07-03,TOR,,HOU,HOU,False,28.0
88,2024-07-04,TOR,,HOU,HOU,False,28.0
89,2024-07-05,TOR,@,SEA,HOU,True,29.0
90,2024-07-06,TOR,@,SEA,SEA,False,29.0
91,2024-07-07,TOR,@,SEA,SEA,False,29.0
92,2024-07-09,TOR,@,SFG,SEA,True,30.0
93,2024-07-10,TOR,@,SFG,SFG,False,30.0
94,2024-07-11,TOR,@,SFG,SFG,False,30.0
95,2024-07-12,TOR,@,ARI,SFG,True,31.0
96,2024-07-13,TOR,@,ARI,ARI,False,31.0
97,2024-07-14,TOR,@,ARI,ARI,False,31.0
98,2024-07-19,TOR,,DET,ARI,True,32.0
99,2024-07-20,TOR,,DET,DET,False,32.0
100,2024-07-21,TOR,,DET,DET,False,32.0
101,2024-07-23,TOR,,TBR,DET,True,33.0
102,2024-07-24,TOR,,TBR,TBR,False,33.0
103,2024-07-25,TOR,,TBR,TBR,False,33.0
104,2024-07-26,TOR,,TEX,TBR,True,34.0
105,2024-07-27,TOR,,TEX,TEX,False,34.0
106,2024-07-28,TOR,,TEX,TEX,False,34.0
107,2024-07-29,TOR,@,BAL,TEX,True,35.0
108,2024-07-29,TOR,@,BAL,BAL,False,35.0
109,2024-07-30,TOR,@,BAL,BAL,False,35.0
110,2024-07-31,TOR,@,BAL,BAL,False,35.0
111,2024-08-02,TOR,@,NYY,BAL,True,36.0
112,2024-08-03,TOR,@,NYY,NYY,False,36.0
113,2024-08-04,TOR,@,NYY,NYY,False,36.0
114,2024-08-06,TOR,,BAL,NYY,True,37.0
115,2024-08-07,TOR,,BAL,BAL,False,37.0
116,2024-08-08,TOR,,BAL,BAL,False,37.0
117,2024-08-09,TOR,,OAK,BAL,True,38.0
118,2024-08-10,TOR,,OAK,OAK,False,38.0
119,2024-08-11,TOR,,OAK,OAK,False,38.0
120,2024-08-12,TOR,@,LAA,OAK,True,39.0
121,2024-08-13,TOR,@,LAA,LAA,False,39.0
122,2024-08-14,TOR,@,LAA,LAA,False,39.0
123,2024-08-16,TOR,@,CHC,LAA,True,40.0
124,2024-08-17,TOR,@,CHC,CHC,False,40.0
125,2024-08-18,TOR,@,CHC,CHC,False,40.0
126,2024-08-19,TOR,,CIN,CHC,True,41.0
127,2024-08-20,TOR,,CIN,CIN,False,41.0
128,2024-08-21,TOR,,CIN,CIN,False,41.0
129,2024-08-22,TOR,,LAA,CIN,True,42.0
130,2024-08-23,TOR,,LAA,LAA,False,42.0
131,2024-08-24,TOR,,LAA,LAA,False,42.0
