Gm#,Date,Tm,@,Opp,last_opp,new_series,series
132,2024-08-25,TOR,,LAA,LAA,False,42.0
133,2024-08-26,TOR,@,BOS,LAA,True,43.0
134,2024-08-27,TOR,@,BOS,BOS,False,43.0
135,2024-08-28,TOR,@,BOS,BOS,False,43.0
136,2024-08-29,TOR,@,BOS,BOS,False,43.0
137,2024-08-30,TOR,@,MIN,BOS,True,44.0
138,2024-08-31,TOR,@,MIN,MIN,False,44.0
139,2024-09-01,TOR,@,MIN,MIN,False,44.0
140,2024-09-03,TOR,,PHI,MIN,True,45.0
141,2024-09-04,TOR,,PHI,PHI,False,45.0
142,2024-09-06,TOR,@,ATL,PHI,True,46.0
143,2024-09-07,TOR,@,ATL,ATL,False,46.0
144,2024-09-08,TOR,@,ATL,ATL,False,46.0
145,2024-09-09,TOR,,NYM,ATL,True,47.0
146,2024-09-10,TOR,,NYM,NYM,False,47.0
147,2024-09-11,TOR,,NYM,NYM,False,47.0
148,2024-09-13,TOR,,STL,NYM,True,48.0
149,2024-09-14,TOR,,STL,STL,False,48.0
150,2024-09-15,TOR,,STL,STL,False,48.0
151,2024-09-17,TOR,@,TEX,STL,True,49.0
152,2024-09-18,TOR,@,TEX,TEX,False,49.0
153,2024-09-19,TOR,@,TEX,TEX,False,49.0
154,2024-09-20,TOR,@,TBR,TEX,True,50.0
155,2024-09-21,TOR,@,TBR,TBR,False,50.0
156,2024-09-22,TOR,@,TBR,TBR,False,50.0
157,2024-09-23,TOR,,BOS,TBR,True,51.0
158,2024-09-24,TOR,,BOS,BOS,False,51.0
159,2024-09-25,TOR,,BOS,BOS,False,51.0
160,2024-09-27,TOR,,MIA,BOS,True,52.0
161,2024-09-28,TOR,,MIA,MIA,False,52.0
162,2024-09-29,TOR,,MIA,MIA,False,52.0
