Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,Thursday Mar 28,boxscore,LAA,@,BAL,L,3,11,,0-1,2,1.0,Burnes,Sandoval,,2:43,D,45029,.95,-,
2,Saturday Mar 30,boxscore,LAA,@,BAL,L,4,13,,0-2,3,2.0,Rodriguez,Canning,,2:55,D,28420,.91,--,
3,Sunday Mar 31,boxscore,LAA,@,BAL,W,4,1,,1-2,3,1.0,Detmers,Wells,Estévez,2:19,D,20576,.86,+,
4,Monday Apr 1,boxscore,LAA,@,MIA,W,7,4,,2-2,3,1.0,Cimber,Scott,Estévez,2:52,N,9411,.89,++,
5,Tuesday Apr 2,boxscore,LAA,@,MIA,W,3,1,,3-2,1,Tied,Anderson,Luzardo,García,2:18,N,9033,.93,+++,
6,Wednesday Apr 3,boxscore,LAA,@,MIA,W,10,2,,4-2,1,Tied,Sandoval,Puk,Zuñiga,2:46,D,8573,.99,++++,
7,Friday Apr 5,boxscore,LAA,,BOS,L,6,8,,4-3,2,1.0,Martin,Soriano,Jansen,3:11,N,44714,1.04,-,
8,Saturday Apr 6,boxscore,LAA,,BOS,W,2,1,,5-3,2,1.0,Detmers,Weissert,Estévez,2:42,N,44485,1.02,+,
9,Sunday Apr 7,boxscore,LAA,,BOS,L,2,12,,5-4,2,1.0,Houck,Silseth,Anderson,2:56,D,38917,1.07,-,
10,Monday Apr 8,boxscore,LAA,,TBR,W,7,1,,6-4,1,Tied,Anderson,Eflin,,2:14,N,18748,.98,+,
11,Tuesday Apr 9,boxscore,LAA,,TBR,L,4,6,,6-5,1,Tied,Civale,Sandoval,Fairbanks,2:46,N,20271,1.05,-,
12,Wednesday Apr 10,boxscore,LAA,,TBR,L,2,4,,6-6,2,1.0,Kelly,Soriano,Fairbanks,2:32,D,16600,.98,--,
13,Friday Apr 12,boxscore,LAA,@,BOS,W,7,0,,7-6,2,0.5,Detmers,Houck,,2:20,N,26106,.94,+,
14,Saturday Apr 13,boxscore,LAA,@,BOS,L,2,7,,7-7,2,0.5,Weissert,Canning,,2:28,D,31878,1.00,-,
15,Sunday Apr 14,boxscore,LAA,@,BOS,L,4,5,,7-8,2,0.5,Bello,Anderson,Jansen,2:55,D,30792,.96,--,
16,Monday Apr 15,boxscore,LAA,@,TBR,W,7,3,,8-8,2,0.5,García,Maton,,2:34,N,12267,.96,+,
17,Tuesday Apr 16,boxscore,LAA,@,TBR,L-wo,6,7,13,8-9,2,0.5,Cleavinger,Fulmer,,3:29,N,12160,1.01,-,
18,Wednesday Apr 17,boxscore,LAA,@,TBR,W,5,4,,9-9,2,0.5,Strickland,Fairbanks,,2:42,N,10844,.96,+,
19,Thursday Apr 18,boxscore,LAA,@,TBR,L,1,2,,9-10,2,1.5,Pepiot,Canning,Poche,2:15,D,10648,1.00,-,
20,Friday Apr 19,boxscore,LAA,@,CIN,L,1,7,,9-11,3,1.5,Lodolo,Anderson,,2:12,N,22539,.94,--,
21,Saturday Apr 20,boxscore,LAA,@,CIN,L,5,7,,9-12,3,1.5,Ashcraft,Sandoval,Díaz,2:50,N,27343,.90,---,
22,Sunday Apr 21,boxscore,LAA,@,CIN,L,0,3,,9-13,3,2.5,Pagán,Soriano,Díaz,2:36,D,25935,.85,----,
23,Monday Apr 22,boxscore,LAA,,BAL,L,2,4,,9-14,3,3.0,Suárez,Detmers,Kimbrel,2:36,N,26081,.82,-----,
24,Tuesday Apr 23,boxscore,LAA,,BAL,W,7,4,,10-14,3,2.5,Canning,Rodriguez,Estévez,2:45,N,22803,.74,+,
25,Wednesday Apr 24,boxscore,LAA,,BAL,L,5,6,,10-15,3,3.0,Kremer,Anderson,Kimbrel,2:57,D,19557,.84,-,
26,Friday Apr 26,boxscore,LAA,,MIN,L,3,5,,10-16,4,4.0,Ober,Sandoval,Thielbar,2:50,N,31087,.71,--,
27,Saturday Apr 27,boxscore,LAA,,MIN,L,5,16,,10-17,4,5.0,Paddack,Soriano,,3:05,N,44478,.71,---,
28,Sunday Apr 28,boxscore,LAA,,MIN,L,5,11,,10-18,4,5.0,López,Detmers,,3:01,D,38955,.63,----,
29,Monday Apr 29,boxscore,LAA,,PHI,W,6,5,,11-18,4,5.0,Cimber,Domínguez,Estévez,2:43,N,25449,.55,+,
30,Tuesday Apr 30,boxscore,LAA,,PHI,L,5,7,,11-19,4,6.0,Alvarado,Estévez,Hoffman,2:48,N,23949,.57,-,
31,Wednesday May 1,boxscore,LAA,,PHI,L,1,2,,11-20,4,6.0,Wheeler,Sandoval,Soto,2:53,D,20156,.48,--,
32,Friday May 3,boxscore,LAA,@,CLE,W,6,0,,12-20,4,5.0,Soriano,Bibee,,2:41,N,19698,.50,+,
33,Saturday May 4,boxscore,LAA,@,CLE,L,1,7,,12-21,4,6.0,Lively,Detmers,,2:15,N,26292,.53,-,
34,Sunday May 5,boxscore,LAA,@,CLE,L,1,4,,12-22,4,7.0,Carrasco,Canning,Clase,2:15,D,19579,.47,--,
35,Monday May 6,boxscore,LAA,@,PIT,L,1,4,,12-23,5,7.5,Keller,Anderson,,1:55,N,9506,.40,---,
36,Tuesday May 7,boxscore,LAA,@,PIT,W,9,0,,13-23,4,7.5,Sandoval,Priester,,2:31,N,10844,.34,+,
37,Wednesday May 8,boxscore,LAA,@,PIT,W,5,4,,14-23,4,7.0,Cimber,Ortiz,Estévez,2:29,D,15213,.39,++,
38,Thursday May 9,boxscore,LAA,,KCR,L,4,10,,14-24,4,7.5,Wacha,Detmers,,2:44,N,23568,.42,-,
39,Friday May 10,boxscore,LAA,,KCR,L,1,2,,14-25,5,7.5,Duffey,Estévez,Schreiber,2:38,N,29126,.43,--,
40,Saturday May 11,boxscore,LAA,,KCR,W,9,3,,15-25,4,6.5,Anderson,Ragans,,2:21,N,31593,.37,+,
41,Sunday May 12,boxscore,LAA,,KCR,L,2,4,,15-26,5,7.0,Lugo,Sandoval,McArthur,2:18,D,27723,.40,-,
42,Monday May 13,boxscore,LAA,,STL,L,5,10,,15-27,5,8.0,Leahy,Moore,,2:54,N,22814,.35,--,
43,Tuesday May 14,boxscore,LAA,,STL,L,6,7,,15-28,5,8.0,Gray,Strickland,Helsley,2:55,N,21490,.30,---,
44,Wednesday May 15,boxscore,LAA,,STL,W,7,2,,16-28,5,8.0,Canning,Lynn,,2:57,N,21961,.28,+,
45,Friday May 17,boxscore,LAA,@,TEX,W,9,3,,17-28,5,7.0,Anderson,Heaney,,2:50,N,37922,.36,++,
46,Saturday May 18,boxscore,LAA,@,TEX,L-wo,2,3,13,17-29,5,8.0,Rodríguez,Fulmer,,3:44,N,36457,.39,-,
47,Sunday May 19,boxscore,LAA,@,TEX,W,4,1,,18-29,4,7.0,Soriano,Lorenzen,García,2:23,D,36009,.38,+,
48,Monday May 20,boxscore,LAA,@,HOU,W,9,7,,19-29,4,7.0,Suarez,Valdez,Estévez,2:36,N,29821,.39,++,
49,Tuesday May 21,boxscore,LAA,@,HOU,L-wo,5,6,10,19-30,5,8.0,Hader,Estévez,,2:58,N,30891,.40,-,
50,Wednesday May 22,boxscore,LAA,@,HOU,W,2,1,,20-30,4,7.0,Anderson,Brown,García,2:18,D,30599,.38,+,
51,Friday May 24,boxscore,LAA,,CLE,L,4,10,,20-31,4,6.5,Allen,Sandoval,,2:40,N,37618,.38,-,
52,Saturday May 25,boxscore,LAA,,CLE,L,3,4,,20-32,5,6.5,Bibee,Soriano,Clase,2:22,N,35861,.36,--,
53,Sunday May 26,boxscore,LAA,,CLE,L,4,5,,20-33,5,7.5,Lively,Detmers,Clase,2:33,D,38741,.35,---,
54,Tuesday May 28,boxscore,LAA,,NYY,W,4,3,,21-33,5,8.0,Moore,Weaver,Estévez,2:25,N,34894,.28,+,
55,Wednesday May 29,boxscore,LAA,,NYY,L,1,2,,21-34,5,9.0,Gil,Anderson,Holmes,2:23,N,34313,.28,-,
56,Thursday May 30,boxscore,LAA,,NYY,L,3,8,,21-35,5,9.0,Rodón,Sandoval,,2:41,N,36312,.24,--,
57,Friday May 31,boxscore,LAA,@,SEA,L,4,5,,21-36,5,10.0,Stanek,Moore,Muñoz,2:32,N,40001,.27,---,
58,Saturday Jun 1,boxscore,LAA,@,SEA,L,0,9,,21-37,5,11.0,Miller,Detmers,,2:47,D,39932,.24,----,
59,Sunday Jun 2,boxscore,LAA,@,SEA,L,1,5,,21-38,5,12.0,Castillo,Canning,,2:39,D,35990,.19,-----,
60,Monday Jun 3,boxscore,LAA,,SDP,W,2,1,,22-38,5,11.5,Strickland,Morejón,Estévez,2:17,N,32683,.11,+,
61,Tuesday Jun 4,boxscore,LAA,,SDP,W,4,2,,23-38,5,11.5,Moore,Matsui,Estévez,2:29,N,33947,.12,++,
62,Wednesday Jun 5,boxscore,LAA,,SDP,W,3,2,,24-38,5,10.5,Soriano,Cease,Moore,2:18,N,31960,.14,+++,
63,Friday Jun 7,boxscore,LAA,,HOU,L,1,7,,24-39,5,11.0,Valdez,Canning,,2:19,N,36534,.16,-,
64,Saturday Jun 8,boxscore,LAA,,HOU,L,1,6,,24-40,5,11.0,Brown,Anderson,,2:48,N,38217,.14,--,
65,Sunday Jun 9,boxscore,LAA,,HOU,W-wo,9,7,,25-40,4,11.0,Estévez,Hader,,3:13,D,42703,.15,+,
66,Tuesday Jun 11,boxscore,LAA,@,ARI,L,4,9,,25-41,4,12.5,Montgomery,Suarez,,3:17,N,20972,.14,-,
67,Wednesday Jun 12,boxscore,LAA,@,ARI,W,8,3,,26-41,4,12.5,Soriano,Cecconi,,2:42,N,19691,.11,+,
68,Thursday Jun 13,boxscore,LAA,@,ARI,L,1,11,,26-42,4,12.5,Pfaadt,Canning,,2:36,N,18185,.13,-,
69,Friday Jun 14,boxscore,LAA,@,SFG,W,8,6,,27-42,4,12.5,Anderson,Howard,Estévez,2:56,N,32842,.11,+,
70,Saturday Jun 15,boxscore,LAA,@,SFG,W,4,3,,28-42,4,12.5,Moore,Walker,Estévez,2:37,D,36235,.13,++,
71,Sunday Jun 16,boxscore,LAA,@,SFG,L,6,13,,28-43,4,13.5,Bivens,Suarez,,2:48,D,41008,.15,-,
72,Monday Jun 17,boxscore,LAA,,MIL,W,5,3,,29-43,4,13.0,Plesac,Rodriguez,Estévez,2:27,N,26575,.10,+,
73,Tuesday Jun 18,boxscore,LAA,,MIL,L,3,6,,29-44,4,14.0,Myers,Canning,Megill,2:47,N,27967,.12,-,
74,Wednesday Jun 19,boxscore,LAA,,MIL,L,0,2,,29-45,4,14.0,Peralta,Anderson,Megill,2:22,N,28483,.09,--,
75,Friday Jun 21,boxscore,LAA,@,LAD,W,3,2,10,30-45,4,12.5,García,Banda,Estévez,2:40,N,51841,.08,+,
76,Saturday Jun 22,boxscore,LAA,@,LAD,L,2,7,,30-46,4,13.5,Glasnow,Plesac,,2:10,N,53273,.11,-,
77,Monday Jun 24,boxscore,LAA,,OAK,W,5,1,,31-46,4,12.0,Canning,Medina,,2:23,N,24586,.08,+,
78,Tuesday Jun 25,boxscore,LAA,,OAK,W,7,5,,32-46,4,11.0,Anderson,Spence,Estévez,2:47,N,26473,.11,++,
79,Wednesday Jun 26,boxscore,LAA,,OAK,W,5,2,,33-46,4,11.0,Moore,Estes,,2:37,D,31240,.11,+++,
80,Thursday Jun 27,boxscore,LAA,,DET,W,5,0,,34-46,4,10.5,Daniel,Flaherty,,2:05,N,27340,.14,++++,
81,Friday Jun 28,boxscore,LAA,,DET,W,5,2,,35-46,4,10.5,García,Miller,Estévez,2:16,N,34381,.15,+++++,
82,Saturday Jun 29,boxscore,LAA,,DET,W-wo,6,5,10,36-46,4,9.5,Joyce,Foley,,2:50,N,39559,.17,++++++,
83,Sunday Jun 30,boxscore,LAA,,DET,L,6,7,,36-47,4,9.5,Mize,Anderson,Holton,2:42,D,35061,.18,-,
84,Tuesday Jul 2,boxscore,LAA,@,OAK,L,5,7,,36-48,4,9.5,Spence,Soriano,,2:40,N,5447,.18,--,
85,Wednesday Jul 3,boxscore,LAA,@,OAK,L,0,5,,36-49,4,9.5,Estes,Daniel,,2:14,N,14837,.16,---,
86,Thursday Jul 4,boxscore,LAA,@,OAK,L,0,5,,36-50,4,10.5,Sears,Contreras,,2:38,D,11956,.13,----,
87,Friday Jul 5,boxscore,LAA,@,CHC,L,1,5,,36-51,4,11.5,Steele,Canning,,2:07,D,36948,.10,-----,
88,Saturday Jul 6,boxscore,LAA,@,CHC,W,7,0,,37-51,4,10.5,Anderson,Hendricks,,2:29,D,36420,.07,+,
89,Sunday Jul 7,boxscore,LAA,@,CHC,L,0,5,,37-52,4,10.5,Wesneski,Soriano,Neris,2:18,D,34355,.09,-,
90,Monday Jul 8,boxscore,LAA,,TEX,L,4,9,,37-53,4,11.0,Gray,Daniel,,2:38,N,25193,.09,--,
91,Tuesday Jul 9,boxscore,LAA,,TEX,L,4,5,,37-54,4,12.0,Leclerc,García,Yates,2:31,N,23791,.07,---,
92,Wednesday Jul 10,boxscore,LAA,,TEX,W,7,2,,38-54,4,12.0,Crouse,Lorenzen,,2:30,N,23230,.06,+,
93,Thursday Jul 11,boxscore,LAA,,SEA,L,0,11,,38-55,4,13.0,Castillo,Kochanowicz,,2:30,N,26747,.06,-,
94,Friday Jul 12,boxscore,LAA,,SEA,W-wo,6,5,10,39-55,4,12.0,Crouse,Voth,,2:48,N,31243,.03,+,
95,Saturday Jul 13,boxscore,LAA,,SEA,W,2,1,,40-55,4,11.0,Soriano,Kirby,Estévez,2:14,N,43273,.05,++,
96,Sunday Jul 14,boxscore,LAA,,SEA,W,3,2,,41-55,4,10.0,Crouse,Voth,Contreras,2:37,D,26015,.07,+++,
