Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,Thursday Mar 28,boxscore,SFG,@,SDP,L,4,6,,0-1,4,1.0,Matsui,Jackson,Suarez,2:34,D,44953,1.01,-,
2,Friday Mar 29,boxscore,SFG,@,SDP,W,8,3,,1-1,3,1.0,Harrison,Musgrove,,2:25,N,45427,.97,+,
3,Saturday Mar 30,boxscore,SFG,@,SDP,W,9,6,,2-1,1,Tied,Hicks,Cease,,3:04,D,37104,1.04,++,
4,Sunday Mar 31,boxscore,SFG,@,SDP,L,4,13,,2-2,3,1.0,Avila,Jefferies,,2:43,D,34499,1.06,-,
5,Monday Apr 1,boxscore,SFG,@,LAD,L,3,8,,2-3,3,2.0,Paxton,Winn,,2:38,N,49044,1.03,--,
6,Tuesday Apr 2,boxscore,SFG,@,LAD,L,4,5,,2-4,3,3.0,Yarbrough,Webb,Phillips,2:57,N,49365,1.00,---,
7,Wednesday Apr 3,boxscore,SFG,@,LAD,L,4,5,,2-5,4,4.0,Glasnow,Harrison,Lamet,2:25,N,52746,.97,----,
8,Friday Apr 5,boxscore,SFG,,SDP,W-wo,3,2,,3-5,3,3.0,Doval,De Los Santos,,2:25,D,40645,.90,+,
9,Saturday Apr 6,boxscore,SFG,,SDP,L,0,4,,3-6,4,4.0,King,Winn,,2:10,N,40114,.96,-,
10,Sunday Apr 7,boxscore,SFG,,SDP,W,3,2,,4-6,2,3.0,Walker,Brito,Doval,2:16,D,40149,.87,+,
11,Monday Apr 8,boxscore,SFG,,WSN,L,1,8,,4-7,3,4.0,Williams,Snell,,2:48,N,25582,.91,-,
12,Tuesday Apr 9,boxscore,SFG,,WSN,L,3,5,,4-8,4,5.0,Weems,Walker,Finnegan,2:41,N,24380,.88,--,
13,Wednesday Apr 10,boxscore,SFG,,WSN,W,7,1,,5-8,4,4.0,Hicks,Corbin,,2:07,D,25558,.77,+,
14,Friday Apr 12,boxscore,SFG,@,TBR,L,1,2,,5-9,4,4.0,Cleavinger,Winn,Fairbanks,2:32,N,15146,.81,-,
15,Saturday Apr 13,boxscore,SFG,@,TBR,W,11,2,,6-9,4,4.0,Webb,Pepiot,,2:27,D,17411,.74,+,
16,Sunday Apr 14,boxscore,SFG,@,TBR,L,4,9,,6-10,4,4.0,Alexander,Snell,,2:20,D,19470,.79,-,
17,Monday Apr 15,boxscore,SFG,@,MIA,W,4,3,,7-10,4,3.0,Harrison,Soriano,Doval,2:36,N,8290,.76,+,
18,Tuesday Apr 16,boxscore,SFG,@,MIA,L,3,6,,7-11,4,4.0,Weathers,Walker,Scott,2:41,N,8076,.80,-,
19,Wednesday Apr 17,boxscore,SFG,@,MIA,W,3,1,,8-11,4,3.0,Winn,Cronin,Doval,2:24,D,8179,.77,+,
20,Thursday Apr 18,boxscore,SFG,,ARI,W,5,0,,9-11,3,2.5,Webb,Allen,,2:12,N,26896,.89,++,
21,Friday Apr 19,boxscore,SFG,,ARI,L,1,17,,9-12,4,2.5,Montgomery,Snell,,3:00,N,33921,.93,-,
22,Saturday Apr 20,boxscore,SFG,,ARI,W,7,3,,10-12,3,1.5,Walker,Gallen,,2:34,D,31063,.94,+,
23,Sunday Apr 21,boxscore,SFG,,ARI,L,3,5,,10-13,4,2.5,Cecconi,Miller,Ginkel,2:40,D,35922,.98,-,
24,Monday Apr 22,boxscore,SFG,,NYM,W,5,2,,11-13,3,2.0,Winn,Quintana,,2:25,N,24138,.85,+,
25,Tuesday Apr 23,boxscore,SFG,,NYM,W,5,1,,12-13,3,2.0,Webb,Severino,Doval,2:10,N,25453,.89,++,
26,Wednesday Apr 24,boxscore,SFG,,NYM,L,2,8,,12-14,3,3.0,Garrett,Hjelle,,2:50,D,30183,.91,-,
27,Friday Apr 26,boxscore,SFG,,PIT,W-wo,3,0,,13-14,2,3.5,Doval,Bednar,,2:23,N,37110,.89,+,
28,Saturday Apr 27,boxscore,SFG,,PIT,L,3,4,10,13-15,2,4.5,Stratton,Rogers,Bednar,2:46,N,34841,.90,-,
29,Sunday Apr 28,boxscore,SFG,,PIT,W,3,2,,14-15,2,3.5,Winn,Jones,Doval,2:23,D,36380,.85,+,
30,Tuesday Apr 30,boxscore,SFG,@,BOS,L,0,4,,14-16,2,4.0,Criswell,Webb,,2:32,N,30027,.86,-,
31,Wednesday May 1,boxscore,SFG,@,BOS,L,2,6,,14-17,3,5.0,Crawford,Jefferies,,2:14,N,30787,.83,--,
32,Thursday May 2,boxscore,SFG,@,BOS,W,3,1,,15-17,2,4.5,Walker,Kelly,Doval,2:21,D,30065,.78,+,
33,Friday May 3,boxscore,SFG,@,PHI,L,3,4,,15-18,3,5.5,Strahm,Hicks,Alvarado,3:00,N,40888,.85,-,
34,Saturday May 4,boxscore,SFG,@,PHI,L,3,14,,15-19,3,6.5,Suárez,Winn,,3:01,N,42610,.88,--,
35,Sunday May 5,boxscore,SFG,@,PHI,L,4,5,,15-20,3,7.5,Walker,Webb,Alvarado,2:45,N,41058,.75,---,
36,Monday May 6,boxscore,SFG,@,PHI,L,1,6,,15-21,4,8.5,Wheeler,Black,,2:23,D,33408,.69,----,
37,Tuesday May 7,boxscore,SFG,@,COL,W,5,0,,16-21,4,8.5,Harrison,Hudson,,2:31,N,21259,.64,+,
38,Wednesday May 8,boxscore,SFG,@,COL,W,8,6,,17-21,4,8.5,Hicks,Lambert,,2:46,N,20532,.70,++,
39,Thursday May 9,boxscore,SFG,@,COL,L,1,9,,17-22,4,9.0,Quantrill,Winn,,2:20,D,23870,.70,-,
40,Friday May 10,boxscore,SFG,,CIN,L,2,4,,17-23,4,9.0,Abbott,Webb,Díaz,2:30,N,32867,.67,--,
