Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
22,Sunday May 1,boxscore,TEX,,ATL,W,7,3,,8-14,5,6.5,Hearn,Muller,,3:00,D,38316,.54,++,
23,Tuesday May 3,boxscore,TEX,@,PHI,W,6,4,,9-14,5,5.0,Burke,Suárez,Barlow,3:05,N,27788,.66,+++,
24,Wednesday May 4,boxscore,TEX,@,PHI,W,2,1,10,10-14,4,5.0,Bush,Hand,Barlow,3:14,N,21315,.67,++++,
25,Sunday May 8 (1),boxscore,TEX,@,NYY,L-wo,1,2,,10-15,4,6.0,Holmes,King,,2:54,D,,.70,-,2022-05-06 (Rain)
26,Sunday May 8 (2),boxscore,TEX,@,NYY,W,4,2,,11-15,4,6.0,Richards,King,Barlow,3:07,D,40714,.67,+,
27,Monday May 9,boxscore,TEX,@,NYY,L,0,1,,11-16,4,7.0,Holmes,Martin,Chapman,2:41,D,34866,.72,-,2022-05-07 (Rain)
28,Tuesday May 10,boxscore,TEX,,KCR,W,6,4,,12-16,4,7.0,Pérez,Keller,Barlow,3:01,N,15407,.64,+,
29,Wednesday May 11,boxscore,TEX,,KCR,L,2,8,,12-17,4,7.0,Payamps,Allard,,2:55,N,15561,.69,-,
30,Thursday May 12,boxscore,TEX,,KCR,W,3,1,,13-17,3,7.0,Hearn,Heasley,Barlow,2:52,N,14994,.64,+,
31,Friday May 13,boxscore,TEX,,BOS,L,1,7,,13-18,4,8.0,Pivetta,Dunning,,2:46,N,28324,.67,-,
32,Saturday May 14,boxscore,TEX,,BOS,L,3,11,,13-19,4,8.0,Hill,Otto,,3:23,N,34462,.63,--,
33,Sunday May 15,boxscore,TEX,,BOS,W,7,1,,14-19,4,8.0,Pérez,Brasier,,2:57,D,27607,.57,+,
34,Monday May 16,boxscore,TEX,,LAA,W,7,4,,15-19,3,7.0,Gray,Syndergaard,Barlow,2:51,N,15110,.67,++,
35,Tuesday May 17,boxscore,TEX,,LAA,W,10,5,,16-19,3,7.0,Santana,Tepera,,3:58,N,17727,.71,+++,
36,Wednesday May 18,boxscore,TEX,,LAA,W-wo,6,5,10,17-19,3,6.0,Santana,Iglesias,,3:23,N,20366,.78,++++,
37,Thursday May 19,boxscore,TEX,@,HOU,L,1,5,,17-20,3,7.0,Valdez,Otto,,3:10,N,34593,.87,-,
38,Friday May 20,boxscore,TEX,@,HOU,W,3,0,,18-20,3,6.0,Pérez,Javier,,2:57,N,35294,.79,+,
39,Saturday May 21,boxscore,TEX,@,HOU,L,1,2,,18-21,3,7.0,Verlander,Gray,Pressly,2:52,N,37187,.88,-,
40,Sunday May 22,boxscore,TEX,@,HOU,L,2,5,,18-22,3,8.0,Urquidy,Hearn,Pressly,3:10,D,38745,.78,--,
41,Tuesday May 24,boxscore,TEX,@,LAA,L,3,5,,18-23,3,8.5,Syndergaard,Dunning,Iglesias,2:30,N,23791,.73,---,
42,Wednesday May 25,boxscore,TEX,@,LAA,W,7,2,,19-23,3,8.5,Otto,Detmers,,2:49,N,22950,.67,+,
43,Thursday May 26,boxscore,TEX,@,OAK,W,4,1,,20-23,3,8.0,Bush,Trivino,Barlow,2:44,N,3203,.67,++,
44,Friday May 27,boxscore,TEX,@,OAK,W,8,5,,21-23,3,7.0,Moore,Jiménez,Santana,2:54,N,5010,.71,+++,
45,Saturday May 28,boxscore,TEX,@,OAK,W,11,4,,22-23,3,6.0,Hearn,Logue,,3:15,D,6502,.78,++++,
46,Sunday May 29,boxscore,TEX,@,OAK,L-wo,5,6,,22-24,3,7.0,Jiménez,Martin,,3:38,D,8342,.89,-,
47,Monday May 30,boxscore,TEX,,TBR,W,9,5,,23-24,3,7.0,Otto,Rasmussen,,3:21,N,25605,.83,+,
48,Tuesday May 31,boxscore,TEX,,TBR,W,3,0,,24-24,3,7.0,Pérez,Yarbrough,Barlow,2:21,N,16317,.91,++,
49,Wednesday Jun 1,boxscore,TEX,,TBR,L,3,4,11,24-25,3,8.0,Poche,Santana,Wisler,4:01,N,20634,.91,-,
50,Thursday Jun 2,boxscore,TEX,,TBR,L,1,3,,24-26,3,8.5,Kluber,Hearn,Thompson,3:04,D,17097,.85,--,
51,Friday Jun 3,boxscore,TEX,,SEA,L,3,4,,24-27,3,9.5,Murfee,Barlow,Sewald,2:51,N,25378,.79,---,
52,Saturday Jun 4,boxscore,TEX,,SEA,W,3,2,,25-27,3,8.5,Otto,Gonzales,Barlow,2:30,D,28794,.69,+,
53,Sunday Jun 5,boxscore,TEX,,SEA,L,5,6,10,25-28,3,9.5,Castillo,Burke,Sewald,3:39,D,27427,.77,-,
54,Tuesday Jun 7 (1),boxscore,TEX,@,CLE,L,3,6,,25-29,2,9.5,Quantrill,Gray,Clase,2:40,D,,.73,--,2022-06-06 (Rain)
55,Tuesday Jun 7 (2),boxscore,TEX,@,CLE,W,6,3,,26-29,2,9.5,Hearn,McCarty,Barlow,3:10,D,10763,.67,+,
56,Wednesday Jun 8,boxscore,TEX,@,CLE,L,0,4,,26-30,2,9.5,Morgan,Dunning,,2:07,N,10965,.72,-,
57,Friday Jun 10,boxscore,TEX,@,CHW,L,3,8,,26-31,3,9.5,Graveman,King,,2:59,N,24270,.65,--,
58,Saturday Jun 11,boxscore,TEX,@,CHW,W,11,9,10,27-31,3,8.5,Moore,Foster,,4:03,D,30221,.62,+,
59,Sunday Jun 12,boxscore,TEX,@,CHW,W,8,6,12,28-31,2,8.5,Barlow,Foster,Allard,4:17,D,31096,.69,++,
60,Monday Jun 13,boxscore,TEX,,HOU,W,5,3,,29-31,2,7.5,Burke,Neris,Moore,3:18,N,29805,.82,+++,
61,Tuesday Jun 14,boxscore,TEX,,HOU,L,3,4,,29-32,2,8.5,Abreu,King,Pressly,2:40,N,29370,.91,-,
62,Wednesday Jun 15,boxscore,TEX,,HOU,L,2,9,,29-33,2,9.5,Garcia,Miller,,2:45,D,24992,.79,--,
63,Thursday Jun 16,boxscore,TEX,@,DET,W,3,1,,30-33,2,9.0,Santana,Soto,Barlow,2:50,N,17448,.59,+,
64,Friday Jun 17,boxscore,TEX,@,DET,W,7,0,,31-33,2,9.0,Gray,Skubal,,3:01,N,21996,.67,++,
65,Saturday Jun 18,boxscore,TEX,@,DET,L,7,14,,31-34,2,9.0,García,Hearn,,2:57,D,28179,.74,-,
66,Sunday Jun 19,boxscore,TEX,@,DET,L,3,7,,31-35,3,10.0,Lange,Dunning,,3:09,D,25919,.65,--,
67,Tuesday Jun 21,boxscore,TEX,,PHI,W,7,0,,32-35,2,10.0,Pérez,Gibson,,3:06,N,29153,.61,+,
68,Wednesday Jun 22,boxscore,TEX,,PHI,W,4,2,,33-35,2,10.0,Gray,Wheeler,Barlow,3:12,D,20704,.63,++,
69,Friday Jun 24,boxscore,TEX,,WSN,L,1,2,,33-36,2,10.5,Edwards,Santana,Rainey,3:05,N,28854,.64,-,
70,Saturday Jun 25,boxscore,TEX,,WSN,W-wo,3,2,,34-36,2,10.5,Barlow,Finnegan,,2:42,D,36183,.61,+,
71,Sunday Jun 26,boxscore,TEX,,WSN,L,4,6,,34-37,2,10.5,Tetreault,Otto,Rainey,3:17,D,34220,.63,-,
72,Monday Jun 27,boxscore,TEX,@,KCR,W,10,4,,35-37,2,10.0,Pérez,Bubic,,3:10,N,12876,.58,+,
73,Tuesday Jun 28,boxscore,TEX,@,KCR,W,8,3,,36-37,2,10.0,Gray,Heasley,,2:51,N,19593,.63,++,
74,Wednesday Jun 29,boxscore,TEX,@,KCR,L,1,2,,36-38,2,11.0,Greinke,Dunning,Barlow,2:18,D,11391,.67,-,
75,Friday Jul 1,boxscore,TEX,@,NYM,L,3,4,,36-39,2,12.5,Peterson,Otto,Díaz,2:38,N,35639,.61,--,
76,Saturday Jul 2,boxscore,TEX,@,NYM,W,7,3,,37-39,2,12.5,Pérez,Williams,,2:57,D,26494,.58,+,
77,Sunday Jul 3,boxscore,TEX,@,NYM,L,1,4,,37-40,2,13.5,Carrasco,Gray,Díaz,2:58,D,25241,.65,-,
78,Monday Jul 4,boxscore,TEX,@,BAL,L-wo,6,7,10,37-41,3,14.5,Baker,Moore,,3:33,D,18670,.58,--,
79,Tuesday Jul 5,boxscore,TEX,@,BAL,L-wo,9,10,10,37-42,3,15.5,Krehbiel,Moore,,3:46,N,7371,.55,---,
80,Wednesday Jul 6,boxscore,TEX,@,BAL,L,1,2,,37-43,3,15.5,Watkins,Otto,López,2:41,N,7648,.51,----,
81,Friday Jul 8,boxscore,TEX,,MIN,W,6,5,,38-43,3,16.0,Gray,Gray,Martin,3:22,N,30392,.44,+,
82,Saturday Jul 9,boxscore,TEX,,MIN,W,9,7,,39-43,3,15.0,Moore,Durán,Martin,3:19,D,35427,.48,++,
83,Sunday Jul 10,boxscore,TEX,,MIN,L,5,6,,39-44,3,16.0,Bundy,Burke,Duffey,3:12,D,24751,.56,-,
84,Monday Jul 11,boxscore,TEX,,OAK,W,10,8,,40-44,3,15.5,Howard,Martinez,Martin,3:28,N,20660,.45,+,
85,Tuesday Jul 12,boxscore,TEX,,OAK,L,7,14,12,40-45,3,16.5,Snead,Santana,,4:03,N,17485,.49,-,
86,Wednesday Jul 13,boxscore,TEX,,OAK,W,5,2,,41-45,3,15.5,Gray,Blackburn,Richards,2:34,N,22394,.43,+,
87,Thursday Jul 14,boxscore,TEX,,SEA,L,5,6,,41-46,3,16.5,Festa,Santana,Castillo,3:20,N,19243,.51,-,
88,Friday Jul 15,boxscore,TEX,,SEA,L,3,8,,41-47,3,16.5,Ray,Hearn,,3:09,N,26494,.45,--,
89,Saturday Jul 16,boxscore,TEX,,SEA,L,2,3,10,41-48,3,17.5,Castillo,Martin,Festa,3:22,D,35761,.36,---,
90,Sunday Jul 17,boxscore,TEX,,SEA,L,2,6,,41-49,3,17.5,Borucki,Otto,,3:22,D,26378,.28,----,
91,Thursday Jul 21,boxscore,TEX,@,MIA,W,8,0,,42-49,3,18.0,Gray,López,,3:06,D,9524,.20,+,
92,Friday Jul 22,boxscore,TEX,@,OAK,L,4,5,,42-50,3,19.0,Irvin,Howard,Puk,2:53,N,6620,.24,-,
93,Saturday Jul 23,boxscore,TEX,@,OAK,L,1,3,,42-51,3,20.0,Acevedo,Santana,Jackson,3:14,N,10190,.21,--,
94,Sunday Jul 24,boxscore,TEX,@,OAK,W,11,8,,43-51,3,20.0,Pérez,Blackburn,,3:22,D,9835,.17,+,
95,Monday Jul 25,boxscore,TEX,@,SEA,L,3,4,,43-52,3,20.0,Flexen,Otto,Swanson,3:02,N,23581,.28,-,
96,Tuesday Jul 26,boxscore,TEX,@,SEA,L-wo,4,5,,43-53,3,20.0,Swanson,Martin,,2:59,N,25837,.21,--,
97,Wednesday Jul 27,boxscore,TEX,@,SEA,L,2,4,,43-54,3,20.0,Gonzales,Gray,Festa,2:40,D,25509,.18,---,
98,Thursday Jul 28,boxscore,TEX,@,LAA,W,2,0,,44-54,3,20.0,Howard,Ohtani,Moore,2:47,N,29718,.12,+,
99,Friday Jul 29,boxscore,TEX,@,LAA,W,7,2,,45-54,3,20.0,Pérez,Sandoval,,3:13,N,29906,.15,++,
100,Saturday Jul 30,boxscore,TEX,@,LAA,L,7,9,,45-55,3,20.0,Toussaint,Martin,Iglesias,3:04,N,32968,.20,-,
101,Sunday Jul 31,boxscore,TEX,@,LAA,W,5,2,,46-55,3,20.0,Burke,Quijada,Hernández,2:56,D,29257,.15,+,
102,Monday Aug 1,boxscore,TEX,,BAL,L,2,7,,46-56,3,20.0,Watkins,Gray,Akin,2:55,N,19161,.24,-,
103,Tuesday Aug 2,boxscore,TEX,,BAL,L,2,8,,46-57,3,20.0,Lyles,Howard,,3:17,N,21622,.16,--,
104,Wednesday Aug 3,boxscore,TEX,,BAL,L,3,6,,46-58,3,21.0,Pérez,Leclerc,,3:24,D,20221,.12,---,
105,Thursday Aug 4,boxscore,TEX,,CHW,W,3,2,,47-58,3,21.0,Burke,Cueto,Hernández,2:45,N,20972,.08,+,
106,Friday Aug 5,boxscore,TEX,,CHW,L,1,2,,47-59,3,22.0,Cease,Otto,Hendriks,3:00,N,25470,.09,-,
107,Saturday Aug 6,boxscore,TEX,,CHW,W,8,0,,48-59,3,21.0,Dunning,Kopech,,3:00,N,38275,.06,+,
108,Sunday Aug 7,boxscore,TEX,,CHW,L,2,8,,48-60,3,21.0,Giolito,Howard,,3:27,D,29579,.09,-,
109,Tuesday Aug 9,boxscore,TEX,@,HOU,L,5,7,,48-61,3,22.0,Urquidy,Pérez,Pressly,2:49,N,30629,.05,--,
110,Wednesday Aug 10,boxscore,TEX,@,HOU,W,8,4,10,49-61,3,21.0,Hearn,Maton,,3:41,N,26670,.04,+,
111,Thursday Aug 11,boxscore,TEX,@,HOU,L,3,7,,49-62,3,22.0,Valdez,Ragans,,2:53,D,30872,.06,-,
112,Friday Aug 12,boxscore,TEX,,SEA,L,2,6,,49-63,3,23.0,Kirby,Hearn,,3:44,N,22622,.05,--,
113,Saturday Aug 13,boxscore,TEX,,SEA,W,7,4,,50-63,3,23.0,Martin,Gonzales,Hernández,3:16,N,31621,.03,+,
114,Sunday Aug 14,boxscore,TEX,,SEA,W,5,3,,51-63,3,23.0,Sborz,Brash,Leclerc,3:03,D,25560,.04,++,
115,Monday Aug 15,boxscore,TEX,,OAK,W,2,1,,52-63,3,22.0,Otto,Kaprielian,Hernández,3:10,N,13121,.04,+++,
116,Tuesday Aug 16,boxscore,TEX,,OAK,L,1,5,,52-64,3,22.0,Sears,Arihara,,3:07,N,15260,.05,-,
117,Wednesday Aug 17,boxscore,TEX,,OAK,L,2,7,,52-65,3,23.0,Oller,Ragans,,3:00,N,14846,.03,--,
118,Thursday Aug 18,boxscore,TEX,,OAK,W,10,3,,53-65,3,23.0,Dunning,Logue,,2:52,D,16495,.02,+,
119,Friday Aug 19,boxscore,TEX,@,MIN,L,1,2,,53-66,3,23.0,Bundy,Pérez,López,2:54,N,22627,.03,-,
120,Saturday Aug 20,boxscore,TEX,@,MIN,W,4,3,10,54-66,3,22.0,Hernández,Thielbar,,3:27,N,21781,.01,+,
121,Sunday Aug 21,boxscore,TEX,@,MIN,W,7,0,,55-66,3,22.0,Arihara,Ryan,Hearn,2:54,D,24802,.02,++,
122,Monday Aug 22,boxscore,TEX,@,MIN,W,2,1,,56-66,3,21.5,Alexy,Gray,Moore,2:58,N,18595,.03,+++,
123,Tuesday Aug 23,boxscore,TEX,@,COL,L,6,7,,56-67,3,22.5,Lawrence,Burke,Bard,2:37,N,28533,.04,-,
124,Wednesday Aug 24,boxscore,TEX,@,COL,W,16,4,,57-67,3,22.5,Pérez,Ureña,,3:08,D,25213,.02,+,
125,Friday Aug 26,boxscore,TEX,,DET,W,7,6,,58-67,3,22.0,Otto,Alexander,Leclerc,3:03,N,20357,.03,++,
126,Saturday Aug 27,boxscore,TEX,,DET,L,2,11,,58-68,3,22.0,Rodríguez,Keuchel,,3:00,N,34357,.03,-,
127,Sunday Aug 28,boxscore,TEX,,DET,L,8,9,,58-69,3,23.0,Hutchison,Arihara,Jiménez,3:35,D,24938,.02,--,
128,Tuesday Aug 30,boxscore,TEX,,HOU,L,2,4,,58-70,3,24.0,Valdez,Dunning,Neris,2:56,N,25566,.01,---,
129,Wednesday Aug 31,boxscore,TEX,,HOU,L,3,5,,58-71,3,25.0,Javier,Pérez,Montero,3:23,D,19607,.01,----,
130,Thursday Sep 1,boxscore,TEX,@,BOS,L-wo,8,9,,58-72,3,25.5,Familia,Hernández,,3:41,N,31340,.00,-----,
131,Friday Sep 2,boxscore,TEX,@,BOS,L,1,9,,58-73,3,26.5,Danish,Keuchel,,3:11,N,31628,.00,------,
132,Saturday Sep 3,boxscore,TEX,@,BOS,L,3,5,,58-74,3,26.5,Bello,Santana,Schreiber,3:12,D,31474,.00,-------,
133,Sunday Sep 4,boxscore,TEX,@,BOS,L,2,5,,58-75,3,27.5,Ort,Dunning,Schreiber,3:07,D,32422,.00,--------,
134,Monday Sep 5,boxscore,TEX,@,HOU,L,0,1,,58-76,4,28.5,Brown,Pérez,Montero,2:37,N,35162,.00,---------,
135,Tuesday Sep 6,boxscore,TEX,@,HOU,W,4,3,,59-76,4,27.5,Hearn,Valdez,Leclerc,3:23,N,26803,.00,+,
136,Wednesday Sep 7,boxscore,TEX,@,HOU,L-wo,3,4,10,59-77,4,28.5,Neris,Hernández,,3:37,N,26239,.00,-,
137,Friday Sep 9,boxscore,TEX,,TOR,L,3,4,,59-78,4,29.5,Mayza,Leclerc,Romano,2:49,N,21329,.00,--,
138,Saturday Sep 10,boxscore,TEX,,TOR,L,7,11,,59-79,4,29.5,Gausman,Arihara,Mayza,3:37,N,28340,.00,---,
139,Sunday Sep 11,boxscore,TEX,,TOR,W,4,1,,60-79,4,29.5,Pérez,Richards,Leclerc,3:17,D,20984,.00,+,
140,Monday Sep 12 (1),boxscore,TEX,@,MIA,W,3,2,,61-79,3,30.0,Hernández,Okert,Leclerc,3:00,D,5095,.00,++,
141,Monday Sep 12 (2),boxscore,TEX,@,MIA,L,6,10,,61-80,3,30.0,Hoeing,Alexy,,3:09,N,5242,.00,-,
142,Tuesday Sep 13,boxscore,TEX,,OAK,W-wo,8,7,,62-80,3,30.0,Burke,Payamps,,2:51,N,14925,.00,+,
143,Wednesday Sep 14,boxscore,TEX,,OAK,L,7,8,,62-81,3,31.0,Cyr,Leclerc,Acevedo,3:40,N,25700,.00,-,
144,Friday Sep 16,boxscore,TEX,@,TBR,W,4,3,,63-81,3,31.5,Pérez,Kluber,Leclerc,3:12,N,14127,.00,+,
145,Saturday Sep 17,boxscore,TEX,@,TBR,L,1,5,,63-82,3,31.5,Yarbrough,Gray,,3:00,N,14094,.00,-,
146,Sunday Sep 18,boxscore,TEX,@,TBR,L,3,5,,63-83,4,32.5,Springs,Otto,Fairbanks,2:58,D,12835,.00,--,
147,Tuesday Sep 20,boxscore,TEX,,LAA,L,2,5,,63-84,4,34.0,Sandoval,Santana,Herget,2:50,N,19472,.00,---,
148,Wednesday Sep 21,boxscore,TEX,,LAA,W,7,2,,64-84,4,34.0,Dunning,Davidson,,2:35,N,20959,.00,+,
149,Thursday Sep 22,boxscore,TEX,,LAA,W,5,3,,65-84,3,33.0,Moore,Quijada,Leclerc,2:49,D,16223,.00,++,
150,Friday Sep 23,boxscore,TEX,,CLE,L,3,6,,65-85,4,33.0,Morris,Hearn,Clase,3:31,N,34862,.00,-,
151,Saturday Sep 24,boxscore,TEX,,CLE,L,2,4,,65-86,4,34.0,Quantrill,Burke,Clase,2:30,N,28415,.00,--,
152,Sunday Sep 25,boxscore,TEX,,CLE,L,4,10,,65-87,4,35.0,Civale,Ragans,,2:54,D,31845,.00,---,
153,Tuesday Sep 27,boxscore,TEX,@,SEA,W,5,0,,66-87,4,35.0,Miller,Ray,,3:22,N,23221,.00,+,
154,Wednesday Sep 28,boxscore,TEX,@,SEA,L,1,3,,66-88,4,35.0,Kirby,Pérez,Sewald,2:34,N,21863,.00,-,
155,Thursday Sep 29,boxscore,TEX,@,SEA,L-wo,9,10,11,66-89,4,35.5,Flexen,King,,3:48,N,21094,.00,--,
156,Friday Sep 30,boxscore,TEX,@,LAA,L,1,4,,66-90,4,35.5,Detmers,Otto,Herget,2:35,N,32939,.00,---,
157,Saturday Oct 1,boxscore,TEX,@,LAA,L,2,3,,66-91,4,36.5,Suarez,Hernández,Tepera,2:27,N,32472,.00,----,
158,Sunday Oct 2,boxscore,TEX,@,LAA,L,3,8,,66-92,4,37.5,Barria,Miller,,2:50,D,26041,.00,-----,
159,Monday Oct 3,boxscore,TEX,,NYY,L,1,3,,66-93,4,37.5,Severino,Pérez,Effross,2:29,N,35906,.00,------,
160,Tuesday Oct 4 (1),boxscore,TEX,,NYY,L,4,5,,66-94,4,38.0,Chapman,Burke,Loáisiga,2:45,D,30553,.00,-------,
161,Tuesday Oct 4 (2),boxscore,TEX,,NYY,W,3,2,,67-94,4,38.0,Allard,Cole,Moore,2:36,N,38832,.00,+,
162,Wednesday Oct 5,boxscore,TEX,,NYY,W,4,2,,68-94,4,38.0,Otto,Germán,Moore,2:48,D,28056,.00,++,
