Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
16,Monday Apr 15,boxscore,WSN,@,LAD,W,6,4,,7-9,4,3.5,Parker,Glasnow,Finnegan,2:36,N,42677,.87,+,
17,Tuesday Apr 16,boxscore,WSN,@,LAD,L,2,6,,7-10,4,4.5,Yarbrough,Corbin,,2:26,N,52718,.91,-,
18,Wednesday Apr 17,boxscore,WSN,@,LAD,W,2,0,,8-10,4,4.5,Irvin,Knack,Finnegan,2:16,D,44428,.85,+,
19,Friday Apr 19,boxscore,WSN,,HOU,L,3,5,,8-11,4,5.5,Verlander,Gore,Hader,2:52,N,22999,.82,-,
20,Saturday Apr 20,boxscore,WSN,,HOU,W-wo,5,4,10,9-11,4,5.5,Finnegan,Martinez,,2:45,D,34608,.77,+,
21,Sunday Apr 21,boxscore,WSN,,HOU,W,6,0,,10-11,4,4.5,Parker,Brown,,2:20,D,23193,.79,++,
22,Tuesday Apr 23,boxscore,WSN,,LAD,L,1,4,,10-12,4,6.0,Vesia,Harvey,Phillips,3:10,N,27806,.88,-,
23,Wednesday Apr 24,boxscore,WSN,,LAD,L,2,11,,10-13,4,7.0,Knack,Irvin,,2:40,N,26298,.84,--,
24,Thursday Apr 25,boxscore,WSN,,LAD,L,1,2,,10-14,4,7.5,Yamamoto,Gore,Phillips,2:36,D,24185,.75,---,
25,Friday Apr 26,boxscore,WSN,@,MIA,W,3,1,,11-14,4,7.5,Law,Faucher,Finnegan,2:15,N,10201,.69,+,
26,Saturday Apr 27,boxscore,WSN,@,MIA,W,11,4,,12-14,4,6.5,Barnes,Cabrera,,2:48,D,12695,.70,++,
27,Sunday Apr 28,boxscore,WSN,@,MIA,W,12,9,,13-14,4,6.5,Law,Bender,Finnegan,3:17,D,15894,.78,+++,
28,Monday Apr 29,boxscore,WSN,@,MIA,W,7,2,,14-14,3,5.5,Irvin,Rogers,,2:21,N,6376,.82,++++,
29,Tuesday Apr 30,boxscore,WSN,@,TEX,L,1,7,,14-15,4,5.5,Gray,Gore,,2:19,N,27584,.82,-,
30,Wednesday May 1,boxscore,WSN,@,TEX,W,1,0,,15-15,3,5.5,Williams,Heaney,Finnegan,2:11,N,24846,.82,+,
31,Thursday May 2,boxscore,WSN,@,TEX,L,0,6,,15-16,4,6.0,Eovaldi,Parker,,2:30,D,27529,.89,-,
32,Friday May 3,boxscore,WSN,,TOR,W,9,3,,16-16,3,5.5,Barnes,Swanson,,2:49,N,22856,.84,+,
33,Saturday May 4,boxscore,WSN,,TOR,L,3,6,,16-17,3,6.5,Gausman,Irvin,,2:59,D,22836,.86,-,
34,Sunday May 5,boxscore,WSN,,TOR,W,11,8,,17-17,3,6.5,Harvey,Cabrera,Finnegan,3:01,D,18363,.83,+,
35,Tuesday May 7,boxscore,WSN,,BAL,W,3,0,,18-17,3,7.0,Williams,Burnes,Finnegan,2:19,N,29542,.86,++,
36,Wednesday May 8,boxscore,WSN,,BAL,L,6,7,12,18-18,3,7.0,Suárez,Weems,Webb,3:35,N,34078,.88,-,
37,Friday May 10,boxscore,WSN,@,BOS,W,5,1,,19-18,3,7.0,Corbin,Houck,,2:26,N,31313,.85,+,
38,Saturday May 11,boxscore,WSN,@,BOS,L,2,4,,19-19,3,8.0,Martin,Garcia,Jansen,2:13,D,30995,.86,-,
39,Sunday May 12,boxscore,WSN,@,BOS,L,2,3,,19-20,3,8.0,Bello,Gore,Jansen,2:31,D,29250,.85,--,
40,Tuesday May 14 (1),boxscore,WSN,@,CHW,W,6,3,,20-20,3,9.0,Law,Brebbia,Finnegan,2:42,D,,.79,+,
41,Tuesday May 14 (2),boxscore,WSN,@,CHW,L,0,4,,20-21,3,9.0,Fedde,Parker,,2:15,D,11138,.83,-,
42,Wednesday May 15,boxscore,WSN,@,CHW,L,0,2,,20-22,3,10.0,Crochet,Corbin,Kopech,2:16,D,11008,.75,--,
43,Friday May 17,boxscore,WSN,@,PHI,L,2,4,,20-23,3,10.5,Wheeler,Irvin,Hoffman,2:15,N,44507,.84,---,
44,Saturday May 18,boxscore,WSN,@,PHI,L-wo,3,4,10,20-24,3,11.5,Soto,Finnegan,,2:52,N,43112,.77,----,
45,Sunday May 19,boxscore,WSN,@,PHI,L,5,11,,20-25,4,12.5,Nola,Barnes,,2:53,D,44713,.71,-----,
46,Monday May 20,boxscore,WSN,,MIN,W,12,3,,21-25,3,12.0,Parker,López,,2:22,N,16979,.60,+,
47,Tuesday May 21,boxscore,WSN,,MIN,L,0,10,,21-26,3,13.0,Ryan,Corbin,,2:20,N,23597,.64,-,
48,Wednesday May 22,boxscore,WSN,,MIN,L,2,3,,21-27,3,14.0,Okert,Irvin,Durán,2:34,D,21837,.57,--,
49,Friday May 24,boxscore,WSN,,SEA,W,6,1,,22-27,3,13.5,Gore,Kirby,,2:07,N,23789,.54,+,
50,Saturday May 25,boxscore,WSN,,SEA,W,3,1,,23-27,3,13.5,Floro,Speier,Finnegan,2:21,D,30791,.58,++,
51,Sunday May 26,boxscore,WSN,,SEA,L,5,9,,23-28,3,13.5,Voth,Floro,,2:35,D,25935,.60,-,
52,Monday May 27,boxscore,WSN,@,ATL,W,8,4,,24-28,3,12.5,Parker,Morton,,2:39,D,38858,.65,+,
53,Tuesday May 28,boxscore,WSN,@,ATL,L,0,2,,24-29,3,12.5,Fried,Barnes,Iglesias,2:04,N,37598,.72,-,
54,Wednesday May 29,boxscore,WSN,@,ATL,W,7,2,,25-29,3,12.5,Gore,Schwellenbach,,2:52,N,33654,.66,+,
55,Thursday May 30,boxscore,WSN,@,ATL,W,3,1,,26-29,3,12.0,Williams,Kerr,Finnegan,2:35,N,37784,.75,++,
56,Friday May 31,boxscore,WSN,@,CLE,L,1,7,,26-30,3,13.0,Bibee,Corbin,,2:21,N,35526,.73,-,
57,Saturday Jun 1,boxscore,WSN,@,CLE,L,2,3,,26-31,3,14.0,Lively,Parker,Clase,2:26,D,36725,.65,--,
58,Sunday Jun 2,boxscore,WSN,@,CLE,W,5,2,,27-31,3,13.0,Irvin,Carrasco,Finnegan,2:18,D,25521,.62,+,
59,Monday Jun 3,boxscore,WSN,,NYM,L,7,8,,27-32,3,14.0,Megill,Gore,Diekman,3:18,N,20575,.67,-,
60,Tuesday Jun 4,boxscore,WSN,,NYM,L,3,6,,27-33,3,15.0,Peterson,Herz,,2:34,N,21570,.65,--,
61,Wednesday Jun 5,boxscore,WSN,,NYM,L,1,9,,27-34,3,16.0,Severino,Corbin,,2:06,D,18775,.57,---,
62,Thursday Jun 6,boxscore,WSN,,ATL,L,2,5,,27-35,3,16.5,Bummer,Harvey,Iglesias,2:07,N,27690,.55,----,
63,Friday Jun 7,boxscore,WSN,,ATL,W,2,1,,28-35,3,16.0,Irvin,Sale,Finnegan,2:10,N,39235,.49,+,
64,Saturday Jun 8,boxscore,WSN,,ATL,W,7,3,,29-35,3,16.0,Gore,Morton,,2:29,D,33998,.54,++,
65,Sunday Jun 9,boxscore,WSN,,ATL,W,8,5,,30-35,3,15.0,Barnes,Waldrep,Finnegan,2:38,D,34282,.59,+++,
66,Tuesday Jun 11,boxscore,WSN,@,DET,W,5,4,10,31-35,3,15.0,Finnegan,Chafin,,2:51,N,18368,.59,++++,
67,Wednesday Jun 12,boxscore,WSN,@,DET,W,7,5,,32-35,3,14.0,Irvin,Olson,Finnegan,2:50,N,20645,.63,+++++,
68,Thursday Jun 13,boxscore,WSN,@,DET,L,2,7,,32-36,3,14.0,Miller,Law,,2:34,D,21925,.65,-,
69,Friday Jun 14,boxscore,WSN,,MIA,W,8,1,,33-36,3,14.0,Gore,Anderson,,2:22,N,23303,.64,+,
70,Saturday Jun 15,boxscore,WSN,,MIA,W,4,0,,34-36,3,13.0,Herz,Rogers,,2:08,D,25637,.67,++,
71,Sunday Jun 16,boxscore,WSN,,MIA,W,3,1,,35-36,3,12.0,Parker,Luzardo,Finnegan,2:23,D,27003,.73,+++,
72,Tuesday Jun 18,boxscore,WSN,,ARI,L,0,5,,35-37,3,13.5,Cecconi,Irvin,,2:19,N,28230,.82,-,
73,Wednesday Jun 19,boxscore,WSN,,ARI,W,3,1,,36-37,3,12.5,Law,Pfaadt,Finnegan,2:15,D,20853,.73,+,
74,Thursday Jun 20,boxscore,WSN,,ARI,L,2,5,,36-38,3,13.0,Nelson,Gore,Sewald,2:17,D,21158,.78,-,
75,Friday Jun 21,boxscore,WSN,@,COL,W,11,5,,37-38,3,12.0,Floro,Hudson,,2:59,N,31935,.69,+,
76,Saturday Jun 22,boxscore,WSN,@,COL,L-wo,7,8,,37-39,3,13.0,Beeks,Finnegan,,2:49,N,34509,.74,-,
77,Sunday Jun 23,boxscore,WSN,@,COL,W,2,1,,38-39,3,13.0,Floro,Beeks,Finnegan,2:16,D,30407,.68,+,
78,Monday Jun 24,boxscore,WSN,@,SDP,L-wo,6,7,10,38-40,3,14.0,Peralta,Harvey,,2:59,N,39164,.81,-,
79,Tuesday Jun 25,boxscore,WSN,@,SDP,L,7,9,,38-41,4,14.0,Mazur,Gore,Suarez,2:46,N,40825,.75,--,
80,Wednesday Jun 26,boxscore,WSN,@,SDP,L,5,8,,38-42,4,15.0,Cease,Herz,,2:28,D,37397,.70,---,
81,Friday Jun 28,boxscore,WSN,@,TBR,L,1,3,,38-43,4,15.5,Eflin,Parker,Fairbanks,2:33,N,14959,.59,----,
82,Saturday Jun 29,boxscore,WSN,@,TBR,W,8,1,,39-43,4,14.5,Irvin,Civale,,2:34,D,17501,.50,+,
83,Sunday Jun 30,boxscore,WSN,@,TBR,L,0,5,,39-44,4,15.5,Bradley,Corbin,,2:20,D,18259,.53,-,
84,Monday Jul 1,boxscore,WSN,,NYM,L,7,9,10,39-45,4,16.0,Diekman,Harvey,Garrett,3:19,N,26719,.58,--,
85,Tuesday Jul 2,boxscore,WSN,,NYM,L,2,7,10,39-46,4,17.0,Buttó,Garcia,,2:46,N,19844,.49,---,
86,Wednesday Jul 3,boxscore,WSN,,NYM,W,7,5,,40-46,4,17.0,Barnes,Diekman,Finnegan,2:40,N,32391,.45,+,
87,Thursday Jul 4,boxscore,WSN,,NYM,W,1,0,,41-46,4,16.0,Irvin,Houser,Law,1:58,D,34394,.48,++,
88,Friday Jul 5,boxscore,WSN,,STL,L,6,7,11,41-47,4,17.0,Helsley,Floro,,3:26,N,24072,.52,-,
89,Saturday Jul 6,boxscore,WSN,,STL,W,14,6,,42-47,4,16.0,Barnes,Lynn,,3:10,D,21838,.47,+,
90,Sunday Jul 7,boxscore,WSN,,STL,L,3,8,,42-48,4,16.0,Gibson,Herz,,2:59,D,19782,.54,-,
91,Monday Jul 8,boxscore,WSN,,STL,L,0,6,,42-49,4,16.5,Mikolas,Parker,,2:24,D,16454,.43,--,
92,Tuesday Jul 9,boxscore,WSN,@,NYM,L,5,7,,42-50,4,17.5,Quintana,Irvin,Díaz,2:41,N,31243,.39,---,
93,Wednesday Jul 10,boxscore,WSN,@,NYM,L,2,6,,42-51,4,18.5,Severino,Corbin,Buttó,2:24,N,24887,.33,----,
94,Thursday Jul 11,boxscore,WSN,@,NYM,L,0,7,,42-52,4,19.5,Peterson,Gore,,2:49,D,25710,.29,-----,
95,Friday Jul 12,boxscore,WSN,@,MIL,W,5,2,,43-52,4,18.5,Garcia,Peralta,Finnegan,2:41,N,31967,.22,+,
96,Saturday Jul 13,boxscore,WSN,@,MIL,W,6,5,,44-52,4,18.5,Law,Megill,Finnegan,3:00,D,34169,.26,++,
97,Sunday Jul 14,boxscore,WSN,@,MIL,L,3,9,,44-53,4,18.5,Rea,Irvin,,2:34,D,35040,.29,-,
98,Friday Jul 19,boxscore,WSN,,CIN,W,8,5,,45-53,4,17.5,Corbin,Montas,Finnegan,2:55,N,38402,.27,+,
99,Saturday Jul 20,boxscore,WSN,,CIN,W,5,4,,46-53,4,16.5,Law,Wilson,Finnegan,2:49,N,32734,.31,++,
100,Sunday Jul 21,boxscore,WSN,,CIN,W,5,2,,47-53,4,16.5,Garcia,Sims,Finnegan,2:22,D,23967,.31,+++,
101,Tuesday Jul 23,boxscore,WSN,,SDP,L,0,4,,47-54,4,17.0,Vásquez,Herz,,2:15,N,20749,.41,-,
102,Wednesday Jul 24,boxscore,WSN,,SDP,L,3,12,,47-55,4,17.0,Waldron,Parker,,2:47,N,23323,.33,--,
103,Thursday Jul 25,boxscore,WSN,,SDP,L,0,3,,47-56,4,17.5,Cease,Corbin,,2:06,D,20755,.26,---,
104,Friday Jul 26,boxscore,WSN,@,STL,W,10,8,10,48-56,4,16.5,Barnes,Fernandez,,3:05,N,41382,.18,+,
105,Saturday Jul 27,boxscore,WSN,@,STL,W,14,3,,49-56,4,16.5,Irvin,Gibson,,3:11,N,39372,.24,++,
106,Sunday Jul 28,boxscore,WSN,@,STL,L-wo,3,4,,49-57,4,16.5,Helsley,Floro,,2:17,D,37693,.29,-,
107,Monday Jul 29,boxscore,WSN,@,ARI,L-wo,8,9,,49-58,4,16.5,Mantiply,Finnegan,,3:00,N,18790,.25,--,
108,Tuesday Jul 30,boxscore,WSN,@,ARI,L,0,17,,49-59,4,16.5,Nelson,Corbin,,2:35,N,19758,.17,---,
109,Wednesday Jul 31,boxscore,WSN,@,ARI,L,4,5,,49-60,4,16.5,Gallen,Gore,Thompson,2:53,D,18294,.13,----,
110,Friday Aug 2,boxscore,WSN,,MIL,L,3,8,,49-61,4,16.5,Montas,Irvin,,3:01,N,22132,.07,-----,
111,Saturday Aug 3,boxscore,WSN,,MIL,W,6,4,,50-61,4,15.5,Herz,Civale,Finnegan,2:10,D,30577,.04,+,
112,Sunday Aug 4,boxscore,WSN,,MIL,W,4,3,,51-61,4,15.5,Parker,Myers,Finnegan,2:19,D,18748,.07,++,
113,Monday Aug 5,boxscore,WSN,,SFG,L,1,4,,51-62,4,15.5,Webb,Corbin,Doval,2:22,N,14674,.10,-,
114,Tuesday Aug 6,boxscore,WSN,,SFG,W,11,5,,52-62,4,15.5,Gore,Birdsong,,3:02,N,17044,.06,+,
115,Wednesday Aug 7,boxscore,WSN,,SFG,L,4,7,,52-63,4,16.5,Snell,Irvin,Doval,2:36,N,13310,.08,-,
116,Thursday Aug 8,boxscore,WSN,,SFG,L,5,9,10,52-64,4,17.5,Doval,Garcia,,3:26,D,12423,.04,--,
117,Friday Aug 9,boxscore,WSN,,LAA,W-wo,3,2,10,53-64,4,16.5,Finnegan,Moore,,2:55,N,22333,.02,+,
118,Saturday Aug 10,boxscore,WSN,,LAA,W-wo,5,4,10,54-64,4,15.5,Law,Contreras,,2:50,N,22183,.03,++,
119,Sunday Aug 11,boxscore,WSN,,LAA,L,4,6,,54-65,4,15.5,Kochanowicz,Gore,,3:09,D,25456,.03,-,
120,Tuesday Aug 13,boxscore,WSN,@,BAL,W,9,3,,55-65,4,14.5,Irvin,Rogers,,2:37,N,28058,.03,+,
121,Wednesday Aug 14,boxscore,WSN,@,BAL,L,1,4,,55-66,4,15.5,Kremer,Herz,Domínguez,2:23,N,26479,.05,-,
122,Thursday Aug 15,boxscore,WSN,@,PHI,L,3,13,,55-67,4,16.5,Wheeler,Parker,,2:37,N,43722,.03,--,
123,Friday Aug 16,boxscore,WSN,@,PHI,L-wo,2,3,,55-68,4,17.5,Estévez,Finnegan,,3:01,N,41067,.02,---,
124,Saturday Aug 17,boxscore,WSN,@,PHI,L,1,5,,55-69,4,18.5,Sánchez,Gore,,2:06,N,43356,.02,----,
125,Sunday Aug 18,boxscore,WSN,@,PHI,W,6,4,,56-69,4,17.5,Barnes,Strahm,Finnegan,2:59,D,40677,.01,+,
126,Tuesday Aug 20,boxscore,WSN,,COL,L,1,3,,56-70,4,17.5,Gomber,Herz,Chivilli,2:21,N,16433,.01,-,
127,Wednesday Aug 21,boxscore,WSN,,COL,W,6,1,,57-70,4,17.5,Parker,Gordon,,2:16,N,18847,.01,+,
128,Thursday Aug 22,boxscore,WSN,,COL,W,8,3,,58-70,4,16.5,Corbin,Quantrill,,2:39,D,18349,.01,++,
129,Friday Aug 23,boxscore,WSN,@,ATL,L-wo,2,3,10,58-71,4,16.5,Iglesias,Salazar,,2:40,N,37203,.01,-,
130,Saturday Aug 24,boxscore,WSN,@,ATL,L,2,4,,58-72,4,17.5,Bummer,Garcia,Johnson,2:32,N,40230,.01,--,
131,Sunday Aug 25,boxscore,WSN,@,ATL,W,5,1,,59-72,4,17.5,Barnes,Jackson,Finnegan,2:41,D,32327,.00,+,
132,Monday Aug 26,boxscore,WSN,,NYY,L,2,5,,59-73,4,18.5,Cortés,Parker,Holmes,2:46,N,32812,.00,-,
133,Tuesday Aug 27,boxscore,WSN,,NYY,W,4,2,,60-73,4,18.5,Corbin,Cole,Finnegan,2:31,N,34334,.00,+,
134,Wednesday Aug 28,boxscore,WSN,,NYY,W,5,2,,61-73,4,17.5,Gore,Rodón,Finnegan,2:47,N,30190,.00,++,
135,Friday Aug 30,boxscore,WSN,,CHC,L,6,7,,61-74,4,18.0,Imanaga,Irvin,Thompson,2:39,N,28792,.00,-,
136,Saturday Aug 31,boxscore,WSN,,CHC,L,3,5,,61-75,4,19.0,Assad,Herz,Hodge,2:38,D,32995,.00,--,
137,Sunday Sep 1,boxscore,WSN,,CHC,L,1,14,,61-76,4,20.0,Wicks,Parker,,2:42,D,31086,.00,---,
138,Tuesday Sep 3,boxscore,WSN,@,MIA,W,6,2,,62-76,4,20.0,Corbin,Meyer,,2:36,N,6854,.00,+,
139,Wednesday Sep 4,boxscore,WSN,@,MIA,L-wo,3,4,10,62-77,4,21.0,McMillon,Law,,2:54,N,6156,.00,-,
140,Thursday Sep 5,boxscore,WSN,@,PIT,L,4,9,,62-78,4,22.0,Falter,Irvin,Chapman,2:47,N,10155,.00,--,
141,Saturday Sep 7 (1),boxscore,WSN,@,PIT,W,5,3,,63-78,4,21.0,Herz,Ortiz,Finnegan,2:36,D,13687,.00,+,
142,Saturday Sep 7 (2),boxscore,WSN,@,PIT,W,8,6,,64-78,4,21.0,Garcia,Chapman,Finnegan,3:20,N,18937,.00,++,
143,Sunday Sep 8,boxscore,WSN,@,PIT,L,3,7,,64-79,4,21.0,Jones,Corbin,,2:09,D,12369,.00,-,
144,Tuesday Sep 10,boxscore,WSN,,ATL,L,0,12,,64-80,4,22.5,Chavez,Gore,,2:35,N,17668,.00,--,
145,Wednesday Sep 11,boxscore,WSN,,ATL,W,5,1,,65-80,4,22.5,Irvin,Fried,,2:20,N,15585,.00,+,
146,Thursday Sep 12,boxscore,WSN,,MIA,L,3,6,,65-81,4,23.0,Bender,Law,Tinoco,2:25,N,13299,.00,-,
147,Friday Sep 13,boxscore,WSN,,MIA,W,4,1,,66-81,4,22.0,Herz,Cabrera,Finnegan,2:16,N,20584,.00,+,
148,Saturday Sep 14,boxscore,WSN,,MIA,W,4,1,,67-81,4,22.0,Corbin,Bellozo,Finnegan,2:22,D,28175,.00,++,
149,Sunday Sep 15,boxscore,WSN,,MIA,W,4,3,,68-81,4,22.0,Gore,Oller,Ferrer,2:21,D,18265,.00,+++,
150,Monday Sep 16,boxscore,WSN,@,NYM,L-wo,1,2,10,68-82,4,22.0,Garrett,Barnes,,2:28,N,21694,.00,-,
151,Tuesday Sep 17,boxscore,WSN,@,NYM,L,1,10,,68-83,4,23.0,Megill,Parker,,2:43,N,24932,.00,--,
152,Wednesday Sep 18,boxscore,WSN,@,NYM,L,0,10,,68-84,4,23.0,Quintana,Herz,,2:26,N,34196,.00,---,
153,Thursday Sep 19,boxscore,WSN,@,CHC,L,6,7,,68-85,4,23.0,Roberts,Garcia,Hodge,2:51,N,31479,.00,----,
154,Friday Sep 20,boxscore,WSN,@,CHC,L,1,3,,68-86,4,24.0,Taillon,Williams,Hodge,2:19,D,29590,.00,-----,
155,Saturday Sep 21,boxscore,WSN,@,CHC,W,5,1,,69-86,4,23.0,Gore,Hendricks,,2:23,D,38819,.00,+,
156,Sunday Sep 22,boxscore,WSN,@,CHC,L,0,5,,69-87,4,23.0,Imanaga,Irvin,,2:34,D,30086,.00,-,
157,Tuesday Sep 24,boxscore,WSN,,KCR,L,0,1,10,69-88,4,23.5,Zerpa,Finnegan,Erceg,2:47,N,14477,.00,--,
158,Wednesday Sep 25,boxscore,WSN,,KCR,L,0,3,,69-89,4,24.5,Lynch,Herz,Erceg,2:24,N,16670,.00,---,
159,Thursday Sep 26,boxscore,WSN,,KCR,L,4,7,,69-90,4,25.0,Bubic,Finnegan,Erceg,2:27,D,14357,.00,----,
160,Friday Sep 27,boxscore,WSN,,PHI,W,9,1,,70-90,4,24.0,Williams,Suárez,,2:32,N,31796,.00,+,
161,Saturday Sep 28,boxscore,WSN,,PHI,W,6,3,,71-90,4,23.0,Ferrer,Hoffman,,2:35,D,38135,.00,++,
162,Sunday Sep 29,boxscore,WSN,,PHI,L,3,6,,71-91,4,24.0,Nola,Irvin,Ruiz,2:40,D,26729,.00,-,
