Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
27,Saturday May 7,boxscore,OAK,@,MIN,L,0,1,,10-17,5,7.0,Jax,Kaprielian,Durán,2:55,D,22272,.66,--------,
28,Sunday May 8,boxscore,OAK,@,MIN,L,3,4,,10-18,5,8.0,Stashak,Jefferies,Pagán,3:19,D,14295,.60,---------,
29,Monday May 9,boxscore,OAK,@,DET,W,2,0,,11-18,5,8.0,Blackburn,Pineda,Jiménez,2:49,N,12674,.51,+,
30,Tuesday May 10 (1),boxscore,OAK,@,DET,L,0,6,,11-19,5,8.5,Skubal,Montas,,2:56,D,,.56,-,
31,Tuesday May 10 (2),boxscore,OAK,@,DET,W,4,1,,12-19,5,8.5,Martinez,Faedo,,2:59,D,13844,.52,+,
32,Wednesday May 11,boxscore,OAK,@,DET,W,9,0,,13-19,5,7.5,Logue,Wentz,,3:04,N,15375,.56,++,
33,Thursday May 12,boxscore,OAK,@,DET,W,5,3,,14-19,5,7.5,Puk,Fulmer,Jiménez,2:57,D,17565,.61,+++,
34,Friday May 13,boxscore,OAK,,LAA,L,0,2,,14-20,5,8.5,Silseth,Jefferies,Iglesias,2:30,N,13992,.74,-,
35,Saturday May 14 (1),boxscore,OAK,,LAA,W-wo,4,3,,15-20,4,8.0,Trivino,Iglesias,,3:18,D,12719,.65,+,
36,Saturday May 14 (2),boxscore,OAK,,LAA,L,1,9,,15-21,4,8.0,Lorenzen,Oller,,2:47,N,7737,.69,-,
37,Sunday May 15,boxscore,OAK,,LAA,L,1,4,,15-22,5,9.0,Sandoval,Montas,Herget,3:29,D,14668,.63,--,
38,Monday May 16,boxscore,OAK,,MIN,L,1,3,,15-23,5,9.0,Cano,Logue,Duffey,2:54,N,3138,.56,---,
39,Tuesday May 17,boxscore,OAK,,MIN,W,5,2,,16-23,5,9.0,Jackson,Winder,Jiménez,3:20,N,3640,.49,+,
40,Wednesday May 18,boxscore,OAK,,MIN,L,4,14,,16-24,5,9.0,Gray,Jefferies,,3:25,D,7106,.54,-,
41,Friday May 20,boxscore,OAK,@,LAA,W,4,2,,17-24,5,8.5,Moll,Silseth,Jiménez,3:24,N,32422,.52,+,
42,Saturday May 21,boxscore,OAK,@,LAA,L,3,5,,17-25,5,9.5,Lorenzen,Kolarek,Iglesias,3:12,N,39045,.57,-,
43,Sunday May 22,boxscore,OAK,@,LAA,L,1,4,,17-26,5,10.5,Sandoval,Irvin,Iglesias,2:49,D,40042,.51,--,
44,Monday May 23,boxscore,OAK,@,SEA,L,6,7,,17-27,5,10.5,Gonzales,Logue,Sewald,3:24,N,14415,.43,---,
45,Tuesday May 24,boxscore,OAK,@,SEA,W,7,5,,18-27,5,10.5,Moll,Misiewicz,Jiménez,3:25,N,14797,.38,+,
46,Wednesday May 25,boxscore,OAK,@,SEA,W,4,2,,19-27,4,10.5,Blackburn,Ray,Jiménez,3:10,D,15856,.42,++,
47,Thursday May 26,boxscore,OAK,,TEX,L,1,4,,19-28,4,11.0,Bush,Trivino,Barlow,2:44,N,3203,.46,-,
48,Friday May 27,boxscore,OAK,,TEX,L,5,8,,19-29,5,11.0,Moore,Jiménez,Santana,2:54,N,5010,.43,--,
49,Saturday May 28,boxscore,OAK,,TEX,L,4,11,,19-30,5,11.0,Hearn,Logue,,3:15,D,6502,.38,---,
50,Sunday May 29,boxscore,OAK,,TEX,W-wo,6,5,,20-30,5,11.0,Jiménez,Martin,,3:38,D,8342,.34,+,
51,Monday May 30,boxscore,OAK,,HOU,L,1,5,,20-31,5,12.0,Valdez,Blackburn,,2:58,D,8753,.40,-,
52,Tuesday May 31,boxscore,OAK,,HOU,L,1,3,,20-32,5,13.0,Montero,Montas,Pressly,3:23,N,3469,.33,--,
53,Wednesday Jun 1,boxscore,OAK,,HOU,L,4,5,,20-33,5,14.0,Abreu,Jiménez,Pressly,3:07,D,5189,.26,---,
54,Friday Jun 3,boxscore,OAK,,BOS,L,2,7,,20-34,5,15.0,Eovaldi,Kaprielian,,3:15,N,17852,.22,----,
55,Saturday Jun 4,boxscore,OAK,,BOS,L,0,8,,20-35,5,15.0,Pivetta,Blackburn,,3:07,D,14796,.19,-----,
56,Sunday Jun 5,boxscore,OAK,,BOS,L,2,5,,20-36,5,16.0,Hill,Montas,,3:01,D,12084,.16,------,
57,Tuesday Jun 7,boxscore,OAK,@,ATL,L,2,3,,20-37,5,16.5,Wright,Trivino,Jansen,2:19,N,33981,.11,-------,
58,Wednesday Jun 8,boxscore,OAK,@,ATL,L,2,13,,20-38,5,16.5,Anderson,Koenig,,2:47,N,42075,.11,--------,
59,Thursday Jun 9,boxscore,OAK,@,CLE,L,4,8,,20-39,5,17.0,De Los Santos,Trivino,,3:23,N,12995,.11,---------,
60,Friday Jun 10,boxscore,OAK,@,CLE,L-wo,2,3,,20-40,5,17.0,Gose,Jiménez,,2:50,N,21311,.07,----------,
61,Saturday Jun 11,boxscore,OAK,@,CLE,W,10,5,,21-40,5,16.0,Montas,Morgan,,3:08,D,22674,.07,+,
62,Sunday Jun 12,boxscore,OAK,@,CLE,L,3,6,,21-41,5,17.0,Quantrill,Irvin,Clase,2:31,D,17776,.09,-,
63,Tuesday Jun 14,boxscore,OAK,@,BOS,L,1,6,,21-42,5,17.5,Pivetta,Koenig,,2:43,N,32617,.05,--,
64,Wednesday Jun 15,boxscore,OAK,@,BOS,L,1,10,,21-43,5,18.5,Winckowski,Kaprielian,,3:08,N,31877,.04,---,
65,Thursday Jun 16,boxscore,OAK,@,BOS,W,4,3,,22-43,5,18.0,Blackburn,Hill,Jiménez,3:15,D,30779,.04,+,
66,Friday Jun 17,boxscore,OAK,,KCR,L,1,5,,22-44,5,19.0,Lynch,Montas,,3:28,N,8772,.04,-,
67,Saturday Jun 18,boxscore,OAK,,KCR,L,0,2,,22-45,5,19.0,Keller,Irvin,Barlow,2:46,D,10936,.03,--,
68,Sunday Jun 19,boxscore,OAK,,KCR,W,4,0,,23-45,5,19.0,Koenig,Singer,,2:46,D,14341,.02,+,
69,Tuesday Jun 21,boxscore,OAK,,SEA,L,2,8,,23-46,5,20.0,Gonzales,Kaprielian,,3:03,N,4733,.03,-,
70,Wednesday Jun 22,boxscore,OAK,,SEA,L,0,9,,23-47,5,21.0,Kirby,Blackburn,,3:13,N,5414,.02,--,
71,Thursday Jun 23,boxscore,OAK,,SEA,L,1,2,,23-48,5,21.0,Castillo,Jackson,Sewald,2:54,D,8215,.01,---,
72,Friday Jun 24,boxscore,OAK,@,KCR,L,1,3,,23-49,5,22.0,Greinke,Irvin,Barlow,2:22,N,25077,.01,----,
73,Saturday Jun 25,boxscore,OAK,@,KCR,W,9,7,,24-49,5,22.0,Jackson,Keller,Trivino,3:46,D,13543,.01,+,
74,Sunday Jun 26,boxscore,OAK,@,KCR,W,5,3,,25-49,5,21.0,Acevedo,Singer,Trivino,2:43,D,24820,.01,++,
75,Monday Jun 27,boxscore,OAK,@,NYY,L,5,9,,25-50,5,21.5,Abreu,Puk,,3:24,N,33168,.01,-,
76,Tuesday Jun 28,boxscore,OAK,@,NYY,L,1,2,,25-51,5,22.5,Sears,Montas,Holmes,3:03,N,38051,.01,--,
77,Wednesday Jun 29,boxscore,OAK,@,NYY,L,3,5,,25-52,5,23.5,Taillon,Irvin,Holmes,2:52,D,39647,.01,---,
78,Thursday Jun 30,boxscore,OAK,@,SEA,L,6,8,,25-53,5,24.5,Gilbert,Martinez,Sewald,2:53,N,20860,.00,----,
79,Friday Jul 1,boxscore,OAK,@,SEA,W,3,1,,26-53,5,24.5,Kaprielian,Gonzales,Trivino,3:00,N,27589,.00,+,
80,Saturday Jul 2,boxscore,OAK,@,SEA,L-wo,1,2,,26-54,5,25.5,Castillo,Trivino,,2:50,D,23907,.00,-,
81,Sunday Jul 3,boxscore,OAK,@,SEA,L,1,2,,26-55,5,26.5,Ray,Montas,Sewald,2:28,D,23333,.00,--,
82,Monday Jul 4,boxscore,OAK,,TOR,W,5,1,,27-55,5,26.5,Irvin,Manoah,,2:27,N,24403,.00,+,
83,Tuesday Jul 5,boxscore,OAK,,TOR,W,5,3,,28-55,5,26.5,Martinez,Kikuchi,Trivino,2:40,N,4846,.00,++,
84,Wednesday Jul 6,boxscore,OAK,,TOR,L,1,2,,28-56,5,26.5,Cimber,Acevedo,Romano,2:39,D,6330,.00,-,
85,Friday Jul 8,boxscore,OAK,,HOU,L,3,8,,28-57,5,28.0,Urquidy,Blackburn,,2:57,N,6012,.00,--,
86,Saturday Jul 9,boxscore,OAK,,HOU,W,3,2,,29-57,5,27.0,Logue,Valdez,Trivino,2:33,D,10058,.00,+,
87,Sunday Jul 10,boxscore,OAK,,HOU,L,1,6,,29-58,5,28.0,Odorizzi,Irvin,,2:39,D,10195,.00,-,
88,Monday Jul 11,boxscore,OAK,@,TEX,L,8,10,,29-59,5,28.5,Howard,Martinez,Martin,3:28,N,20660,.00,--,
89,Tuesday Jul 12,boxscore,OAK,@,TEX,W,14,7,12,30-59,5,28.5,Snead,Santana,,4:03,N,17485,.00,+,
90,Wednesday Jul 13,boxscore,OAK,@,TEX,L,2,5,,30-60,5,28.5,Gray,Blackburn,Richards,2:34,N,22394,.00,-,
91,Friday Jul 15,boxscore,OAK,@,HOU,W,5,1,,31-60,5,28.0,Irvin,Urquidy,,2:39,N,39434,.00,+,
92,Saturday Jul 16,boxscore,OAK,@,HOU,L,0,5,,31-61,5,29.0,Verlander,Koenig,,2:35,D,39125,.00,-,
93,Sunday Jul 17,boxscore,OAK,@,HOU,W,4,3,,32-61,5,28.0,Puk,Montero,Trivino,3:16,D,34534,.00,+,
94,Thursday Jul 21 (1),boxscore,OAK,,DET,L,2,7,,32-62,5,29.0,Skubal,Logue,,2:58,D,,.00,-,
95,Thursday Jul 21 (2),boxscore,OAK,,DET,W,5,0,,33-62,5,29.0,Acevedo,Hill,,2:45,D,7282,.00,+,
96,Friday Jul 22,boxscore,OAK,,TEX,W,5,4,,34-62,5,29.0,Irvin,Howard,Puk,2:53,N,6620,.00,++,
97,Saturday Jul 23,boxscore,OAK,,TEX,W,3,1,,35-62,5,29.0,Acevedo,Santana,Jackson,3:14,N,10190,.00,+++,
98,Sunday Jul 24,boxscore,OAK,,TEX,L,8,11,,35-63,5,30.0,Pérez,Blackburn,,3:22,D,9835,.00,-,
99,Monday Jul 25,boxscore,OAK,,HOU,W,7,5,,36-63,5,29.0,Oller,Odorizzi,Trivino,2:55,N,4105,.00,+,
100,Tuesday Jul 26,boxscore,OAK,,HOU,W,5,3,,37-63,5,28.0,Montas,Garcia,Trivino,3:04,N,5130,.00,++,
101,Wednesday Jul 27,boxscore,OAK,,HOU,W,4,2,,38-63,5,27.0,Irvin,Javier,Puk,2:27,D,9367,.00,+++,
102,Friday Jul 29,boxscore,OAK,@,CHW,W,7,3,,39-63,5,27.5,Kaprielian,Lynn,,2:54,N,28503,.00,++++,
103,Saturday Jul 30,boxscore,OAK,@,CHW,L-wo,2,3,,39-64,5,27.5,Hendriks,Jackson,,2:50,N,28142,.00,-,
104,Sunday Jul 31,boxscore,OAK,@,CHW,L,1,4,,39-65,5,28.5,Cease,Oller,Hendriks,2:42,D,30028,.00,--,
105,Tuesday Aug 2,boxscore,OAK,@,LAA,L,1,3,,39-66,5,28.0,Suarez,Irvin,Quijada,2:33,N,22920,.00,---,
106,Wednesday Aug 3,boxscore,OAK,@,LAA,W,3,1,,40-66,5,28.0,Kaprielian,Ohtani,Jackson,3:08,N,25190,.00,+,
107,Thursday Aug 4,boxscore,OAK,@,LAA,W,8,7,,41-66,5,28.0,Blackburn,Junk,Puk,3:27,D,23849,.00,++,
108,Saturday Aug 6,boxscore,OAK,,SFG,L,3,7,,41-67,5,28.5,Rodón,Oller,,3:21,D,40065,.00,-,
109,Sunday Aug 7,boxscore,OAK,,SFG,L,4,6,,41-68,5,28.5,Webb,Martinez,Doval,3:18,D,31605,.00,--,
110,Monday Aug 8,boxscore,OAK,,LAA,L,0,1,,41-69,5,29.0,Suarez,Irvin,Tepera,2:14,N,5440,.00,---,
111,Tuesday Aug 9,boxscore,OAK,,LAA,L,1,5,,41-70,5,30.0,Ohtani,Kaprielian,,3:15,N,9351,.00,----,
112,Wednesday Aug 10,boxscore,OAK,,LAA,L,4,5,12,41-71,5,30.0,Barria,Pruitt,,3:45,D,8268,.00,-----,
113,Friday Aug 12,boxscore,OAK,@,HOU,L,5,7,,41-72,5,31.5,Garcia,Moll,Neris,3:19,N,31230,.00,------,
114,Saturday Aug 13,boxscore,OAK,@,HOU,L,0,8,,41-73,5,32.5,McCullers,Logue,,2:51,N,34078,.00,-------,
115,Sunday Aug 14,boxscore,OAK,@,HOU,L,3,6,,41-74,5,33.5,Javier,Irvin,Pressly,2:40,D,38906,.00,--------,
116,Monday Aug 15,boxscore,OAK,@,TEX,L,1,2,,41-75,5,33.5,Otto,Kaprielian,Hernández,3:10,N,13121,.00,---------,
117,Tuesday Aug 16,boxscore,OAK,@,TEX,W,5,1,,42-75,5,32.5,Sears,Arihara,,3:07,N,15260,.00,+,
118,Wednesday Aug 17,boxscore,OAK,@,TEX,W,7,2,,43-75,5,32.5,Oller,Ragans,,3:00,N,14846,.00,++,
119,Thursday Aug 18,boxscore,OAK,@,TEX,L,3,10,,43-76,5,33.5,Dunning,Logue,,2:52,D,16495,.00,-,
120,Friday Aug 19,boxscore,OAK,,SEA,L,2,10,,43-77,5,33.5,Gonzales,Irvin,,2:44,N,16912,.00,--,
121,Saturday Aug 20,boxscore,OAK,,SEA,W-wo,4,3,10,44-77,5,32.5,Jiménez,Castillo,,3:19,D,9626,.00,+,
122,Sunday Aug 21,boxscore,OAK,,SEA,W,5,3,,45-77,5,32.5,Sears,Castillo,Pruitt,3:28,D,9314,.00,++,
123,Monday Aug 22,boxscore,OAK,,MIA,L,0,3,,45-78,5,33.0,Cabrera,Oller,Scott,2:44,N,2630,.00,-,
124,Tuesday Aug 23,boxscore,OAK,,MIA,L,3,5,,45-79,5,34.0,López,Logue,Scott,2:46,N,4028,.00,--,
125,Wednesday Aug 24,boxscore,OAK,,MIA,W-wo,3,2,10,46-79,5,34.0,Puk,Bleier,,2:40,D,3901,.00,+,
126,Thursday Aug 25,boxscore,OAK,,NYY,L,4,13,,46-80,5,35.0,Taillon,Kaprielian,,3:34,N,10876,.00,-,
127,Friday Aug 26,boxscore,OAK,,NYY,L,2,3,,46-81,5,35.0,Cole,Sears,Peralta,2:50,N,16821,.00,--,
128,Saturday Aug 27,boxscore,OAK,,NYY,W-wo,3,2,11,47-81,5,34.0,Payamps,Trivino,,3:07,N,36529,.00,+,
129,Sunday Aug 28,boxscore,OAK,,NYY,W,4,1,,48-81,5,34.0,Martinez,Schmidt,Puk,3:19,D,29498,.00,++,
130,Tuesday Aug 30,boxscore,OAK,@,WSN,W,10,6,,49-81,5,34.0,Irvin,Fedde,,3:24,N,26321,.00,+++,
131,Wednesday Aug 31,boxscore,OAK,@,WSN,L,1,5,,49-82,5,35.0,Sánchez,Kaprielian,,2:51,N,26416,.00,-,
132,Thursday Sep 1,boxscore,OAK,@,WSN,L-wo,5,7,10,49-83,5,35.5,Harvey,Ruíz,,4:02,D,26877,.00,--,
133,Friday Sep 2,boxscore,OAK,@,BAL,L,2,5,,49-84,5,36.5,Tate,Acevedo,,2:46,N,13558,.00,---,
134,Saturday Sep 3,boxscore,OAK,@,BAL,L,1,8,,49-85,5,36.5,Akin,Oller,,3:17,N,30853,.00,----,
135,Sunday Sep 4,boxscore,OAK,@,BAL,W,5,0,,50-85,5,36.5,Martinez,Watkins,,2:59,D,19883,.00,+,
136,Tuesday Sep 6,boxscore,OAK,,ATL,L,9,10,,50-86,5,37.0,Chavez,Payamps,Jansen,3:09,N,6062,.00,-,
137,Wednesday Sep 7,boxscore,OAK,,ATL,L,3,7,,50-87,5,38.0,Strider,Waldichuk,,3:06,D,5332,.00,--,
138,Thursday Sep 8,boxscore,OAK,,CHW,L,2,14,,50-88,5,38.5,Cease,Sears,,3:16,N,4591,.00,---,
139,Friday Sep 9,boxscore,OAK,,CHW,L,3,5,,50-89,5,39.5,Bummer,Puk,Hendriks,2:53,N,11494,.00,----,
140,Saturday Sep 10,boxscore,OAK,,CHW,L,2,10,,50-90,5,39.5,Lynn,Martinez,,3:43,D,11107,.00,-----,
141,Sunday Sep 11,boxscore,OAK,,CHW,W,10,3,,51-90,5,39.5,Irvin,Cueto,,2:44,D,11701,.00,+,
142,Tuesday Sep 13,boxscore,OAK,@,TEX,L-wo,7,8,,51-91,5,41.0,Burke,Payamps,,2:51,N,14925,.00,-,
143,Wednesday Sep 14,boxscore,OAK,@,TEX,W,8,7,,52-91,5,41.0,Cyr,Leclerc,Acevedo,3:40,N,25700,.00,+,
144,Thursday Sep 15,boxscore,OAK,@,HOU,L,2,5,,52-92,5,42.0,Martinez,Payamps,Montero,3:14,N,26543,.00,-,
145,Friday Sep 16,boxscore,OAK,@,HOU,L,0,5,,52-93,5,43.0,Verlander,Martinez,,3:01,N,33850,.00,--,
146,Saturday Sep 17,boxscore,OAK,@,HOU,W,8,5,,53-93,5,42.0,Irvin,Urquidy,Acevedo,2:28,N,33419,.00,+,
147,Sunday Sep 18,boxscore,OAK,@,HOU,L,2,11,,53-94,5,43.0,Valdez,Waldichuk,,3:09,D,30375,.00,-,
148,Tuesday Sep 20,boxscore,OAK,,SEA,W,4,1,,54-94,5,43.5,Sears,Castillo,Acevedo,2:49,N,4251,.00,+,
149,Wednesday Sep 21,boxscore,OAK,,SEA,W,2,1,,55-94,5,43.5,Kaprielian,Swanson,Acevedo,2:39,N,4030,.00,++,
150,Thursday Sep 22,boxscore,OAK,,SEA,L,5,9,,55-95,5,43.5,Boyd,Snead,,3:22,D,4696,.00,-,
151,Friday Sep 23,boxscore,OAK,,NYM,L,2,9,,55-96,5,43.5,Bassitt,Irvin,,2:31,N,18107,.00,--,
152,Saturday Sep 24,boxscore,OAK,,NYM,W,10,4,,56-96,5,43.5,Waldichuk,deGrom,,2:55,D,16041,.00,+,
153,Sunday Sep 25,boxscore,OAK,,NYM,L,4,13,,56-97,5,44.5,Scherzer,Sears,,3:07,D,13942,.00,-,
154,Tuesday Sep 27,boxscore,OAK,@,LAA,L,3,4,,56-98,5,45.5,Tepera,Puk,Herget,3:14,N,19374,.00,--,
155,Wednesday Sep 28,boxscore,OAK,@,LAA,L,1,4,,56-99,5,45.5,Lorenzen,Martinez,Herget,3:23,N,23573,.00,---,
156,Thursday Sep 29,boxscore,OAK,@,LAA,L,2,4,,56-100,5,46.0,Ohtani,Irvin,Tepera,3:07,N,31293,.00,----,
157,Friday Sep 30,boxscore,OAK,@,SEA,L-wo,1,2,,56-101,5,46.0,Brash,Acevedo,,2:47,N,44754,.00,-----,
158,Saturday Oct 1,boxscore,OAK,@,SEA,L,1,5,,56-102,5,47.0,Castillo,Oller,,2:36,D,42512,.00,------,
159,Sunday Oct 2,boxscore,OAK,@,SEA,W,10,3,,57-102,5,47.0,Kaprielian,Ray,,3:11,D,42465,.00,+,
160,Monday Oct 3,boxscore,OAK,,LAA,W-wo,5,4,10,58-102,5,46.0,Acevedo,Weiss,,3:49,N,6978,.00,++,
161,Tuesday Oct 4,boxscore,OAK,,LAA,W-wo,2,1,10,59-102,5,46.0,Puk,Tepera,,3:07,N,8189,.00,+++,
162,Wednesday Oct 5,boxscore,OAK,,LAA,W,3,2,,60-102,5,46.0,Waldichuk,Ohtani,Snead,2:44,D,11232,.00,++++,
