Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
42,Monday May 23,boxscore,PHI,@,ATL,W,7,3,,20-22,2,8.0,Wheeler,Davidson,,3:37,N,41762,.76,++,
43,Tuesday May 24,boxscore,PHI,@,ATL,L-wo,5,6,,20-23,2,8.0,Jansen,Nelson,,3:58,N,32274,.75,-,
44,Wednesday May 25,boxscore,PHI,@,ATL,L,4,8,,20-24,3,8.0,Strider,Suárez,,3:30,N,29339,.73,--,
45,Thursday May 26,boxscore,PHI,@,ATL,W,4,1,,21-24,2,7.5,Nola,Wright,,2:43,N,33188,.70,+,
46,Friday May 27,boxscore,PHI,@,NYM,L,6,8,,21-25,3,8.5,Carrasco,Falter,Díaz,3:41,N,30175,.85,-,
47,Saturday May 28,boxscore,PHI,@,NYM,L,2,8,,21-26,3,9.5,Walker,Eflin,,3:09,N,37455,.77,--,
48,Sunday May 29,boxscore,PHI,@,NYM,L-wo,4,5,10,21-27,3,10.5,Díaz,Knebel,,3:51,N,36513,.69,---,
49,Monday May 30,boxscore,PHI,,SFG,L,4,5,10,21-28,3,11.5,Leone,Bellatti,Doval,3:13,D,26650,.57,----,
50,Tuesday May 31,boxscore,PHI,,SFG,L,4,7,11,21-29,3,12.5,Álvarez,Bellatti,,4:52,N,20927,.51,-----,
51,Wednesday Jun 1,boxscore,PHI,,SFG,W,6,5,,22-29,3,12.5,Nola,García,Knebel,3:02,N,22213,.41,+,
52,Friday Jun 3,boxscore,PHI,,LAA,W,10,0,,23-29,3,11.0,Eflin,Silseth,,2:41,N,28721,.44,++,
53,Saturday Jun 4,boxscore,PHI,,LAA,W,7,2,,24-29,3,11.0,Wheeler,Lorenzen,,3:05,N,36313,.48,+++,
54,Sunday Jun 5,boxscore,PHI,,LAA,W-wo,9,7,,25-29,3,11.0,Knebel,Iglesias,,3:57,D,34801,.52,++++,
55,Tuesday Jun 7,boxscore,PHI,@,MIL,W,3,2,,26-29,3,10.5,Brogdon,Hader,Knebel,3:00,N,27109,.59,+++++,
56,Wednesday Jun 8,boxscore,PHI,@,MIL,W,10,0,,27-29,3,9.5,Nola,Houser,,2:50,N,29353,.68,++++++,
57,Thursday Jun 9,boxscore,PHI,@,MIL,W,8,3,,28-29,3,9.0,Domínguez,Burnes,,4:01,D,27306,.76,+++++++,
58,Friday Jun 10,boxscore,PHI,,ARI,W,7,5,,29-29,3,9.0,Gibson,Gallen,Knebel,3:24,N,37423,.82,++++++++,
59,Saturday Jun 11,boxscore,PHI,,ARI,W,4,0,,30-29,3,8.0,Wheeler,Bumgarner,,2:56,D,30820,.82,+++++++++,
60,Sunday Jun 12,boxscore,PHI,,ARI,L,1,13,,30-30,3,9.0,Weaver,Suárez,,3:50,D,41218,.89,-,
61,Monday Jun 13,boxscore,PHI,,MIA,W-wo,3,2,,31-30,3,8.5,Domínguez,Bass,,2:59,N,22701,.80,+,
62,Tuesday Jun 14,boxscore,PHI,,MIA,L,9,11,,31-31,3,9.5,Okert,Knebel,Scott,3:54,N,28073,.87,-,
63,Wednesday Jun 15,boxscore,PHI,,MIA,W-wo,3,1,,32-31,3,8.5,Brogdon,Scott,,3:12,D,24726,.75,+,
64,Thursday Jun 16,boxscore,PHI,@,WSN,W,10,1,,33-31,3,8.5,Wheeler,Corbin,,3:02,N,19944,.78,++,
65,Friday Jun 17 (1),boxscore,PHI,@,WSN,W,5,3,,34-31,3,8.0,Suárez,Adon,Hand,3:32,D,15501,.79,+++,
66,Friday Jun 17 (2),boxscore,PHI,@,WSN,W,8,7,10,35-31,3,8.0,Alvarado,Cishek,,3:45,N,24785,.86,++++,
67,Saturday Jun 18,boxscore,PHI,@,WSN,W,2,1,10,36-31,3,8.0,Hand,Garrett,Domínguez,3:48,D,42730,.88,+++++,
68,Sunday Jun 19,boxscore,PHI,@,WSN,L,3,9,,36-32,3,8.0,Tetreault,Eflin,,2:57,D,32261,.93,-,
69,Tuesday Jun 21,boxscore,PHI,@,TEX,L,0,7,,36-33,3,8.5,Pérez,Gibson,,3:06,N,29153,.87,--,
70,Wednesday Jun 22,boxscore,PHI,@,TEX,L,2,4,,36-34,3,8.5,Gray,Wheeler,Barlow,3:12,D,20704,.88,---,
71,Thursday Jun 23,boxscore,PHI,@,SDP,W,6,2,,37-34,3,8.0,Suárez,Musgrove,,2:38,N,40355,.90,+,
72,Friday Jun 24,boxscore,PHI,@,SDP,L,0,1,,37-35,3,9.0,Crismatt,Nola,Rogers,3:05,N,38890,.95,-,
73,Saturday Jun 25,boxscore,PHI,@,SDP,W,4,2,,38-35,3,9.0,Eflin,Snell,Domínguez,2:59,N,37467,.91,+,
74,Sunday Jun 26,boxscore,PHI,@,SDP,W,8,5,,39-35,3,8.0,Nelson,Crismatt,Bellatti,3:19,D,41620,.96,++,
75,Tuesday Jun 28,boxscore,PHI,,ATL,L,3,5,,39-36,3,8.0,McHugh,Bellatti,Minter,3:18,N,27725,1.10,-,
76,Wednesday Jun 29,boxscore,PHI,,ATL,L,1,4,,39-37,3,8.0,Wright,Suárez,Smith,2:47,N,25621,1.02,--,
77,Thursday Jun 30,boxscore,PHI,,ATL,W,14,4,,40-37,3,7.5,Nola,Anderson,,2:58,N,30131,.99,+,
78,Friday Jul 1,boxscore,PHI,,STL,W,5,3,,41-37,3,7.5,Alvarado,Mikolas,Hand,3:20,N,36077,1.01,++,
79,Saturday Jul 2,boxscore,PHI,,STL,L,6,7,,41-38,3,7.5,Helsley,Domínguez,,4:05,D,27657,1.05,-,
80,Sunday Jul 3,boxscore,PHI,,STL,W,4,0,,42-38,3,7.5,Wheeler,Wainwright,,3:03,N,44225,.98,+,
81,Tuesday Jul 5,boxscore,PHI,,WSN,W,11,0,,43-38,3,7.0,Sánchez,Espino,,3:03,N,20217,.92,++,
82,Wednesday Jul 6,boxscore,PHI,,WSN,L,2,3,,43-39,3,8.0,Gray,Nola,Rainey,2:57,N,22369,.96,-,
83,Thursday Jul 7,boxscore,PHI,,WSN,W,5,3,,44-39,3,8.0,Nelson,Adon,Domínguez,2:56,D,22104,.91,+,
84,Friday Jul 8,boxscore,PHI,@,STL,W,2,0,,45-39,3,7.0,Wheeler,Wainwright,Hand,2:23,N,41100,1.05,++,
85,Saturday Jul 9,boxscore,PHI,@,STL,W,1,0,,46-39,3,7.0,Alvarado,Gallegos,Knebel,2:58,D,41853,1.10,+++,
86,Sunday Jul 10,boxscore,PHI,@,STL,L,3,4,,46-40,3,7.0,Hicks,Domínguez,Helsley,3:09,D,36112,1.13,-,
87,Monday Jul 11,boxscore,PHI,@,STL,L,1,6,,46-41,3,8.0,Mikolas,Nola,,2:41,N,34399,1.09,--,
88,Tuesday Jul 12,boxscore,PHI,@,TOR,L,3,4,,46-42,3,8.0,Berríos,Familia,Romano,2:52,N,32795,.97,---,
89,Wednesday Jul 13,boxscore,PHI,@,TOR,L,2,8,,46-43,3,9.0,Stripling,Wheeler,,2:31,N,30853,.92,----,
90,Friday Jul 15,boxscore,PHI,@,MIA,W,2,1,,47-43,3,9.0,Gibson,Alcantara,Domínguez,3:04,N,10193,1.03,+,
91,Saturday Jul 16,boxscore,PHI,@,MIA,W,10,0,,48-43,3,9.5,Suárez,Meyer,,2:52,D,13497,1.03,++,
92,Sunday Jul 17,boxscore,PHI,@,MIA,W,4,0,,49-43,3,8.5,Nola,Rogers,Alvarado,2:42,D,12450,.97,+++,
93,Friday Jul 22,boxscore,PHI,,CHC,L,2,15,,49-44,3,8.5,Steele,Gibson,,3:28,N,27775,.93,-,
94,Saturday Jul 23,boxscore,PHI,,CHC,L,2,6,10,49-45,3,8.5,Robertson,Alvarado,,3:36,N,38542,.92,--,
95,Sunday Jul 24,boxscore,PHI,,CHC,L,3,4,,49-46,3,9.5,Smyly,Falter,Robertson,2:50,D,29079,.88,---,
96,Monday Jul 25,boxscore,PHI,,ATL,W,6,4,,50-46,3,9.0,Bellatti,Minter,Domínguez,3:16,N,25452,.93,+,
97,Tuesday Jul 26,boxscore,PHI,,ATL,L,3,6,,50-47,3,10.0,Strider,Nola,Jansen,3:10,N,27486,1.00,-,
98,Wednesday Jul 27,boxscore,PHI,,ATL,W,7,2,,51-47,3,10.0,Gibson,Morton,,2:54,D,29038,.92,+,
99,Thursday Jul 28,boxscore,PHI,@,PIT,W,8,7,,52-47,3,9.5,Wheeler,Thompson,Domínguez,3:11,N,20701,.92,++,
100,Friday Jul 29,boxscore,PHI,@,PIT,W,4,2,10,53-47,3,9.5,Domínguez,Underwood,Brogdon,3:30,N,26946,.95,+++,
101,Saturday Jul 30,boxscore,PHI,@,PIT,W,2,1,10,54-47,3,9.5,Knebel,De los Santos,,2:54,N,38781,.97,++++,
102,Sunday Jul 31,boxscore,PHI,@,PIT,W,8,2,,55-47,3,9.5,Nola,Brubaker,,3:07,D,19322,.91,+++++,
103,Tuesday Aug 2,boxscore,PHI,@,ATL,L,1,13,,55-48,3,10.0,Strider,Nelson,,3:27,N,38932,1.00,-,
104,Wednesday Aug 3,boxscore,PHI,@,ATL,W,3,1,,56-48,3,10.0,Wheeler,McHugh,Robertson,2:40,D,30380,1.00,+,
105,Thursday Aug 4,boxscore,PHI,,WSN,W,5,4,5,57-48,3,10.0,Syndergaard,Espino,,1:39,N,35393,.90,++,
106,Friday Aug 5,boxscore,PHI,,WSN,W,7,2,,58-48,3,9.0,Gibson,Gray,,2:46,N,22024,.88,+++,
107,Saturday Aug 6,boxscore,PHI,,WSN,W,11,5,,59-48,3,9.5,Suárez,Corbin,,3:39,N,27078,.91,++++,
108,Sunday Aug 7,boxscore,PHI,,WSN,W,13,1,,60-48,3,9.5,Nola,Abbott,,3:19,D,28672,.86,+++++,
109,Tuesday Aug 9,boxscore,PHI,,MIA,W,4,1,,61-48,3,10.0,Wheeler,Garrett,Domínguez,2:46,N,22087,.86,++++++,
110,Wednesday Aug 10,boxscore,PHI,,MIA,W,4,3,,62-48,3,10.0,Bellatti,Alcantara,Domínguez,2:38,N,23021,.81,+++++++,
111,Thursday Aug 11,boxscore,PHI,,MIA,L,0,3,,62-49,3,10.5,Cabrera,Gibson,Scott,3:07,D,25444,.77,-,
112,Friday Aug 12,boxscore,PHI,@,NYM,W,2,1,10,63-49,3,9.5,Domínguez,Givens,Robertson,2:54,N,38467,.84,+,
113,Saturday Aug 13,boxscore,PHI,@,NYM,L,0,1,,63-50,3,10.5,deGrom,Nola,Díaz,2:24,N,43857,.84,-,
114,Sunday Aug 14,boxscore,PHI,@,NYM,L,0,6,,63-51,3,11.5,Bassitt,Wheeler,,3:22,D,40513,.85,--,
115,Monday Aug 15,boxscore,PHI,@,CIN,W,4,3,,64-51,3,10.5,Syndergaard,Minor,Domínguez,2:53,N,14635,.83,+,
116,Tuesday Aug 16,boxscore,PHI,@,CIN,W,11,4,,65-51,3,9.5,Gibson,Zeuch,,3:20,N,17074,.78,++,
117,Wednesday Aug 17,boxscore,PHI,@,CIN,L-wo,0,1,,65-52,3,10.5,Díaz,Domínguez,,2:27,D,13622,.74,-,
118,Friday Aug 19,boxscore,PHI,,NYM,L,2,7,,65-53,3,11.0,Bassitt,Nola,,3:28,N,43176,.80,--,
119,Saturday Aug 20 (1),boxscore,PHI,,NYM,L,2,8,,65-54,3,11.0,Lugo,Wheeler,,3:42,D,36809,.79,---,2022-05-06 (Rain)
120,Saturday Aug 20 (2),boxscore,PHI,,NYM,W,4,1,,66-54,3,11.0,Falter,Peterson,Robertson,3:23,N,39374,.83,+,
121,Sunday Aug 21,boxscore,PHI,,NYM,L,9,10,,66-55,3,12.0,May,Robertson,Díaz,4:26,D,35801,.74,-,
122,Monday Aug 22,boxscore,PHI,,CIN,W,4,1,,67-55,3,11.0,Syndergaard,Cessa,Bellatti,2:40,N,19166,.88,+,
123,Tuesday Aug 23,boxscore,PHI,,CIN,W-wo,7,6,,68-55,3,10.0,Hand,Díaz,,3:12,N,20220,.84,++,
124,Wednesday Aug 24,boxscore,PHI,,CIN,W,7,5,,69-55,3,9.5,Sánchez,Zeuch,Robertson,3:16,N,24400,.80,+++,
125,Thursday Aug 25,boxscore,PHI,,CIN,W,4,0,,70-55,3,9.5,Nola,Dunn,,2:36,N,21123,.62,++++,
126,Friday Aug 26,boxscore,PHI,,PIT,W,7,4,,71-55,3,9.5,Falter,Wilson,Hand,2:55,N,30546,.56,+++++,
127,Saturday Aug 27,boxscore,PHI,,PIT,W,6,0,,72-55,3,9.5,Gibson,Beede,,2:59,N,37105,.48,++++++,
128,Sunday Aug 28,boxscore,PHI,,PIT,L,0,5,,72-56,3,9.5,Contreras,Syndergaard,,2:51,D,30355,.44,-,
129,Monday Aug 29,boxscore,PHI,@,ARI,L,7,13,,72-57,3,10.0,Frías,Sánchez,,3:35,N,18594,.56,--,
130,Tuesday Aug 30,boxscore,PHI,@,ARI,L,3,12,,72-58,3,10.0,Gallen,Nola,,2:59,N,16873,.68,---,
131,Wednesday Aug 31,boxscore,PHI,@,ARI,W,18,2,,73-58,3,10.0,Falter,Henry,,3:26,N,13690,.72,+,
132,Friday Sep 2,boxscore,PHI,@,SFG,L,1,13,,73-59,3,11.5,Cobb,Gibson,,3:05,N,32840,.64,-,
133,Saturday Sep 3,boxscore,PHI,@,SFG,L,4,5,,73-60,3,11.5,Littell,Hand,Doval,3:33,D,40010,.67,--,
134,Sunday Sep 4,boxscore,PHI,@,SFG,L-wo,3,5,,73-61,3,11.5,Doval,Robertson,,3:10,D,41189,.76,---,
135,Tuesday Sep 6,boxscore,PHI,,MIA,W-wo,3,2,,74-61,3,10.5,Robertson,Nance,,3:06,N,17145,.84,+,
136,Wednesday Sep 7,boxscore,PHI,,MIA,W,4,3,,75-61,3,11.0,Falter,Rogers,Brogdon,3:02,N,17755,.72,++,
137,Thursday Sep 8,boxscore,PHI,,MIA,L,5,6,,75-62,3,11.5,Floro,Robertson,,3:04,N,19073,.56,-,
138,Friday Sep 9,boxscore,PHI,,WSN,W,5,3,,76-62,3,11.0,Syndergaard,Corbin,Nelson,2:39,N,22304,.81,+,
139,Saturday Sep 10,boxscore,PHI,,WSN,W,8,5,,77-62,3,10.5,Suárez,Fedde,,3:15,N,37185,.69,++,
140,Sunday Sep 11,boxscore,PHI,,WSN,W,7,5,,78-62,3,10.5,Alvarado,Finnegan,Robertson,3:29,D,23802,.62,+++,
141,Tuesday Sep 13,boxscore,PHI,@,MIA,W,2,1,,79-62,3,9.0,Falter,Alcantara,Robertson,2:34,N,5801,.54,++++,
142,Wednesday Sep 14,boxscore,PHI,@,MIA,W,6,1,,80-62,3,8.0,Gibson,Cabrera,,3:12,N,5632,.55,+++++,
143,Thursday Sep 15,boxscore,PHI,@,MIA,L,3,5,,80-63,3,9.0,López,Syndergaard,Floro,3:02,N,7877,.36,-,
144,Friday Sep 16,boxscore,PHI,@,ATL,L,2,7,,80-64,3,10.0,Chavez,Domínguez,,3:15,N,42578,.40,--,
145,Saturday Sep 17,boxscore,PHI,@,ATL,L,3,4,,80-65,3,11.0,Lee,Nola,Jansen,3:18,N,42542,.60,---,
146,Sunday Sep 18,boxscore,PHI,@,ATL,L,2,5,,80-66,3,12.0,Strider,Brogdon,,3:06,D,42015,.83,----,
147,Tuesday Sep 20,boxscore,PHI,,TOR,L,11,18,,80-67,3,13.5,Pop,Gibson,,3:41,N,21129,.82,-----,
148,Wednesday Sep 21,boxscore,PHI,,TOR,W-wo,4,3,10,81-67,3,12.5,Bellatti,Cimber,,4:08,N,29363,.85,+,
149,Thursday Sep 22,boxscore,PHI,,ATL,W,1,0,,82-67,3,12.0,Suárez,Fried,Alvarado,3:08,N,21276,.85,++,
150,Friday Sep 23,boxscore,PHI,,ATL,W,9,1,,83-67,3,12.0,Nola,Odorizzi,,3:20,N,28013,.84,+++,
151,Saturday Sep 24,boxscore,PHI,,ATL,L,3,6,,83-68,3,12.0,Wright,Falter,Jansen,3:22,D,36692,.81,-,
152,Sunday Sep 25,boxscore,PHI,,ATL,L,7,8,11,83-69,3,13.0,Stephens,Bellatti,,4:09,D,32090,1.30,--,
153,Tuesday Sep 27,boxscore,PHI,@,CHC,L,1,2,,83-70,3,13.0,Stroman,Brogdon,Rodríguez,2:15,N,32069,1.39,---,
154,Wednesday Sep 28,boxscore,PHI,@,CHC,L,2,4,,83-71,3,14.0,Wesneski,Nola,Rodríguez,2:59,N,29368,1.35,----,
155,Thursday Sep 29,boxscore,PHI,@,CHC,L,0,2,,83-72,3,14.5,Assad,Suárez,Thompson,2:55,D,23425,1.85,-----,
156,Friday Sep 30,boxscore,PHI,@,WSN,W,5,1,,84-72,3,13.5,Falter,Fedde,,3:17,D,24682,,+,
157,Saturday Oct 1 (1),boxscore,PHI,@,WSN,L,4,13,,84-73,3,14.0,Sánchez,Gibson,,2:58,D,29808,2.07,-,
158,Saturday Oct 1 (2),boxscore,PHI,@,WSN,W,8,2,,85-73,3,14.0,Syndergaard,Romero,Sánchez,2:49,N,36841,2.27,+,
159,Sunday Oct 2,boxscore,PHI,@,WSN,W,8,1,6,86-73,3,14.0,Wheeler,Corbin,,2:20,D,32779,1.72,++,
160,Monday Oct 3,boxscore,PHI,@,HOU,W,3,0,,87-73,3,13.0,Nola,McCullers,Eflin,2:59,N,32324,.38,+++,
161,Tuesday Oct 4,boxscore,PHI,@,HOU,L,0,10,,87-74,3,14.0,Verlander,Suárez,,3:01,N,32032,.08,-,
162,Wednesday Oct 5,boxscore,PHI,@,HOU,L,2,3,,87-75,3,14.0,Valdez,Plassmeyer,Pressly,2:49,D,32432,.01,--,
