Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,Thursday Apr 7,boxscore,CHC,,MIL,W,5,4,,1-0,1,Tied,Givens,Ashby,Robertson,3:18,D,35112,1.00,+,
2,Saturday Apr 9,boxscore,CHC,,MIL,W,9,0,,2-0,1,Tied,Steele,Woodruff,,3:28,D,30369,1.01,++,
3,Sunday Apr 10,boxscore,CHC,,MIL,L,4,5,,2-1,1,Tied,Cousins,Norris,Hader,3:03,D,32858,1.07,-,
4,Tuesday Apr 12,boxscore,CHC,@,PIT,W,2,1,,3-1,1,Tied,Smyly,Quintana,Robertson,2:51,D,34458,1.03,+,
5,Wednesday Apr 13,boxscore,CHC,@,PIT,L,2,6,,3-2,2,0.5,Peters,Hendricks,Crowe,2:49,D,9122,1.05,-,
6,Thursday Apr 14,boxscore,CHC,@,COL,W,5,2,,4-2,1,up 0.5,Thompson,Freeland,Givens,3:02,N,24444,.97,+,
7,Friday Apr 15,boxscore,CHC,@,COL,L,5,6,,4-3,2,0.5,Blach,Stroman,Bard,3:26,N,35450,1.02,-,
8,Saturday Apr 16,boxscore,CHC,@,COL,L,6,9,,4-4,2,1.5,Senzatela,Leiter,Bard,2:58,N,37476,1.01,--,
9,Sunday Apr 17,boxscore,CHC,@,COL,W,6,4,,5-4,2,0.5,Wick,Gomber,Robertson,3:19,D,36391,.95,+,
10,Monday Apr 18,boxscore,CHC,,TBR,W,4,2,,6-4,1,Tied,Thompson,Adam,Robertson,2:43,N,26615,.95,++,
11,Tuesday Apr 19,boxscore,CHC,,TBR,L,5,6,,6-5,3,1.0,Fleming,Steele,Kittredge,3:09,N,26568,.97,-,
12,Wednesday Apr 20,boxscore,CHC,,TBR,L,2,8,6,6-6,3,2.0,Beeks,Stroman,,2:07,N,26167,.93,--,
13,Thursday Apr 21,boxscore,CHC,,PIT,L,3,4,,6-7,3,2.0,Crowe,Roberts,Stratton,3:35,N,32341,.97,---,
14,Friday Apr 22,boxscore,CHC,,PIT,L,2,4,,6-8,4,3.0,De Jong,Smyly,Stratton,3:08,N,25005,.95,----,
15,Saturday Apr 23,boxscore,CHC,,PIT,W,21,0,,7-8,3,3.0,Hendricks,Thompson,,2:47,D,39917,.88,+,
16,Sunday Apr 24,boxscore,CHC,,PIT,L,3,4,,7-9,4,3.0,Peters,Steele,Bednar,3:37,D,28387,.94,-,
17,Tuesday Apr 26,boxscore,CHC,@,ATL,L,1,3,,7-10,4,3.5,Fried,Stroman,Jansen,2:31,N,31990,.84,--,
18,Wednesday Apr 27,boxscore,CHC,@,ATL,W,6,3,10,8-10,3,3.5,Robertson,Matzek,Wick,4:04,N,30362,.80,+,
19,Thursday Apr 28,boxscore,CHC,@,ATL,L,1,5,,8-11,3,4.5,Wright,Smyly,,2:49,N,34183,.84,-,
20,Friday Apr 29,boxscore,CHC,@,MIL,L,1,11,,8-12,3,5.5,Houser,Hendricks,,3:15,N,29062,.88,--,
21,Saturday Apr 30,boxscore,CHC,@,MIL,L,1,9,,8-13,4,6.5,Lauer,Steele,,3:03,N,37263,.80,---,
22,Sunday May 1,boxscore,CHC,@,MIL,W,2,0,,9-13,3,5.5,Stroman,Burnes,Robertson,2:43,D,35137,.75,+,
23,Tuesday May 3,boxscore,CHC,,CHW,L,1,3,,9-14,4,6.5,López,Effross,Hendriks,3:01,N,34206,.70,-,
24,Wednesday May 4,boxscore,CHC,,CHW,L,3,4,,9-15,4,7.5,Giolito,Hendricks,Hendriks,3:05,N,36755,.64,--,
25,Saturday May 7 (1),boxscore,CHC,,LAD,L,0,7,,9-16,4,9.0,Kershaw,Smyly,,2:43,D,37594,.59,---,2022-05-06 (Rain)
26,Saturday May 7 (2),boxscore,CHC,,LAD,L,2,6,,9-17,4,9.0,Anderson,Norris,,3:05,N,31520,.54,----,
27,Sunday May 8,boxscore,CHC,,LAD,L,1,7,,9-18,4,9.0,Buehler,Steele,,2:57,N,31424,.49,-----,
28,Monday May 9,boxscore,CHC,@,SDP,W,6,0,,10-18,4,8.0,Hendricks,Gore,,2:59,N,41595,.44,+,
29,Tuesday May 10,boxscore,CHC,@,SDP,L,4,5,,10-19,4,9.0,Wilson,Gsellman,Rogers,3:08,N,31047,.52,-,
30,Wednesday May 11,boxscore,CHC,@,SDP,W,7,5,,11-19,4,8.0,Givens,García,Wick,3:26,D,29344,.47,+,
31,Friday May 13,boxscore,CHC,@,ARI,L,3,4,,11-20,4,9.0,Davies,Smyly,Melancon,2:56,N,21765,.53,-,
32,Saturday May 14,boxscore,CHC,@,ARI,W,4,2,,12-20,4,8.0,Givens,Melancon,Wick,3:22,N,25169,.48,+,
33,Sunday May 15,boxscore,CHC,@,ARI,W,3,2,,13-20,4,8.0,Effross,Kennedy,Wick,3:05,D,23309,.55,++,
34,Monday May 16,boxscore,CHC,,PIT,W,9,0,,14-20,4,8.0,Miley,Peters,,2:29,N,31119,.60,+++,
35,Tuesday May 17,boxscore,CHC,,PIT,W,7,0,,15-20,3,7.0,Thompson,Brubaker,,2:38,N,30478,.65,++++,
