Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
124,Saturday Aug 17,boxscore,TEX,,MIN,L,2,5,,56-68,3,11.0,Henriquez,Eovaldi,Sands,2:27,N,31192,.04,---,
125,Sunday Aug 18,boxscore,TEX,,MIN,W-wo,6,5,10,57-68,3,11.0,Chafin,Durán,,3:00,D,30735,.02,+,
126,Monday Aug 19,boxscore,TEX,,PIT,W,4,3,,58-68,3,11.0,Ureña,Ortiz,Yates,2:09,N,28229,.02,++,
127,Tuesday Aug 20,boxscore,TEX,,PIT,L,0,4,,58-69,3,11.0,Keller,Bradford,,2:03,N,25074,.03,-,
128,Wednesday Aug 21,boxscore,TEX,,PIT,W-wo,1,0,,59-69,3,10.0,Yates,Bednar,,2:28,D,28707,.02,+,
129,Friday Aug 23,boxscore,TEX,@,CLE,W,5,3,,60-69,3,9.5,Eovaldi,Bibee,Yates,2:45,N,33786,.02,++,
130,Saturday Aug 24,boxscore,TEX,@,CLE,L,5,13,,60-70,3,9.5,Lively,Gray,,2:40,N,33037,.05,-,
131,Sunday Aug 25,boxscore,TEX,@,CLE,L,2,4,,60-71,3,10.5,Boyd,Bradford,Clase,2:23,D,28970,.03,--,
132,Tuesday Aug 27,boxscore,TEX,@,CHW,W,3,1,,61-71,3,9.0,Festa,Flexen,Yates,2:31,D,,,+,
133,Wednesday Aug 28,boxscore,TEX,@,CHW,W,4,3,,62-71,3,9.0,Ureña,Anderson,Anderson,2:35,N,11285,.04,++,
134,Thursday Aug 29,boxscore,TEX,@,CHW,W,2,1,,63-71,3,9.0,Eovaldi,Nastrini,Yates,2:33,D,10402,.03,+++,
135,Friday Aug 30,boxscore,TEX,,OAK,L,2,9,,63-72,3,10.0,Sears,Gray,,2:38,N,28111,.04,-,
136,Saturday Aug 31,boxscore,TEX,,OAK,W-wo,3,2,,64-72,3,10.0,Yates,Ferguson,,2:20,N,28454,.02,+,
137,Sunday Sep 1,boxscore,TEX,,OAK,W-wo,6,4,10,65-72,3,10.0,Festa,Miller,,3:03,D,33309,.02,++,
138,Monday Sep 2,boxscore,TEX,,NYY,L,4,8,,65-73,3,10.0,Cole,Leiter,,2:47,N,36815,.03,-,
139,Tuesday Sep 3,boxscore,TEX,,NYY,W-wo,7,4,,66-73,3,9.5,Pennington,Holmes,,3:03,N,29356,.02,+,
140,Wednesday Sep 4,boxscore,TEX,,NYY,W,10,6,,67-73,3,8.5,Eovaldi,Stroman,Yates,3:11,N,32223,.04,++,
141,Thursday Sep 5,boxscore,TEX,,LAA,W,3,1,,68-73,3,7.5,Bradford,Kochanowicz,Yates,2:16,N,22926,.06,+++,
142,Friday Sep 6,boxscore,TEX,,LAA,L,1,5,,68-74,3,8.5,Aldegheri,Garabito,,2:20,N,31014,.08,-,
143,Saturday Sep 7,boxscore,TEX,,LAA,W,6,4,,69-74,3,8.5,Leclerc,Mederos,Yates,2:45,N,31501,.03,+,
144,Sunday Sep 8,boxscore,TEX,,LAA,W,7,4,,70-74,3,7.5,Heaney,Dana,Yates,2:31,D,32240,.03,++,
145,Tuesday Sep 10,boxscore,TEX,@,ARI,L,0,6,,70-75,3,7.5,Gallen,Eovaldi,,2:36,N,25499,.06,-,
146,Wednesday Sep 11,boxscore,TEX,@,ARI,L,4,14,,70-76,3,7.5,Floro,Bradford,Montgomery,2:47,D,20473,.03,--,
147,Thursday Sep 12,boxscore,TEX,@,SEA,W,5,4,,71-76,3,7.5,Festa,Snider,Yates,2:49,N,22212,.02,+,
148,Friday Sep 13,boxscore,TEX,@,SEA,L,4,5,,71-77,3,8.5,Chargois,Robertson,Muñoz,2:41,N,32996,.03,-,
149,Saturday Sep 14,boxscore,TEX,@,SEA,L-wo,4,5,,71-78,3,9.5,Muñoz,Leclerc,,2:42,N,33629,.01,--,
150,Sunday Sep 15,boxscore,TEX,@,SEA,L,0,7,,71-79,3,10.5,Kirby,Heaney,,2:17,D,36137,.00,---,
151,Tuesday Sep 17,boxscore,TEX,,TOR,W,13,8,,72-79,3,10.0,Festa,Nance,,3:28,N,29906,.00,+,
152,Wednesday Sep 18,boxscore,TEX,,TOR,W,2,0,,73-79,3,9.0,Bradford,Francis,Yates,2:10,N,34625,.00,++,
153,Thursday Sep 19,boxscore,TEX,,TOR,L,0,4,,73-80,3,10.0,Gausman,Rocker,,2:17,D,30384,.00,-,
154,Friday Sep 20,boxscore,TEX,,SEA,L,2,8,,73-81,3,11.0,Kirby,Leiter,,2:44,N,33387,.00,--,
155,Saturday Sep 21,boxscore,TEX,,SEA,L,4,8,,73-82,3,12.0,Hancock,Chafin,,3:26,N,39929,.00,---,
156,Sunday Sep 22,boxscore,TEX,,SEA,W-wo,6,5,,74-82,3,11.0,Yates,Muñoz,,2:28,D,39882,.00,+,
157,Tuesday Sep 24,boxscore,TEX,@,OAK,L-wo,4,5,,74-83,3,11.5,Miller,Sborz,,2:34,N,30402,.00,-,
158,Wednesday Sep 25,boxscore,TEX,@,OAK,W,5,1,,75-83,3,10.5,Festa,Basso,,2:49,N,35270,.00,+,
159,Thursday Sep 26,boxscore,TEX,@,OAK,L,2,3,,75-84,3,11.0,Ginn,Rocker,Miller,2:29,D,46889,.00,-,
160,Friday Sep 27,boxscore,TEX,@,LAA,W,5,2,,76-84,3,11.0,Robert,Detmers,Yates,2:28,N,39308,.00,+,
161,Saturday Sep 28,boxscore,TEX,@,LAA,W,9,8,,77-84,3,11.0,Dunning,Quijada,Yates,3:08,N,41560,.00,++,
162,Sunday Sep 29,boxscore,TEX,@,LAA,W,8,0,,78-84,3,10.5,Eovaldi,Kochanowicz,,2:21,D,35145,.00,+++,
